gene,rna_pearson_r,rna_spearman_r,rna_n_obs,protein_pearson_r,protein_spearman_r,protein_n_obs,group
SUMO2,0.2348314360910625,0.2080449084929926,979,0.11395686697928013,0.03712791557045376,704,non-significant
SUMO3,0.2697463254267537,0.2290665683253285,979,0.06904235640840616,0.11456189335116322,114,non-significant
SUN1,0.452478882613077,0.44814758510472824,979,0.4371995987702852,0.46358225594712427,762,non-significant
SUV39H2,0.27437218719209355,0.24698201272997417,979,,,0,non-significant
SWAP70,0.14013665237173906,0.13379034702676848,979,,,0,non-significant
SYNCRIP,0.32255738176514653,0.2974929482955099,979,,,0,non-significant
SYNGR1,0.15769836409323668,0.14025448201976043,979,,,0,non-significant
SYNGR2,0.15894430664895376,0.15692034771710978,979,,,0,non-significant
SYNGR3,0.043151528662059506,0.02904330416969682,979,,,0,non-significant
SYPL1,0.35896081505532895,0.3784573315420576,979,0.36960671949965285,0.3722239290735721,723,non-significant
TAB2,0.37937243376824514,0.35505122195104594,979,0.15569231416433194,0.1582934711575844,309,non-significant
TACC1,0.24316907116415087,0.276032093864109,979,0.20506728170237631,0.21218827002490712,727,non-significant
TACC3,0.2873008769003347,0.2402551627934343,979,0.04371482483610883,-0.012992369682878334,533,non-significant
TADA2A,0.3585972996789303,0.1754796472608525,979,,,0,non-significant
TAF15,0.24488351770593017,0.1952521575902393,979,,,0,non-significant
TAF4,0.31436476574768757,0.27101259866727495,979,0.034192330200598885,0.07336102449653482,734,non-significant
TAF5,0.04453156577157108,0.00827578616720378,979,0.03765556473241309,0.05512547797088098,695,non-significant
TAF5L,0.28317401992827146,0.2468069369209423,979,,,0,non-significant
TAF6,0.4066515587119481,0.391530833237064,979,0.07756901074615555,0.03857520771092093,628,non-significant
TAF6L,0.17934705529190204,0.16850364423224617,979,,,0,non-significant
TAF9,0.3318594759021576,0.292720802140529,979,-0.002290365026949938,0.025878774533484746,284,non-significant
TAGLN2,0.16444054526182741,0.196376444362775,979,,,0,non-significant
TAL1,0.0018615419651219194,0.040784265493869924,979,,,24,non-significant
TAOK1,0.302804103171013,0.2814298654466272,979,0.15337509682419448,0.1800095237107592,582,non-significant
TAOK2,0.19633162767376028,0.15584112741530765,979,0.14406359384982909,0.16338799089681583,293,non-significant
TAOK3,-0.01843191793613504,-0.06705603484351459,979,0.013079073496182474,-0.048028627521618454,605,non-significant
TARBP2,0.26316950615663226,0.21620662565928842,979,,,0,non-significant
TARDBP,0.19693247372512218,0.15281722391919306,979,,,0,non-significant
TATDN1,0.4655373247474801,0.5085646927174663,979,,,0,non-significant
TATDN3,0.22735010802552147,0.15173095057843078,979,,,0,non-significant
TAX1BP1,0.4952709878863241,0.49270254039181177,979,,,0,non-significant
TBC1D1,0.08928070252379683,0.07463879680667329,979,,,0,non-significant
TBC1D10B,0.19959028230181505,0.13746713928807153,979,,,0,non-significant
TBC1D14,0.18796673202538733,0.1745367959297774,979,,,0,non-significant
TBC1D22A,0.23420087921972732,0.21211212985856034,979,,,0,non-significant
TBC1D22B,0.2901287039540151,0.25878617962623346,979,,,0,non-significant
TBC1D4,0.13723230773135164,0.1495926466023634,979,,,0,non-significant
TBK1,0.3509782405672478,0.2639269060683261,979,0.13430149450359924,0.1727836640365761,340,non-significant
TBL1XR1,0.2751553100119667,0.19636615886298364,979,,,0,non-significant
TBP,0.4161151110899366,0.36217599947729423,979,,,0,non-significant
TBPL1,0.3103063753599861,0.2710288768379328,979,,,0,non-significant
TBX1,0.12848558697036344,0.08186565985364555,979,,,0,non-significant
TBX18,0.08122490434565728,0.07925818965210779,979,,,0,non-significant
TBX19,0.20046524456121168,0.2074785628489762,979,,,0,non-significant
TBXA2R,0.041878644251690945,0.042898352974804106,979,,,0,non-significant
TCEA1,0.2921350672793651,0.24841683457931424,979,0.0395604306642984,0.013148445506284873,764,non-significant
TCEA2,0.19205638917778817,0.196034885329386,979,,,0,non-significant
TCF12,0.06031034795608916,0.04584127868247048,979,,,0,non-significant
TCF15,0.03233134331787163,0.01634656195598723,979,,,0,non-significant
TCF20,0.1312047419653763,0.12168298523714456,979,0.20014764843675964,0.1777447442731298,725,non-significant
TCF3,0.09718296349619615,0.11624514289799452,979,,,0,non-significant
TCF4,0.24522113244816973,0.20257986713633616,979,,,0,non-significant
TCF7,0.05596831532484758,0.05075434112406699,979,,,24,non-significant
TCF7L2,0.24074645731563368,0.24305921214027523,979,,,0,non-significant
TCIRG1,0.16418011713947728,0.12056804975340296,979,,,0,non-significant
TCP1,0.4260214731972177,0.37667960746858126,979,,,0,non-significant
TCTN1,0.24231036484047874,0.22678024798643887,979,,,0,non-significant
TCTN3,0.3065231936631584,0.2864949401929871,979,,,0,non-significant
TEAD1,0.24537812896017713,0.24743512608064028,979,,,0,non-significant
TEAD4,0.25063609068538145,0.254702172640518,979,,,0,non-significant
TECR,0.32535428993403614,0.32262150709585874,979,0.21924230061940514,0.23553503706106377,771,non-significant
TEKT2,0.21652060213590182,0.17776998409158798,979,,,0,non-significant
TENT4A,0.3798319799214304,0.3292566952171358,979,,,0,non-significant
TENT4B,0.3299966467102729,0.29980613468712697,979,,,0,non-significant
TERF1,0.31852654319141704,0.2865136656950002,979,,,0,non-significant
TERF2,0.17537560871559432,0.1400410982266644,979,0.12839816754463237,0.09157255236172476,727,non-significant
TESC,0.015754515312185816,-0.04933506577898453,979,,,0,non-significant
TET1,0.007733674459815498,-0.00501140565522194,979,,,0,non-significant
TET2,0.16575154725296665,0.14860154931566505,979,,,0,non-significant
TET3,0.08569916393242452,0.04050612328415601,979,,,0,non-significant
TFAM,0.26904494073058416,0.22854229453889985,979,0.33891968173557535,0.3301512377058053,774,non-significant
TFAP2A,0.2891860681439026,0.2962528343279755,979,,,0,non-significant
TFAP2B,-0.05990962896499494,0.02969918122823402,979,,,0,non-significant
TFB1M,0.23080689664559356,0.223199609524509,979,0.11323640602565788,0.15272647807580422,755,non-significant
TFCP2,0.07044340427994089,0.10106714911380607,979,0.06504413158977154,0.08178938216138985,675,non-significant
TFDP1,0.37363974366020325,0.3437901069844363,979,0.1331564157162532,0.09142438853147529,214,non-significant
TFDP2,0.154813645928746,0.17056365444866234,979,,,0,non-significant
TFRC,0.23923325870332407,0.2492306625474301,979,,,0,non-significant
TGDS,0.45606384164175867,0.39980595562838994,979,,,0,non-significant
TGFB1,0.006181372341421267,0.014179915553701185,979,0.1691509683807917,0.18357232721033373,348,non-significant
TGFBR1,0.17513991026005826,0.14986106487085743,979,,,0,non-significant
TGFBRAP1,0.12594544770919106,0.09069770457283861,979,,,0,non-significant
TGIF1,0.17043015215962337,0.30630511715990694,979,,,0,non-significant
TGIF2,0.018626603710413882,-0.04264686875547209,979,,,0,non-significant
THAP1,0.3974913893858443,0.3697158564428901,979,,,0,non-significant
THAP3,0.34712903334426815,0.311619660084924,979,,,0,non-significant
THAP7,0.49302892170251505,0.3128727700922033,979,,,0,non-significant
THOP1,0.1533604023544649,0.1327390336737234,979,0.1586775051029316,0.13658382506847705,769,non-significant
THRA,0.1659682340901555,0.0958423883400907,979,,,0,non-significant
THRAP3,0.1824525661586095,0.12789589997965348,979,,,0,non-significant
THRB,0.10940400432210419,0.12107923222019823,979,-0.023356160761319994,-0.005082980321133087,327,non-significant
THUMPD2,0.10690555824121276,0.09483878530327428,979,,,0,non-significant
THUMPD3,0.45830608377726356,0.40602145502379505,979,,,0,non-significant
TIA1,0.047225190393729924,0.04011637538817352,979,-0.0642914269550441,-0.09326228950399658,774,non-significant
TIAL1,0.27286872153815334,0.24722391866007123,979,,,0,non-significant
TIGD5,0.3450071871531556,0.3140492290279234,979,,,0,non-significant
TIMM17A,0.35251174546886554,0.2880682565379467,979,,,0,non-significant
TIMM50,0.4432671046055878,0.33791579049057824,979,,,0,non-significant
TIMM8B,0.38698470072023683,0.36144656262262437,979,,,0,non-significant
TJP1,0.2653942640032234,0.2720846161521669,979,,,0,non-significant
TJP2,0.2900557411719547,0.2969061223231179,979,,,0,non-significant
TKT,0.23272837430748855,0.23172542825969789,979,0.20414935665705422,0.20593480668575226,775,non-significant
TLE3,0.08944157773809874,0.06527258080130809,979,-0.0421816611628296,-0.05350620818030744,621,non-significant
TLE4,0.05760951573687712,0.015620939731192544,979,0.067936720148146,0.07199097995879385,86,non-significant
TLE5,,,0,0.13009416831612378,0.08147621191839978,555,non-significant
TLK1,0.12523528066572923,0.057642578453885644,979,0.06226170165352979,0.008303977873316559,241,non-significant
TLK2,0.3156204591111629,0.20612212556237366,979,0.2065679376464336,0.1848033036606797,402,non-significant
TM2D1,0.3551819315531304,0.2890479198587828,979,,,0,non-significant
TM2D2,0.456925196239245,0.4294397898179255,979,,,0,non-significant
TM2D3,0.3385900055093627,0.2849138390214813,979,,,0,non-significant
TM7SF2,0.09584382603421422,0.07017176387194074,979,,,0,non-significant
TM9SF1,0.4470568995258551,0.44833500391421,979,,,0,non-significant
TM9SF2,0.550266503311387,0.5260919573809638,979,,,0,non-significant
TM9SF3,0.2959821442027849,0.29554112416127887,979,,,0,non-significant
TM9SF4,0.5232635198402751,0.5017900021730713,979,,,0,non-significant
TMBIM1,0.1416091457787125,0.1731148309310013,979,,,0,non-significant
TMBIM4,0.4105980664555597,0.24106383760636294,979,,,0,non-significant
TMBIM6,0.3590491851463893,0.3554313306614095,979,,,0,non-significant
TMED1,0.3081517068307482,0.26423013768127895,979,0.26633796433730544,0.26780553043128,774,non-significant
TMED10,0.4337474248072001,0.4151777200526398,979,,,0,non-significant
TMED2,0.36460102474875267,0.3525946167804215,979,0.21004528406766793,0.2358714913876711,759,non-significant
TMED3,0.30824138336798407,0.34447968821899977,979,0.1974819428288216,0.18745211200534817,477,non-significant
TMED4,0.4590814554877699,0.45117580079326025,979,0.4208690024575071,0.4211561508872266,772,non-significant
TMED5,0.4087813627702698,0.3387632826447216,979,0.2924874696067806,0.2902704634685239,774,non-significant
TMED7,0.4115097293435724,0.3876134560315146,979,0.34591630474570695,0.3860406070603355,774,non-significant
TMED8,0.11211037044199824,0.10658548844399765,979,-0.046208444653641295,-0.12155225158576581,293,non-significant
TMED9,0.3958789805780251,0.4004287948823553,979,0.3575745331684211,0.36551992899386365,775,non-significant
TMEM120B,0.21618504384578932,0.16261454991270646,979,,,0,non-significant
TMEM123,0.48645738748958856,0.42773954568507144,979,,,0,non-significant
TMEM126A,0.37480757048951385,0.33737569096434367,979,,,0,non-significant
TMEM126B,0.4504495057406447,0.40734751464742247,979,,,0,non-significant
TMEM131,0.09223424446791542,0.06530252972948529,979,,,0,non-significant
TMEM131L,0.010139304246902694,0.01714161578476956,979,,,0,non-significant
TMEM14A,0.30835512420787575,0.2657217166634158,979,,,0,non-significant
TMEM14B,0.40207144027358493,0.40264153531770414,979,,,0,non-significant
TMEM14C,0.4111036988726434,0.40261361997056316,979,,,0,non-significant
TMEM150A,0.23028316343122499,0.2096343981036263,979,,,0,non-significant
TMEM161A,0.305282060175053,0.2657461260095806,979,,,0,non-significant
TMEM161B,0.31166101884725705,0.29575560426858283,979,,,0,non-significant
TMEM167A,0.3502129637410622,0.3236968072856353,979,,,0,non-significant
TMEM167B,0.4106760505515873,0.36291233519625493,979,,,0,non-significant
TMEM184C,0.25277411806643146,0.25207258742520544,979,,,0,non-significant
TMEM219,0.25147164233409575,0.20842967244904279,979,,,0,non-significant
TMEM248,0.4752372893445574,0.4551783406771447,979,,,0,non-significant
TMEM39B,0.23010117116603615,0.1997595744360574,979,,,0,non-significant
TMEM41A,0.46633177813911464,0.45827454324651884,979,,,0,non-significant
TMEM41B,0.31630692963209783,0.30339838286755316,979,,,0,non-significant
TMEM50A,0.3699885067016171,0.36964353107855263,979,,,0,non-significant
TMEM50B,0.29524322805552694,0.27471189248301603,979,,,0,non-significant
TMEM63A,0.1726417799148421,0.157638231150091,979,,,0,non-significant
TMEM63B,0.2581781624191011,0.2202770312808989,979,,,0,non-significant
TMEM80,0.19512557924983465,0.1557664258447651,979,,,0,non-significant
TMEM87B,0.23435921942848298,0.23028269730241813,979,,,0,non-significant
TMEM9,0.3250613313311006,0.3746281676397402,979,0.11958796043990166,0.13478225027440735,583,non-significant
TMEM9B,0.3642794132469397,0.37016625282228,979,,,0,non-significant
TMOD1,0.06849817693477148,0.1292366332282843,979,0.13979988243363373,0.16551006411987274,343,non-significant
TMOD3,0.35854721984487836,0.33779719224482857,979,0.20835221861246633,0.19460476584852335,775,non-significant
TMTC3,0.22000611444321116,0.233708488534222,979,0.11333736840612481,0.0870405757366047,655,non-significant
TMUB1,0.40959601400007206,0.4153544160594184,979,0.4293254944146594,0.43267948876749,768,non-significant
TMUB2,0.361821964332915,0.3453990254673253,979,,,0,non-significant
TMX1,0.37559834917140666,0.36288626852896494,979,0.500562750457496,0.5080054702738852,775,non-significant
TMX3,0.4800804485638688,0.47612578583424536,979,0.40014837078949217,0.40330974646426204,769,non-significant
TMX4,0.12081469857692662,0.11339401441643608,979,0.24071496762087602,0.24774219964943903,753,non-significant
TNFAIP8,0.005693875372428918,-0.013011537124877856,979,,,0,non-significant
TNFAIP8L1,0.11893332519830527,0.1165522662899061,979,,,0,non-significant
TNFRSF10A,-0.04777962545797555,0.0012242564538788353,979,,,0,non-significant
TNFRSF10B,0.19055892970855948,0.23880618092573522,979,,,0,non-significant
TNIK,0.062178006717164766,0.08177557846535727,979,-0.020314905935493868,-0.028869877400007456,237,non-significant
TNKS,0.42774961463633837,0.4204405092626536,979,,,0,non-significant
TNKS2,0.16595631428227822,0.16215233793772035,979,,,0,non-significant
TNNT1,0.20661330517355464,0.1968367930495781,979,,,0,non-significant
TNPO1,0.21219828829267712,0.18768341973566743,979,0.07583815933450277,0.08791978066080375,775,non-significant
TNPO2,0.23204733489823498,0.179510621509847,979,0.2003470452916737,0.19011260142424552,646,non-significant
TNPO3,0.4280688966425851,0.397807023569659,979,0.25827531212255195,0.2798100879109759,695,non-significant
TNRC18,0.30430931696610564,0.28721909150122443,979,,,0,non-significant
TNRC6A,0.18571306991845937,0.14085506090280114,979,,,0,non-significant
TNRC6B,0.16758079423074101,0.13137039336522136,979,,,0,non-significant
TNRC6C,0.06463466523371525,0.06522028411727478,979,,,0,non-significant
TOB1,0.3305530972028389,0.219962629828963,979,,,0,non-significant
TOB2,0.1804552702112232,0.14212309792121983,979,,,0,non-significant
TOMM34,0.3586717027856358,0.3512161446265448,979,,,0,non-significant
TOMM40,0.30076195015432783,0.24650856887378236,979,,,0,non-significant
TOMM40L,0.29458467067807403,0.19155658828308567,979,,,0,non-significant
TOP1,0.1737488514841474,0.15088024409069453,979,0.2680311582140704,0.25482651424933583,775,non-significant
TOP1MT,0.21722339160897922,0.24772428366764376,979,,,0,non-significant
TOP2A,0.1738622837153949,0.17604825785434555,979,0.26222076739401184,0.2062207452039375,774,non-significant
TOP2B,0.1158285863542163,0.15663688163936026,979,0.173193338669974,0.20266767389451443,775,non-significant
TOP3A,0.3508854894568227,0.2701116748005032,979,0.20009612620397016,0.20429160069844948,312,non-significant
TOP3B,0.3701822690504386,0.2871727418528404,979,0.28617281713902987,0.23117842704079547,54,non-significant
TOR1A,0.3067721802381882,0.28637622239896304,979,0.3385049232478246,0.3507643644256314,743,non-significant
TOR1AIP1,0.255228244979482,0.25104604816794435,979,,,0,non-significant
TOR1AIP2,0.26729970633577343,0.2648159113029583,979,,,0,non-significant
TOR2A,0.20085715312161426,0.175396718105318,979,0.2299632563127311,0.22297770310145318,618,non-significant
TOR3A,0.20213269338396475,0.15842540632758706,979,0.11962618011313735,0.07678323217943621,249,non-significant
TP53I3,0.16955144287069782,0.16522284653649008,979,,,0,non-significant
TPD52L1,0.15441938156554233,0.18892185696690397,979,,,0,non-significant
TPD52L2,0.4748417187389596,0.45884594875221413,979,,,0,non-significant
TPM1,0.1882633727212781,0.18087745011341272,979,0.1290007069233304,0.12608018181149047,775,non-significant
TPM3,0.22017048979888973,0.1673501976741755,979,0.19058894290169448,0.15497403774569457,775,non-significant
TPM4,0.19138225015938215,0.1807592031694156,979,0.20187833452255458,0.17498298243227062,767,non-significant
