paralog_gene,dep_gene,cell_line,delta_z,source
CLCN3,CLCN7,cd4t_stim8hr,2.2750427555292845,nonsig
ACVR1,BMPR2,cd4t_stim8hr,2.3604524433612823,nonsig
SLC26A7,SLC26A5,cd4t_stim8hr,2.991628237068653,nonsig
ERC2,ERC1,cd4t_stim8hr,2.8309819251298904,nonsig
HOXD8,HOXD4,cd4t_stim8hr,4.18725747987628,nonsig
CLEC2D,CD69,cd4t_stim8hr,2.5060840025544167,nonsig
FUBP1,KHSRP,cd4t_stim8hr,3.1235886942595243,nonsig
CLEC2B,CD69,cd4t_stim8hr,2.3281620666384697,nonsig
BICRAL,BICRA,cd4t_stim8hr,2.0451094806194305,nonsig
CERS3,CERS4,cd4t_stim8hr,2.855527762323618,nonsig
CACNA1G,SCN8A,cd4t_stim8hr,2.695259314961731,nonsig
USP48,USP7,cd4t_stim8hr,2.3839545845985413,nonsig
KCNH3,KCNH2,cd4t_stim8hr,2.313074704259634,nonsig
R3HDM1,R3HDM2,cd4t_stim8hr,2.711428850889206,nonsig
ELL2,ELL,cd4t_stim8hr,2.4462364315986633,nonsig
USF2,USF1,cd4t_stim8hr,2.7646889239549637,nonsig
SP3,SP2,cd4t_stim8hr,2.196992190554738,nonsig
TRIB2,STK40,cd4t_stim8hr,2.0049376785755157,nonsig
CREB1,ATF1,cd4t_stim8hr,2.29370596120134,nonsig
HNRNPA3,HNRNPA2B1,cd4t_stim8hr,6.150873064994812,nonsig
HNRNPA2B1,HNRNPA3,cd4t_stim8hr,2.178427621722222,nonsig
FGB,ANGPT2,cd4t_stim8hr,3.362680196762085,nonsig
JAK3,LCK,cd4t_stim8hr,5.738689661026001,nonsig
NIM1K,SIK2,cd4t_stim8hr,2.405664011836052,nonsig
AKR1A1,AKR7A2,cd4t_stim8hr,2.1696072593331337,nonsig
ADH1C,CRYZ,cd4t_stim8hr,7.314138665795326,nonsig
GBP2,GBP5,cd4t_stim8hr,2.0088708698749542,nonsig
GBP4,GBP5,cd4t_stim8hr,4.298111125826836,nonsig
CEACAM16,CEACAM21,cd4t_stim8hr,18.833922568708655,nonsig
SLC30A2,SLC30A1,cd4t_stim8hr,12.409351544454694,nonsig
CACNA1C,SCN8A,cd4t_stim8hr,2.158628881443292,nonsig
DVL3,DVL1,cd4t_stim8hr,2.480471432209015,nonsig
POC1B,SNRNP40,cd4t_stim8hr,3.3584775030612946,nonsig
PDIA3,PDIA6,cd4t_stim8hr,5.4599605137482285,nonsig
ARHGAP15,ARHGAP27,cd4t_stim8hr,2.0947230756282806,nonsig
PAX8,PAX6,cd4t_stim8hr,5.095526024699211,nonsig
ZC3H6,ZC3H4,cd4t_stim8hr,4.392412189394236,nonsig
KHDRBS3,KHDRBS1,cd4t_stim8hr,2.0412698090076447,nonsig
SCN9A,CACNA1E,cd4t_stim8hr,2.7590885013341904,nonsig
DDX20,EIF4A1,cd4t_stim8hr,2.2631252966821194,nonsig
RELB,REL,cd4t_stim8hr,3.8908159285783768,nonsig
WDR5B,SNRNP40,cd4t_stim8hr,2.0727937910705805,nonsig
RASGRP4,RASGRP1,cd4t_stim8hr,3.940460845828056,nonsig
IRX6,IRX4,cd4t_stim8hr,12.217456138692796,nonsig
USP38,USP35,cd4t_stim8hr,2.045014292001724,nonsig
ZNF302,ZNF497,cd4t_stim8hr,2.06905298680067,nonsig
CERS4,CERS5,cd4t_stim8hr,2.3727821428328753,nonsig
IRX5,IRX3,cd4t_stim8hr,2.664075464010238,nonsig
STAT6,STAT3,cd4t_stim8hr,2.7524938732385635,nonsig
UBE2W,UBE2T,cd4t_stim8hr,2.1194730773568153,nonsig
PDE1A,PDE4B,cd4t_stim8hr,3.137896928936243,nonsig
MEIS1,MEIS2,cd4t_stim8hr,3.060636952519417,nonsig
IL36B,IL36RN,cd4t_stim8hr,9.349928755313158,nonsig
FBXO17,FBXO2,cd4t_stim8hr,8.698100404813886,nonsig
SLC38A2,SLC38A1,cd4t_stim8hr,3.2521284371614456,nonsig
HSPA1B,HSPA8,cd4t_stim8hr,7.337791055440903,nonsig
CALCOCO1,CALCOCO2,cd4t_stim8hr,2.778373386710882,nonsig
CLMP,VSIG2,cd4t_stim8hr,3.881235711276531,nonsig
FBXO27,FBXO2,cd4t_stim8hr,2.573864847421646,nonsig
TRIB1,STK40,cd4t_stim8hr,2.8348085209727287,nonsig
STAT1,STAT3,cd4t_stim8hr,4.117135271430016,nonsig
STAT4,STAT3,cd4t_stim8hr,2.7058719024062157,nonsig
TXNIP,ARRDC4,cd4t_stim8hr,3.303642340004444,nonsig
SCN3A,CACNA1A,cd4t_stim8hr,2.111203782260418,nonsig
AZIN1,ODC1,cd4t_stim8hr,5.090611696243286,nonsig
NFE2L2,NFE2L1,cd4t_stim8hr,2.9324617870151997,nonsig
PER3,PER1,cd4t_stim8hr,2.541417833417654,nonsig
MYCN,MYC,cd4t_stim8hr,2.1343642473220825,nonsig
PUM1,PUM2,cd4t_stim8hr,2.5435085892677307,nonsig
PUM2,PUM1,cd4t_stim8hr,5.956020824611187,nonsig
MEIS1,MEIS3,cd4t_stim8hr,2.106364205479622,nonsig
HEY1,HES2,cd4t_stim8hr,2.3296570032835007,nonsig
MYCL,MYC,cd4t_stim8hr,3.323413008823991,nonsig
FZD5,FZD6,cd4t_stim8hr,2.3400540500879288,nonsig
SEMA3F,SEMA4F,cd4t_stim8hr,2.017116606235504,nonsig
DLX2,DLX1,cd4t_stim8hr,2.5113776475191116,nonsig
S100A9,S100A5,cd4t_stim8hr,3.53718646755442,nonsig
FCGR2B,FCGR2A,cd4t_stim8hr,3.7759831873700023,nonsig
IFI16,AIM2,cd4t_stim8hr,2.162384908646345,nonsig
SLAMF6,SLAMF1,cd4t_stim8hr,2.802754517644644,nonsig
SRSF8,SRSF2,cd4t_stim48hr,2.947579220868647,sig
RAB31,RAB10,cd4t_stim48hr,4.576144360005856,sig
DDX39A,DDX39B,cd4t_stim48hr,3.169711247086525,sig
DDX17,DDX5,cd4t_stim48hr,2.226026356220246,sig
EIF1AY,EIF1AX,cd4t_stim48hr,2.07560858130455,sig
SOX1,SRY,cd4t_stim48hr,2.8386146556586027,nonsig
NLGN4Y,CES2,cd4t_stim48hr,3.239452963229269,nonsig
KPNA3,KPNA6,cd4t_stim48hr,2.4369773119688034,nonsig
GPR12,S1PR1,cd4t_stim48hr,3.6261851862072945,nonsig
FOXO4,FOXO1,cd4t_stim48hr,2.2183307209052145,nonsig
DIS3L2,DIS3,cd4t_stim48hr,3.003025531768799,nonsig
PTPN2,PTPN1,cd4t_stim48hr,2.610032930970192,nonsig
ANGPT4,ANGPTL4,cd4t_stim48hr,2.0058819577097893,nonsig
RBM27,RBM26,cd4t_stim48hr,2.1831279322504997,nonsig
SNRPA,SNRPB2,cd4t_stim48hr,5.710946217179298,nonsig
SLC23A3,SLC23A2,cd4t_stim48hr,2.579745762050152,nonsig
DHX30,DHX35,cd4t_stim48hr,2.3395023867487907,nonsig
ATP9A,ATP8A2,cd4t_stim48hr,3.309761196374893,nonsig
PDS5A,PDS5B,cd4t_stim48hr,2.568840302526951,nonsig
OLIG2,BHLHE23,cd4t_stim48hr,4.2168961353600025,nonsig
ATP8A2,ATP11B,cd4t_stim48hr,2.6955695152282715,nonsig
SS18L2,SS18L1,cd4t_stim48hr,2.1215024143457413,nonsig
LIPG,LPL,cd4t_stim48hr,2.436364082619548,nonsig
IL17C,IL17D,cd4t_stim48hr,2.5647672563791275,nonsig
TPTE,PTEN,cd4t_stim48hr,2.8061407169152517,nonsig
TCEA3,TCEA2,cd4t_stim48hr,2.085810460150242,nonsig
NLGN4X,CES4A,cd4t_stim48hr,3.919775592163205,nonsig
MSI1,HNRNPA1L2,cd4t_stim48hr,2.3703353367745876,nonsig
ZIC2,ZIC5,cd4t_stim48hr,3.3548754826188087,nonsig
SOCS4,SOCS2,cd4t_stim48hr,2.250119771808386,nonsig
BIRC7,XIAP,cd4t_stim48hr,4.963288478553295,nonsig
LTBP2,LTBP4,cd4t_stim48hr,2.3386098630726337,nonsig
PSPC1,NONO,cd4t_stim48hr,4.222024206537753,nonsig
PTPRF,PTPRM,cd4t_stim48hr,2.4807520508766174,nonsig
ISCA1,ISCA2,cd4t_stim48hr,3.033137650229037,nonsig
ST14,TMPRSS6,cd4t_stim48hr,4.252848148345947,nonsig
CHST5,CHST7,cd4t_stim48hr,2.6614198721945286,nonsig
UPB1,NIT1,cd4t_stim48hr,3.1669134572148323,nonsig
RGS5,RGS6,cd4t_stim48hr,2.170430824160576,nonsig
FERD3L,PTF1A,cd4t_stim48hr,15.508739510551097,nonsig
BCL2A1,BCL2L1,cd4t_stim48hr,2.1816552132368088,nonsig
MAPK1,MAPK9,cd4t_stim48hr,2.382118694484234,nonsig
HSPA9,HSPH1,cd4t_stim48hr,3.2135128676891327,nonsig
HSPA1B,HSPH1,cd4t_stim48hr,3.425353452563286,nonsig
HSPA1A,HSPH1,cd4t_stim48hr,3.485598109662533,nonsig
HYOU1,HSPH1,cd4t_stim48hr,2.0711949318647385,nonsig
HSPA4,HSPH1,cd4t_stim48hr,2.5469118803739548,nonsig
HSPA8,HSPH1,cd4t_stim48hr,3.1973354555666447,nonsig
HSPH1,HSPA8,cd4t_stim48hr,2.15096864104271,nonsig
MAPK15,MOK,cd4t_stim48hr,2.979626003652811,nonsig
HDGFL2,PSIP1,cd4t_stim48hr,2.0098084583878517,nonsig
KIF5B,KIF3B,cd4t_stim48hr,2.645224705338478,nonsig
PSMC2,PSMC1,cd4t_stim48hr,3.2010409384965897,nonsig
PSMC6,PSMC1,cd4t_stim48hr,6.129113391041756,nonsig
PSMC1,PSMC5,cd4t_stim48hr,5.732842266559601,nonsig
APOBEC3D,APOBEC3G,cd4t_stim48hr,2.586545553058386,nonsig
BHLHE22,OLIG2,cd4t_stim48hr,2.037998393177986,nonsig
CTSZ,CTSK,cd4t_stim48hr,2.1917030587792397,nonsig
SUN2,SUN1,cd4t_stim48hr,2.7761127427220345,nonsig
SH3GL2,SH3GLB1,cd4t_stim48hr,2.5879150927066803,nonsig
SLC2A9,SLC2A13,cd4t_stim48hr,2.169979751110077,nonsig
ABCA12,ABCA3,cd4t_stim48hr,8.794909284450114,nonsig
ABCA2,ABCA3,cd4t_stim48hr,2.0494877099990845,nonsig
PAX5,PAX9,cd4t_stim48hr,2.0998176224529743,nonsig
PAX6,PAX5,cd4t_stim48hr,8.498114347457886,nonsig
HMGB2,TFAM,cd4t_stim48hr,2.593355491757393,nonsig
MSX1,MSX2,cd4t_stim48hr,3.0942970775067806,nonsig
PAPOLB,PAPOLG,cd4t_stim48hr,2.194077603518963,nonsig
C1GALT1C1L,C1GALT1,cd4t_stim48hr,2.367258872836828,nonsig
KAT6B,KAT7,cd4t_stim48hr,3.8806736790575087,nonsig
OSBPL1A,OSBPL3,cd4t_stim48hr,2.0692448765039444,nonsig
GNA14,GNAI2,cd4t_stim48hr,2.44700263813138,nonsig
ZFAND3,ZFAND5,cd4t_stim48hr,2.4308861047029495,nonsig
EP300,CREBBP,cd4t_stim48hr,2.1403851099312305,nonsig
UBE2H,UBE2C,cd4t_stim48hr,2.191238310188055,nonsig
UBE2K,UBE2C,cd4t_stim48hr,2.0309705063700676,nonsig
UBE2C,UBE2T,cd4t_stim48hr,4.7056542336940765,nonsig
UBE2B,UBE2C,cd4t_stim48hr,2.648654729127884,nonsig
UBE2S,UBE2C,cd4t_stim48hr,2.16255484521389,nonsig
SP1,SP4,cd4t_stim48hr,3.711555033922195,nonsig
SP4,SP1,cd4t_stim48hr,2.280548084527254,nonsig
OCIAD1,OCIAD2,cd4t_stim48hr,2.6270668879151344,nonsig
ETV7,ETV6,cd4t_stim48hr,2.1107077300548553,nonsig
PNMA6F,PNMA3,cd4t_stim48hr,6.092195726931095,nonsig
TNRC6B,TNRC6A,cd4t_stim48hr,2.39399441331625,nonsig
RASA2,RASA3,cd4t_stim48hr,2.120525538921356,nonsig
RHOBTB1,RAC3,cd4t_stim48hr,3.2365711107850075,nonsig
CLEC7A,KLRD1,cd4t_stim48hr,3.1492901341989636,nonsig
KLRG1,CLEC7A,cd4t_stim48hr,2.836914837360382,nonsig
CLEC12A,CLEC7A,cd4t_stim48hr,3.0075083691626787,nonsig
SMAD7,SMAD4,cd4t_stim48hr,2.40769000351429,nonsig
SMAD7,SMAD3,cd4t_stim48hr,2.2347583323717117,nonsig
CPD,CPM,cd4t_stim48hr,2.078345015645027,nonsig
ING2,ING1,cd4t_stim48hr,2.5893973195925355,nonsig
ARSH,ARSB,cd4t_stim48hr,25.734862233512104,nonsig
PPP2R2C,PPP2R2A,cd4t_stim48hr,2.067741565289907,nonsig
MAPK14,MAPK11,cd4t_stim48hr,2.048921264708042,nonsig
MAPK11,MAPK14,cd4t_stim48hr,3.535058468580246,nonsig
ZNF711,ZFX,cd4t_stim48hr,3.417629361152649,nonsig
RUNX1,RUNX2,cd4t_stim48hr,2.023281319066882,nonsig
BRSK2,NUAK2,cd4t_stim48hr,2.135438434779644,nonsig
HMGB4,HMGB1,cd4t_stim48hr,4.366201665252447,nonsig
YME1L1,AFG3L2,cd4t_stim48hr,4.565454386174679,nonsig
GDF6,BMP6,cd4t_stim48hr,14.007160109002143,nonsig
BMP7,BMP6,cd4t_stim48hr,2.345100022852421,nonsig
GALNT12,GALNT18,cd4t_stim48hr,2.5494977738708258,nonsig
CXCL6,CXCL11,cd4t_stim48hr,5.53742219042033,nonsig
PNMA6A,ZCCHC18,cd4t_stim48hr,3.129633143544197,nonsig
S1PR5,S1PR4,cd4t_stim48hr,3.325728427618742,nonsig
ZNF280A,ZNF280C,cd4t_stim48hr,5.512385107576847,nonsig
CPXM2,CPXM1,cd4t_stim48hr,3.3404112085700035,nonsig
GMEB2,GMEB1,cd4t_stim48hr,5.221791159361601,nonsig
TNIP1,TNIP3,cd4t_stim48hr,2.2300296183675528,nonsig
RNASE7,RNASE1,cd4t_stim48hr,3.365159484557807,nonsig
PLCL2,PLCB2,cd4t_stim48hr,2.260268710553646,nonsig
PLCL2,PLCG1,cd4t_stim48hr,4.9181792959570885,nonsig
ABCC3,ABCC2,cd4t_stim48hr,3.737940803170204,nonsig
GALNT6,GALNT12,cd4t_stim48hr,2.015030413866043,nonsig
TCF24,TCF15,cd4t_stim48hr,2.029461294412613,nonsig
SLTM,SAFB,cd4t_stim48hr,2.0392591799609363,nonsig
SAFB2,SAFB,cd4t_stim48hr,2.086168454028666,nonsig
DUSP15,DUSP3,cd4t_stim48hr,2.133446503430605,nonsig
CA13,CA10,cd4t_stim48hr,3.0611404925584793,nonsig
CA3,CA10,cd4t_stim48hr,3.499016225337982,nonsig
TGFB3,GDF11,cd4t_stim48hr,2.8093916475772858,nonsig
ZHX2,ZHX3,cd4t_stim48hr,4.529355876147747,nonsig
CMTM6,CMTM7,cd4t_stim48hr,3.9951314898207784,nonsig
CABP7,CALM2,cd4t_stim48hr,2.4098748341202736,nonsig
PTPRS,PTPRA,cd4t_stim48hr,2.2563356468454003,nonsig
DUSP9,DUSP14,cd4t_stim48hr,2.257532015442848,nonsig
EPB41L4A,EPB41L5,cd4t_stim48hr,3.5402369648218155,nonsig
PLCL1,PLCG1,cd4t_stim48hr,2.1594855710864067,nonsig
PAQR5,PAQR4,cd4t_stim48hr,2.498389560729265,nonsig
CTNNA2,VCL,cd4t_stim48hr,5.011859372258186,nonsig
RAX2,ALX1,cd4t_stim48hr,3.333031866699457,nonsig
PTPN9,PTPN1,cd4t_stim48hr,2.79098747856915,nonsig
ZNF174,ZKSCAN2,cd4t_stim48hr,2.025382064282894,nonsig
L1CAM,NFASC,cd4t_stim48hr,2.7764157094061375,nonsig
POU3F2,POU3F1,cd4t_stim48hr,4.866536852903664,nonsig
CD109,A2M,cd4t_stim48hr,2.098133137915283,nonsig
ANKRD26,ANKRD18A,cd4t_stim48hr,2.0165967475622892,nonsig
MBD3,MBD2,cd4t_stim48hr,2.0723288636654615,nonsig
SLC6A8,SLC6A6,cd4t_stim48hr,2.2704283744096756,nonsig
PDE11A,PDE6C,cd4t_stim48hr,2.4880262035876513,nonsig
HSPA1B,HSPA14,cd4t_stim48hr,3.342191621661186,nonsig
HSPA1A,HSPA14,cd4t_stim48hr,2.8534112200140953,nonsig
RNF40,RNF20,cd4t_stim48hr,4.605650253593922,nonsig
RNF20,RNF40,cd4t_stim48hr,8.006310073658824,nonsig
GLI3,GLIS2,cd4t_stim48hr,3.086635544896126,nonsig
TSSK2,PRKAA1,cd4t_stim48hr,3.764580592513085,nonsig
MIXL1,GSC2,cd4t_stim48hr,2.7850422263145447,nonsig
ENPP5,ENPP1,cd4t_stim48hr,4.5473718866705894,nonsig
TSPYL4,TSPYL5,cd4t_stim48hr,2.397613129578531,nonsig
DUSP5,STYXL1,cd4t_stim48hr,2.5591166373342276,nonsig
LGALS9C,LGALS4,cd4t_stim48hr,2.437098365277052,nonsig
SLC7A6,SLC7A11,cd4t_stim48hr,3.128585174679756,nonsig
ANO5,ANO10,cd4t_stim48hr,3.323548324406147,nonsig
ASXL3,ASXL1,cd4t_stim48hr,4.896430566906929,nonsig
ASXL3,ASXL2,cd4t_stim48hr,6.9648991376161575,nonsig
PRPSAP2,PRPS2,cd4t_stim48hr,2.49883833527565,nonsig
STK10,STK3,cd4t_stim48hr,2.9666726291179657,nonsig
TSSK4,SIK2,cd4t_stim48hr,2.6057492569088936,nonsig
HACE1,NEDD4,cd4t_stim48hr,2.987673182040453,nonsig
SMARCC2,SMARCC1,cd4t_stim48hr,2.0072336308658123,nonsig
RRAGB,RRAGC,cd4t_stim48hr,2.440697029232979,nonsig
FEZ1,FEZ2,cd4t_stim48hr,2.0426753386855125,nonsig
NFATC3,NFATC4,cd4t_stim48hr,2.1140450341627,nonsig
STX1B,STX5,cd4t_stim48hr,2.077538624405861,nonsig
HYAL4,HYAL2,cd4t_stim48hr,3.1240398585796356,nonsig
SLC12A7,SLC12A2,cd4t_stim48hr,2.667241028510034,nonsig
ACBD5,ACBD4,cd4t_stim48hr,2.258693043142557,nonsig
RHOD,RHOA,cd4t_stim48hr,3.4984604232013226,nonsig
UBE2V1,UBE2T,cd4t_stim48hr,2.0010799765586853,nonsig
DNAJB11,DNAJB9,cd4t_stim48hr,2.6978580206632614,nonsig
DNAJB9,DNAJB11,cd4t_stim48hr,3.031536966562271,nonsig
CHD7,CHD8,cd4t_stim48hr,2.14183236961253,nonsig
CHD8,CHD9,cd4t_stim48hr,2.2917001750320196,nonsig
LIN28B,YBX3,cd4t_stim48hr,2.0118160992860794,nonsig
LIN28B,YBX2,cd4t_stim48hr,2.3013458997011185,nonsig
HNRNPLL,PTBP1,cd4t_stim48hr,2.8198920488357544,nonsig
MT1M,MT3,cd4t_stim48hr,2.566060835495591,nonsig
ZNF730,ZNF737,cd4t_stim48hr,2.018440969288349,nonsig
TBX3,TBX18,cd4t_stim48hr,2.9597815480083227,nonsig
ZNF723,ZNF273,cd4t_stim48hr,2.935992546379566,nonsig
RC3H2,RC3H1,cd4t_stim48hr,2.32260000705719,nonsig
THRAP3,BCLAF1,cd4t_stim48hr,3.3076938688755035,nonsig
BCLAF1,THRAP3,cd4t_stim48hr,5.924880526959896,nonsig
PARP12,TIPARP,cd4t_stim48hr,2.143073622137308,nonsig
MLLT10,MLLT6,cd4t_stim48hr,3.5163416117429733,nonsig
SFPQ,NONO,cd4t_stim48hr,4.152283355593681,nonsig
NR1H4,PPARD,cd4t_stim48hr,3.4451542077586055,nonsig
AP3M1,AP4M1,cd4t_stim48hr,2.1484350487589836,nonsig
HERC6,HERC4,cd4t_stim48hr,2.478928060270846,nonsig
SULT4A1,SULT1A3,cd4t_stim48hr,2.544032633304596,nonsig
PPP4C,PPP1CC,cd4t_stim48hr,2.5093628019094467,nonsig
PLXNB1,PLXNC1,cd4t_stim48hr,2.6375734619796276,nonsig
ING5,ING2,cd4t_stim48hr,2.998192593455314,nonsig
YPEL3,YPEL2,cd4t_stim48hr,2.792016826570034,nonsig
PTGR3,MECR,cd4t_stim48hr,2.2157144714146852,nonsig
SHOX2,ARX,cd4t_stim48hr,3.2638015747070312,nonsig
ARX,PITX3,cd4t_stim48hr,2.304886946454644,nonsig
HIPK4,HIPK2,cd4t_stim48hr,2.1449810788035393,nonsig
GSC,PHOX2A,cd4t_stim48hr,2.1597913317382336,nonsig
GRK6,GRK3,cd4t_stim48hr,2.5168812572956085,nonsig
DNAH6,DNAH17,cd4t_stim48hr,3.3023193143308163,nonsig
DDX50,EIF4A1,cd4t_stim48hr,3.690081693232059,nonsig
CRX,OTX1,cd4t_stim48hr,4.211732041090727,nonsig
BATF3,BATF,cd4t_stim48hr,2.4209756702184677,nonsig
PNMA2,ZCCHC18,cd4t_stim48hr,2.4784907791763544,nonsig
SLC49A3,FLVCR2,cd4t_stim48hr,2.8993054013699293,nonsig
ALDH1A1,ALDH8A1,cd4t_stim48hr,18.708861756138504,nonsig
SOCS2,SOCS3,cd4t_stim48hr,4.042994681745768,nonsig
PTCH2,NPC1,cd4t_stim48hr,3.1710682809352875,nonsig
ARG2,ARG1,cd4t_stim48hr,2.197622075676918,nonsig
RAET1L,HLA-G,cd4t_stim48hr,3.864216968417168,nonsig
E2F8,E2F7,cd4t_stim48hr,2.101479582488537,nonsig
NKX2-1,NKX2-8,cd4t_stim48hr,3.0965805761516094,nonsig
PAX9,PAX1,cd4t_stim48hr,2.0689905509352684,nonsig
PAX3,PAX9,cd4t_stim48hr,2.8709756769239902,nonsig
PAX9,PAX4,cd4t_stim48hr,3.794741950929165,nonsig
CTCFL,ZNF184,cd4t_stim48hr,9.539123613387346,nonsig
LIPJ,LIPA,cd4t_stim48hr,2.867045655846596,nonsig
EML4,EML2,cd4t_stim48hr,2.123669818043709,nonsig
OGDHL,OGDH,cd4t_stim48hr,2.7811404168605804,nonsig
PDIA2,PDIA6,cd4t_stim48hr,3.140321211889386,nonsig
CMA1,GZMH,cd4t_stim48hr,4.979999657720327,nonsig
GZMH,GZMB,cd4t_stim48hr,3.2809727266430855,nonsig
KLK13,GZMH,cd4t_stim48hr,2.9416445456445217,nonsig
MAP3K20,MAP3K12,cd4t_stim48hr,2.0501574435829752,nonsig
CALCRL,VIPR2,cd4t_stim48hr,2.566287100315094,nonsig
GLI3,ZIC1,cd4t_stim48hr,2.7986967116594315,nonsig
RAX2,ESX1,cd4t_stim48hr,2.8582818247377872,nonsig
CABP5,CALM1,cd4t_stim48hr,2.6804532445967197,nonsig
CABP5,CETN2,cd4t_stim48hr,3.262419644743204,nonsig
ZNF274,ZKSCAN2,cd4t_stim48hr,2.417880930006504,nonsig
SUDS3,BRMS1,cd4t_stim48hr,2.560932695865631,nonsig
MAP2K4,MAP2K5,cd4t_stim48hr,2.0093308687210083,nonsig
PPIL4,PPIH,cd4t_stim48hr,2.7775677107274532,nonsig
TIA1,TIAL1,cd4t_stim48hr,3.69511135481298,nonsig
TRNAU1AP,TIAL1,cd4t_stim48hr,2.942352093756199,nonsig
ADCY7,ADCY4,cd4t_stim48hr,2.3078266866505146,nonsig
SPHK2,SPHK1,cd4t_stim48hr,3.14491019397974,nonsig
NOS3,NDOR1,cd4t_stim48hr,3.893384285271168,nonsig
UBE2R2,UBE2I,cd4t_stim48hr,2.935622082935879,nonsig
UBE2R2,UBE2A,cd4t_stim48hr,2.072820292698452,nonsig
UBE2W,UBE2R2,cd4t_stim48hr,2.1294928565621376,nonsig
SLC16A8,SLC16A5,cd4t_stim48hr,5.185130978003144,nonsig
SLC9A3,SLC9A9,cd4t_stim48hr,3.726409582421184,nonsig
TINAGL1,CTSL,cd4t_stim48hr,4.663774221873609,nonsig
RAPGEF4,RAPGEFL1,cd4t_stim48hr,2.42609816044569,nonsig
SCNN1A,ASIC3,cd4t_stim48hr,5.835056878626347,nonsig
MAP2K6,MAP4K2,cd4t_stim48hr,2.017204076051712,nonsig
SLK,MAP4K2,cd4t_stim48hr,2.8634508149698377,nonsig
RSBN1L,RSBN1,cd4t_stim48hr,2.087942014914006,nonsig
PHC2,PHC3,cd4t_stim48hr,2.188296351581812,nonsig
TBL1X,TBL1XR1,cd4t_stim48hr,6.04723496735096,nonsig
ADAM11,ADAM19,cd4t_stim48hr,4.340060140937567,nonsig
GMFB,GMFG,cd4t_stim48hr,2.172016642987728,nonsig
HAND2,TCF24,cd4t_stim48hr,10.459241267293692,nonsig
IGLL1,IGLL5,cd4t_stim48hr,4.732755023054779,nonsig
HBA2,HBB,cd4t_stim48hr,2.3163788244128227,nonsig
RRAGD,RRAGA,cd4t_stim48hr,2.375631168484688,nonsig
LETM2,LETM1,cd4t_stim48hr,2.3186255283653736,nonsig
RRAGD,RRAGC,cd4t_stim48hr,2.6174870282411575,nonsig
INHBB,BMP8B,cd4t_stim48hr,4.236217571422458,nonsig
PMP22,EMP1,cd4t_stim48hr,2.918490543961525,nonsig
PAX1,PAX4,cd4t_stim48hr,7.3967216201126575,nonsig
CHCHD10,CHCHD2,cd4t_stim48hr,2.2864765226840973,nonsig
LGALS3,LGALS9,cd4t_stim48hr,2.0696675553917885,nonsig
TSPYL1,TSPYL5,cd4t_stim48hr,2.6225447226315737,nonsig
TBX3,TBX5,cd4t_stim48hr,6.0486546959728,nonsig
SIM1,NPAS1,cd4t_stim48hr,2.6568261981010437,nonsig
CALM3,CALM2,cd4t_stim48hr,2.316509122028947,nonsig
ABCD4,ABCD2,cd4t_stim48hr,2.791437946259975,nonsig
DUSP28,DUSP18,cd4t_stim48hr,2.215999059379101,nonsig
ECE2,PHEX,cd4t_stim48hr,2.7288330011069775,nonsig
TTLL9,TTLL1,cd4t_stim48hr,4.250827050061616,nonsig
PGLYRP4,PGLYRP1,cd4t_stim48hr,3.061733255162835,nonsig
CNTNAP2,CNTNAP1,cd4t_stim48hr,4.767618392594159,nonsig
ZNF485,ZNF808,cd4t_stim48hr,2.0437039881944656,nonsig
DHX8,DHX36,cd4t_stim48hr,2.337295213714242,nonsig
DHX36,DHX9,cd4t_stim48hr,2.68806729093194,nonsig
ITGA10,ITGAM,cd4t_stim48hr,2.8846442624926567,nonsig
TBX5,TBX19,cd4t_stim48hr,3.840232253074646,nonsig
TBX5,TBX21,cd4t_stim48hr,3.2707654237747192,nonsig
SIGLEC11,SIGLEC9,cd4t_stim48hr,2.516680659726262,nonsig
GMPR,IMPDH2,cd4t_stim48hr,3.4825983867049217,nonsig
ITGAD,ITGAE,cd4t_stim48hr,2.3115839920938015,nonsig
HNRNPH3,HNRNPH1,cd4t_stim48hr,5.624985419213772,nonsig
CHST1,CHST2,cd4t_stim48hr,2.393178917467594,nonsig
CHST3,CHST2,cd4t_stim48hr,2.911638043820858,nonsig
KLK3,KLK1,cd4t_stim48hr,5.8877056166529655,nonsig
LAMB2,LAMB1,cd4t_stim48hr,2.9787333384156227,nonsig
EDEM2,EDEM1,cd4t_stim48hr,2.005214251577854,nonsig
DPYS,DPYSL4,cd4t_stim48hr,3.7948458902537823,nonsig
TP53INP1,TP53INP2,cd4t_stim48hr,2.391548439860344,nonsig
B3GALT1,B3GNT5,cd4t_stim48hr,3.458759032189846,nonsig
FXYD2,FXYD7,cd4t_stim48hr,2.3282341733574867,nonsig
PNMA1,PNMA5,cd4t_stim48hr,2.3610287830233574,nonsig
FUS,EWSR1,cd4t_stim48hr,5.35819786041975,nonsig
GNAO1,GNAS,cd4t_stim48hr,2.1913817524909973,nonsig
COX6B2,COX6B1,cd4t_stim48hr,2.4773537069559097,nonsig
UBE2G1,UBE2S,cd4t_stim48hr,2.490400977432728,nonsig
LPAR4,P2RY8,cd4t_stim48hr,2.574849994853139,nonsig
SEMA4D,SEMA4F,cd4t_stim48hr,2.479897117242217,nonsig
AKR1C2,AKR1A1,cd4t_stim48hr,5.574694894254208,nonsig
