paralog_gene,dep_gene,cell_line,delta_z,source
HSPA1L,HSPA8,cd4t_rest,2.215568780899048,nonsig
HSPA1A,HSPA8,cd4t_rest,7.450057432055473,nonsig
HDAC5,HDAC7,cd4t_rest,3.6644992381334305,nonsig
POU4F3,POU5F1B,cd4t_rest,2.422665297985077,nonsig
ELMO3,ELMO1,cd4t_rest,2.581638321280479,nonsig
CNN1,TAGLN2,cd4t_rest,4.807334719225764,nonsig
SRGAP1,SRGAP2C,cd4t_rest,9.570326328277588,nonsig
CPEB1,CPEB2,cd4t_rest,2.0194013910368085,nonsig
GABPB2,GABPB1,cd4t_rest,5.098812624812126,nonsig
AZGP1,FCGRT,cd4t_rest,8.10159383714199,nonsig
CKS1B,NIP7,cd4t_rest,2.6478651463985443,nonsig
FAM83F,FAM83G,cd4t_rest,2.239308848977089,nonsig
DDX3X,DDX55,cd4t_rest,2.6764988154172897,nonsig
EIF4A2,DDX55,cd4t_rest,2.183274559676647,nonsig
DDX55,EIF4A2,cd4t_rest,2.745850995182991,nonsig
CNNM1,CNNM4,cd4t_rest,2.617742143571377,nonsig
CA3,CA9,cd4t_rest,3.677660262212157,nonsig
PPM1K,ILKAP,cd4t_rest,2.105963855981827,nonsig
ZC3HAV1L,ZC3HAV1,cd4t_rest,5.274847395718098,nonsig
MLXIP,MLX,cd4t_rest,2.6116628851741552,nonsig
CANX,CALR,cd4t_rest,3.6355933845043182,nonsig
IRF3,IRF6,cd4t_rest,2.288648009300232,nonsig
ARSI,SGSH,cd4t_rest,2.537240758538246,nonsig
ZNF689,ZNF688,cd4t_rest,2.1646262779831886,nonsig
CHST12,CHST14,cd4t_rest,2.0575133621459827,nonsig
MAP3K15,MAP3K5,cd4t_rest,6.3147485591471195,nonsig
SH3GLB1,SH3GL1,cd4t_rest,2.3877449482679367,nonsig
RGPD4,RANBP2,cd4t_rest,2.045647395774722,nonsig
YPEL4,YPEL2,cd4t_rest,2.6629716977477074,nonsig
EPHB6,EPHA1,cd4t_rest,2.4335378110408783,nonsig
BRD1,BRPF3,cd4t_rest,2.502186708152294,nonsig
LMO1,LHX2,cd4t_rest,2.477651372551918,nonsig
KLF13,KLF16,cd4t_rest,2.5926745012402534,nonsig
WNT11,WNT10A,cd4t_rest,4.139556877315044,nonsig
CSNK1G2,VRK1,cd4t_rest,2.3533606976270676,nonsig
PDIA3,P4HB,cd4t_rest,3.962296575307846,nonsig
ABCB9,ABCB6,cd4t_rest,2.834788873791694,nonsig
MPP3,CASK,cd4t_rest,17.785209589637816,nonsig
RORB,PPARA,cd4t_rest,2.604032836854458,nonsig
SLFN11,SLFN5,cd4t_rest,2.4009719118475914,nonsig
LHX9,LHX6,cd4t_rest,3.402589827775955,nonsig
AKIRIN1,AKIRIN2,cd4t_rest,2.212086085230112,nonsig
GLI2,ZIC4,cd4t_rest,2.6319961175322533,nonsig
DHX9,DHX33,cd4t_rest,2.1494981944561005,nonsig
PLK2,PLK4,cd4t_rest,2.004999840632081,nonsig
PTBP2,PTBP1,cd4t_rest,14.286213552579284,nonsig
RGS13,RGS18,cd4t_rest,2.240146353840828,nonsig
HIP1R,HIP1,cd4t_rest,2.130461923778057,nonsig
TGFBR1,ACVR1B,cd4t_rest,2.0203442075289786,nonsig
ZNF791,ZNF799,cd4t_rest,2.364412277936935,nonsig
ENTPD4,ENTPD6,cd4t_rest,2.0763642117381096,nonsig
AMZ1,AMZ2,cd4t_rest,2.7119316160678864,nonsig
HOXA1,HOXD4,cd4t_rest,3.008352003991604,nonsig
STAT5A,STAT3,cd4t_rest,3.153675380628556,nonsig
CXCL2,CXCL11,cd4t_rest,2.453470498323441,nonsig
CXCL2,CXCL13,cd4t_rest,2.9558456242084503,nonsig
TNPO2,TNPO1,cd4t_rest,4.986297622323036,nonsig
TULP1,TULP2,cd4t_rest,6.597891817102209,nonsig
CXCL5,CXCL10,cd4t_rest,7.748710719868541,nonsig
RFX2,RFX1,cd4t_rest,4.81571538746357,nonsig
ASF1A,ASF1B,cd4t_rest,2.8630198687314987,nonsig
SP3,SP1,cd4t_rest,2.9591412097215652,nonsig
TXLNA,TXLNG,cd4t_rest,2.171500764787197,nonsig
CHD5,CHD4,cd4t_rest,7.351309210062027,nonsig
CHD2,CHD4,cd4t_rest,2.0891340225934982,nonsig
SH3BP5L,SH3BP5,cd4t_rest,3.4323909766972065,nonsig
ZC3H12A,ZC3H12C,cd4t_rest,2.03352902084589,nonsig
BRPF1,BRD1,cd4t_rest,2.33095508441329,nonsig
KPNA4,KPNA6,cd4t_rest,3.1623737160116434,nonsig
PSMB7,PSMB8,cd4t_rest,2.0859237611293793,nonsig
PSMB10,PSMB7,cd4t_rest,2.088247202336788,nonsig
MDH2,LDHA,cd4t_rest,2.641660064458847,nonsig
WNT5A,WNT1,cd4t_rest,2.722724873572588,nonsig
ZNF497,ZNF574,cd4t_rest,2.7937943562865257,nonsig
ZNF184,ZNF574,cd4t_rest,3.834460365585983,nonsig
SLAMF9,CD84,cd4t_rest,5.756977029144764,nonsig
FGFR2,KIT,cd4t_rest,4.317040726542473,nonsig
EFNA1,EFNA4,cd4t_rest,2.4333748146891594,nonsig
SP8,KLF13,cd4t_rest,2.0236137583851814,nonsig
IL1RL2,IL1RL1,cd4t_rest,3.634517009602859,nonsig
CREM,CREB1,cd4t_rest,3.01700995862484,nonsig
HNRNPA3,HNRNPA1,cd4t_rest,9.002700082957745,nonsig
HNRNPA2B1,HNRNPA1,cd4t_rest,3.5268091559410095,nonsig
LVRN,ANPEP,cd4t_rest,2.9569807089865208,nonsig
HSP90AA1,HSP90AB1,cd4t_rest,2.888701617717743,nonsig
XKR6,XKR8,cd4t_rest,2.0007423758506775,nonsig
FAM89A,FAM89B,cd4t_rest,2.059993252158165,nonsig
HNF1B,HNF1A,cd4t_rest,2.018025040626526,nonsig
TOR1B,TOR1A,cd4t_rest,3.1656765304505825,nonsig
EML1,EML2,cd4t_rest,2.2179986983537674,nonsig
B3GNT7,B3GALT4,cd4t_rest,2.5489554665982723,nonsig
FUBP3,PCBP1,cd4t_rest,2.269937939941883,nonsig
NEUROG3,NEUROG2,cd4t_rest,2.359317399561405,nonsig
UBL7,UBQLN4,cd4t_rest,2.173621077090502,nonsig
GTF2I,GTF2IRD2B,cd4t_rest,2.0426732301712036,nonsig
F2RL2,F2RL1,cd4t_rest,2.0586445517838,nonsig
MEX3A,MEX3D,cd4t_rest,4.187007240951061,nonsig
CYP4X1,CYP4V2,cd4t_rest,16.782792574726045,nonsig
IGSF3,IGSF8,cd4t_rest,2.7961666733026505,nonsig
AKAP8,AKAP8L,cd4t_rest,2.0865995325148106,nonsig
TMEM178A,TMEM178B,cd4t_rest,3.319234784692526,nonsig
DNAH11,DNAH17,cd4t_rest,2.0492395535111427,nonsig
USP4,USP32,cd4t_rest,3.0345337465405464,nonsig
TMPRSS11B,ST14,cd4t_rest,9.621572136878967,nonsig
PCBP4,FUBP1,cd4t_rest,2.084661648608744,nonsig
SCAMP1,SCAMP4,cd4t_rest,2.6468042200431228,nonsig
SGSH,GNS,cd4t_rest,2.532062206417322,nonsig
GALNS,GNS,cd4t_rest,2.43268321454525,nonsig
F12,KLKB1,cd4t_rest,2.1964246295392513,nonsig
CIAO2B,CIAO2A,cd4t_rest,2.774996981024742,nonsig
SOCS1,SOCS3,cd4t_rest,4.052118507335763,nonsig
ATP11C,ATP11B,cd4t_rest,5.255804389715195,nonsig
SLC38A1,SLC38A6,cd4t_rest,3.2804373130202293,nonsig
SLC38A2,SLC38A6,cd4t_rest,4.266571402549744,nonsig
SMARCAD1,INO80,cd4t_rest,2.254750938154757,nonsig
MID1,TRIM21,cd4t_rest,2.04740522056818,nonsig
MID1,TRIM39,cd4t_rest,2.9779910817742348,nonsig
CHRNB2,CHRNA1,cd4t_rest,2.978018842637539,nonsig
ZFP36L1,ZFP36L2,cd4t_rest,3.1118823774158955,nonsig
HNRNPDL,HNRNPAB,cd4t_rest,3.93652318418026,nonsig
MOB1A,MOB3A,cd4t_rest,2.4098729118704796,nonsig
HPN,TMPRSS13,cd4t_rest,3.263680335134268,nonsig
SLFN11,SLFN12L,cd4t_rest,2.0467195734381676,nonsig
PLCD4,PLCG2,cd4t_rest,2.21668241545558,nonsig
CASP4,CASP9,cd4t_rest,2.8636388778686523,nonsig
MAFA,MAFK,cd4t_rest,2.659957818686962,nonsig
USP3,USP27X,cd4t_rest,4.879913256911095,nonsig
ZNF442,ZNF433,cd4t_rest,2.053923573344946,nonsig
ZNF700,ZNF799,cd4t_rest,4.558053269982338,nonsig
ZNF799,ZNF700,cd4t_rest,2.227428711950779,nonsig
CA8,CA7,cd4t_rest,2.5055379644036293,nonsig
NFKB1,REL,cd4t_rest,2.1745685106143355,nonsig
ISG20,AEN,cd4t_rest,2.144258573651314,nonsig
UBC,UBB,cd4t_rest,2.705624036490917,nonsig
UBB,UBC,cd4t_rest,5.268932193517685,nonsig
PDE8B,PDE1B,cd4t_rest,2.8199228197336197,nonsig
NR2F2,NR2E1,cd4t_rest,2.631619866937399,nonsig
BPNT2,BPNT1,cd4t_rest,2.125005164183676,nonsig
TMOD3,LMOD3,cd4t_rest,2.0523118674755096,nonsig
AP2S1,AP4S1,cd4t_rest,3.1561480909585953,nonsig
AP4S1,AP2S1,cd4t_rest,2.114750739187002,nonsig
PITX1,OTP,cd4t_rest,2.2572826221585274,nonsig
RECQL,BLM,cd4t_rest,2.3550408631563187,nonsig
CIB1,CIB2,cd4t_rest,3.7182456105947495,nonsig
FXYD6,FXYD3,cd4t_rest,2.800640670582652,nonsig
NIM1K,SIK3,cd4t_rest,2.462145298719406,nonsig
CA4,CA2,cd4t_rest,2.8630298087373376,nonsig
CDKL4,CDK13,cd4t_rest,2.018171040341258,nonsig
WWP1,NEDD4,cd4t_rest,2.347545290365815,nonsig
FOS,FOSL2,cd4t_rest,2.004892200231552,nonsig
LRRC8B,LRRC8C,cd4t_rest,3.7002278021536767,nonsig
NUAK1,SIK2,cd4t_rest,3.795495498925447,nonsig
STX2,STX12,cd4t_rest,2.6050625033676624,nonsig
PITX1,ALX4,cd4t_rest,4.934621937572956,nonsig
GLT8D2,GLT8D1,cd4t_rest,2.1290975511074066,nonsig
PTGDR,PTGER2,cd4t_rest,5.284548968076706,nonsig
PRKAR2B,PRKAR1B,cd4t_rest,3.0838809087872505,nonsig
PRKAR2A,PRKAR1B,cd4t_rest,2.940966732800007,nonsig
GPR83,GPR19,cd4t_rest,2.270948752760887,nonsig
ATP2B1,ATP2A2,cd4t_rest,4.748750820755959,nonsig
FZD8,FZD6,cd4t_rest,4.209916852414608,nonsig
TARM1,LILRA2,cd4t_rest,6.863401000387967,nonsig
UBE2H,UBE2I,cd4t_rest,2.64412535703741,nonsig
PRKAG1,PRKAG2,cd4t_rest,3.522948108613491,nonsig
WNT8B,WNT1,cd4t_rest,6.6570260669104755,nonsig
PDE2A,PDE5A,cd4t_rest,2.628133007325232,nonsig
SEMA3F,SEMA4C,cd4t_rest,6.098880244418979,nonsig
SEMA4C,SEMA4F,cd4t_rest,2.069170691072941,nonsig
NR1I2,NR1H2,cd4t_rest,2.192308358848095,nonsig
HNRNPDL,HNRNPD,cd4t_rest,3.573400244116783,nonsig
HNRNPA3,HNRNPDL,cd4t_rest,3.8029930517077446,nonsig
PRSS55,KLKB1,cd4t_rest,7.065440654754639,nonsig
F11,KLKB1,cd4t_rest,3.376244269311428,nonsig
ANXA9,ANXA6,cd4t_rest,3.6938046291470528,nonsig
EPB41L4B,EPB41L2,cd4t_rest,2.4213526844978333,nonsig
TFCP2,UBP1,cd4t_rest,2.8531349375844,nonsig
PRKAR2B,PRKAR1A,cd4t_rest,4.206018932163715,nonsig
SPTBN2,SPTBN5,cd4t_rest,4.240681305527687,nonsig
CABP1,CALM2,cd4t_rest,2.139642270281911,nonsig
KPNA5,KPNA6,cd4t_rest,2.000019509345293,nonsig
LRRC2,LRRC39,cd4t_rest,2.0097532272338867,nonsig
RASA4B,RASA2,cd4t_rest,4.7138668820261955,nonsig
TGFBR1,BMPR2,cd4t_rest,2.0223531224764884,nonsig
SMARCD2,SMARCD1,cd4t_rest,2.400849401950836,nonsig
ACTA1,ACTR3C,cd4t_rest,3.4488992989063263,nonsig
PCSK4,PCSK6,cd4t_rest,3.259981609880924,nonsig
STAT6,STAT5B,cd4t_rest,3.580060656182468,nonsig
STAT1,STAT5B,cd4t_rest,8.047877920791507,nonsig
STAT2,STAT5B,cd4t_rest,7.855830701999366,nonsig
STAT3,STAT5B,cd4t_rest,5.437481597065926,nonsig
DNAH14,DNAH3,cd4t_rest,6.988636881113052,nonsig
RORB,THRA,cd4t_rest,2.2795644626021385,nonsig
DPF1,DPF2,cd4t_rest,3.990881517529488,nonsig
MIXL1,SHOX,cd4t_rest,2.3608061000704765,nonsig
HOXC9,HOXD10,cd4t_rest,5.564635613933206,nonsig
HOXC5,HOXD10,cd4t_rest,3.1830617636442184,nonsig
HOXC4,HOXD10,cd4t_rest,2.011692464351654,nonsig
HOXC4,HOXD1,cd4t_rest,2.8855461478233337,nonsig
CD69,CLEC2D,cd4t_rest,2.3878651335835457,nonsig
FUBP1,KHSRP,cd4t_rest,4.188900224864483,nonsig
BICRAL,BICRA,cd4t_rest,2.75736828148365,nonsig
LIN28A,YBX1,cd4t_rest,5.004145495593548,nonsig
KCNK4,KCNK5,cd4t_rest,3.4759972877800465,nonsig
KIF1A,KIF3C,cd4t_rest,2.0775709319859743,nonsig
SPDEF,ETS1,cd4t_rest,2.3923364728689194,nonsig
ELL2,ELL,cd4t_rest,2.17014217376709,nonsig
INHBE,BMP8B,cd4t_rest,4.3840372590348125,nonsig
AP3M2,AP4M1,cd4t_rest,2.315764509141445,nonsig
GALNT8,GALNT3,cd4t_rest,2.4985916540026665,nonsig
BMAL2,ARNT,cd4t_rest,2.845007136464119,nonsig
HNRNPA3,HNRNPA2B1,cd4t_rest,6.156942598521709,nonsig
NAV2,NAV1,cd4t_rest,5.114570118486881,nonsig
GNG12,GNG11,cd4t_rest,3.3462446182966232,nonsig
NT5C3A,NT5C3B,cd4t_rest,2.250353799201548,nonsig
ZNF101,ZNF441,cd4t_rest,2.659031108021736,nonsig
TMED3,TMED4,cd4t_rest,3.0101594775915146,nonsig
PPEF2,PPP5C,cd4t_rest,2.3131030835211277,nonsig
B3GAT1,B3GAT2,cd4t_rest,3.86127744615078,nonsig
CRYZ,ADH5,cd4t_rest,2.1999347656965256,nonsig
PPEF2,PPP2CB,cd4t_rest,6.370435360819101,nonsig
AP2A1,AP2A2,cd4t_rest,2.1107665598392487,nonsig
GBP3,GBP1,cd4t_rest,2.2100897133350372,nonsig
GBP2,GBP5,cd4t_rest,3.6604712158441544,nonsig
GBP4,GBP5,cd4t_rest,5.8962287018075585,nonsig
DDX51,DDX39A,cd4t_rest,2.0431295223534107,nonsig
CEACAM3,CEACAM4,cd4t_rest,15.974329233169556,nonsig
HES4,HEY2,cd4t_rest,2.1798887327313423,nonsig
MEGF11,MEGF6,cd4t_rest,2.798205830156803,nonsig
DUSP3,DUSP12,cd4t_rest,2.5948322862386703,nonsig
MAPK6,MAPK14,cd4t_rest,3.322956845164299,nonsig
PDIA3,PDIA6,cd4t_rest,4.700415223836899,nonsig
ZC3H6,ZC3H4,cd4t_rest,4.223401829600334,nonsig
CPS1,CAD,cd4t_rest,4.129665061831474,nonsig
GNAO1,GNA13,cd4t_rest,2.3813503608107567,nonsig
EXT1,EXTL3,cd4t_rest,2.0386968180537224,nonsig
RASGRP4,RASGRP1,cd4t_rest,3.592833697795868,nonsig
ADAMTSL4,ADAMTSL5,cd4t_rest,3.0282636620104313,nonsig
VIL1,FLII,cd4t_rest,4.096002921462059,nonsig
GOLGA8R,GOLGA8A,cd4t_rest,3.301495922729373,nonsig
TNFRSF10B,TNFRSF10D,cd4t_rest,2.03784853965044,nonsig
TNFRSF10A,TNFRSF10D,cd4t_rest,2.5252351351082325,nonsig
TNFRSF10D,TNFRSF10A,cd4t_rest,2.1312824450433254,nonsig
VAMP2,VAMP5,cd4t_rest,3.607280746102333,nonsig
ZNF324B,ZNF324,cd4t_rest,2.2793978340923786,nonsig
KSR2,KSR1,cd4t_rest,2.4413828514516354,nonsig
STAT6,STAT3,cd4t_rest,3.908369000069797,nonsig
ETS1,FLI1,cd4t_rest,3.0708041936159134,nonsig
TMEM87B,TMEM87A,cd4t_rest,2.019150847569108,nonsig
FAHD2B,FAHD2A,cd4t_rest,2.360992409288883,nonsig
CASP8,CASP9,cd4t_rest,2.6618409752845764,nonsig
CHD5,CHD2,cd4t_rest,2.647714525461197,nonsig
CASP10,CASP9,cd4t_rest,2.041066930629313,nonsig
SLC38A2,SLC38A1,cd4t_rest,2.568609595298767,nonsig
PRKAR2A,PRKAR1A,cd4t_rest,3.5451997593045235,nonsig
CCNT2,CCNT1,cd4t_rest,2.6683696657419205,nonsig
HSPA1B,HSPA8,cd4t_rest,10.198397368192673,nonsig
CLMP,VSIG2,cd4t_rest,2.12523390725255,nonsig
TCP11L2,TCP11L1,cd4t_rest,2.3333770036697388,nonsig
SATB2,SATB1,cd4t_rest,7.202117037028074,nonsig
COL8A2,C1QB,cd4t_rest,7.043453703634441,nonsig
TRIB1,STK40,cd4t_rest,2.6095350086688995,nonsig
STAT1,STAT3,cd4t_rest,2.740873469039798,nonsig
RAB11FIP5,RAB11FIP1,cd4t_rest,2.883761346340179,nonsig
FCGR3B,FCER1A,cd4t_rest,3.013994596898556,nonsig
ADAM28,ADAM15,cd4t_rest,5.078134670853615,nonsig
RHOT1,RHOC,cd4t_rest,2.275002211332321,nonsig
ZFP36,ZFP36L2,cd4t_rest,2.350348360836506,nonsig
PER3,PER1,cd4t_rest,3.290606178343296,nonsig
CNR2,GPR3,cd4t_rest,2.177311349660158,nonsig
PUM2,PUM1,cd4t_rest,4.510000295937061,nonsig
SKIL,SKI,cd4t_rest,3.0625956505537033,nonsig
DCAF6,WDTC1,cd4t_rest,3.3260136768221855,nonsig
BIRC3,BIRC2,cd4t_rest,2.0801437497138977,nonsig
KCNQ4,KCNQ1,cd4t_rest,2.2664830535650253,nonsig
SLAMF6,SLAMF1,cd4t_rest,3.0495849922299385,nonsig
FCRL3,FCRL1,cd4t_rest,2.3884717896580696,nonsig
ARHGEF16,ARHGEF19,cd4t_rest,2.7676924020051956,nonsig
FCRLB,FCGR2A,cd4t_rest,3.921071782708168,nonsig
GSTM1,GSTM4,cd4t_rest,2.1123883724212646,nonsig
DDX17,DDX5,cd4t_stim8hr,7.535405144095421,sig
EIF1B,EIF1,cd4t_stim8hr,2.342733681201935,sig
EIF1AY,EIF1AX,cd4t_stim8hr,2.2106824070215225,sig
NLGN4Y,NLGN3,cd4t_stim8hr,4.236805099993944,nonsig
KPNA4,KPNA3,cd4t_stim8hr,2.669905424118042,nonsig
POU5F1B,POU4F1,cd4t_stim8hr,2.6940616630017757,nonsig
SLC7A1,SLC7A11,cd4t_stim8hr,6.202110301703215,nonsig
FOXO6,FOXO1,cd4t_stim8hr,3.763738726265729,nonsig
MAPK4,MAPK6,cd4t_stim8hr,2.589929236099124,nonsig
FLT3,CSF1R,cd4t_stim8hr,2.085190374404192,nonsig
PTGR3,CRYZL1,cd4t_stim8hr,2.251721877604723,nonsig
VAT1L,CRYZL1,cd4t_stim8hr,13.684275323525071,nonsig
VAT1,CRYZL1,cd4t_stim8hr,2.327735308557749,nonsig
ANGPT4,ANGPTL4,cd4t_stim8hr,8.651471526362002,nonsig
SNRPA,SNRPB2,cd4t_stim8hr,3.296394899487495,nonsig
SNRPB2,SNRPA,cd4t_stim8hr,2.0244905054569244,nonsig
SNAI2,SCRT2,cd4t_stim8hr,2.7201828733086586,nonsig
DHX37,DHX35,cd4t_stim8hr,3.473506599664688,nonsig
DHX29,DHX35,cd4t_stim8hr,3.151892814785242,nonsig
DHX32,DHX35,cd4t_stim8hr,2.883127562701702,nonsig
DHX38,DHX35,cd4t_stim8hr,2.0223840065300465,nonsig
EYA2,EYA3,cd4t_stim8hr,2.9309399500489235,nonsig
DEPTOR,PREX1,cd4t_stim8hr,2.345373570919037,nonsig
SLC17A1,SLC17A9,cd4t_stim8hr,2.7891070879995823,nonsig
TGIF2,TGIF1,cd4t_stim8hr,2.4487679209560156,nonsig
ZIC2,ZIC5,cd4t_stim8hr,3.2988858968019485,nonsig
CERKL,CERK,cd4t_stim8hr,4.018583297729492,nonsig
PPM1A,ILKAP,cd4t_stim8hr,5.253178589046001,nonsig
MYBL2,MYB,cd4t_stim8hr,2.1596068739891052,nonsig
ADAD2,ADARB2,cd4t_stim8hr,3.726315502077341,nonsig
TFDP2,TFDP1,cd4t_stim8hr,2.5366748943924904,nonsig
ATP8B1,ATP10A,cd4t_stim8hr,2.1352229714393616,nonsig
PSPC1,NONO,cd4t_stim8hr,6.529261693358421,nonsig
L3MBTL4,L3MBTL3,cd4t_stim8hr,2.3425161875784397,nonsig
ST8SIA5,ST8SIA1,cd4t_stim8hr,2.9600895773619413,nonsig
CLCN5,CLCN2,cd4t_stim8hr,2.0827625393867493,nonsig
ATP12A,ATP2B1,cd4t_stim8hr,2.214122712612152,nonsig
RGS6,RGS5,cd4t_stim8hr,3.1634747236967087,nonsig
KATNAL2,VPS4B,cd4t_stim8hr,2.4282232150435448,nonsig
KATNA1,VPS4B,cd4t_stim8hr,2.2861941270530224,nonsig
UBE2G2,UBE2T,cd4t_stim8hr,2.251632258296013,nonsig
UBE2G2,UBE2N,cd4t_stim8hr,2.6729190796613693,nonsig
PTPN21,PTPN14,cd4t_stim8hr,3.805678803473711,nonsig
UPF3A,UPF3B,cd4t_stim8hr,2.109344556927681,nonsig
FKBP1B,FKBP1A,cd4t_stim8hr,3.067700006067753,nonsig
HSPH1,HSPA8,cd4t_stim8hr,7.949548199772835,nonsig
DMRTA1,DMRT1,cd4t_stim8hr,2.7581205228343606,nonsig
CUL4A,CUL5,cd4t_stim8hr,2.8596605882048607,nonsig
SUN3,SUN1,cd4t_stim8hr,26.921225681900975,nonsig
CCNT2,CCNK,cd4t_stim8hr,2.819376900792122,nonsig
ELAVL2,ELAVL1,cd4t_stim8hr,2.2958908677101135,nonsig
ABCA6,ABCA3,cd4t_stim8hr,7.3901092652231455,nonsig
DHX15,DHX36,cd4t_stim8hr,2.4434357583522797,nonsig
RNF138,RNF125,cd4t_stim8hr,2.8331681936979294,nonsig
PAX9,PAX5,cd4t_stim8hr,2.579773858189583,nonsig
SH3BGRL2,SH3BGRL,cd4t_stim8hr,2.6810974553227425,nonsig
FOXB2,FOXE3,cd4t_stim8hr,19.24440936744213,nonsig
LRCH2,LRCH3,cd4t_stim8hr,4.447863854467869,nonsig
POU5F1B,POU3F4,cd4t_stim8hr,2.292796280235052,nonsig
LPAR4,P2RY10,cd4t_stim8hr,2.0601098127663136,nonsig
EPB41L1,EPB41L3,cd4t_stim8hr,2.990097925066948,nonsig
FRMD5,EPB41L3,cd4t_stim8hr,3.945588544011116,nonsig
PMM1,PMM2,cd4t_stim8hr,2.7845761477947235,nonsig
BARX1,BARX2,cd4t_stim8hr,2.0625535026192665,nonsig
UBE2H,UBE2C,cd4t_stim8hr,2.329072553664446,nonsig
UBE2B,UBE2C,cd4t_stim8hr,2.103206025436521,nonsig
SOX10,SOX21,cd4t_stim8hr,7.0149390287697315,nonsig
TWIST1,FERD3L,cd4t_stim8hr,3.30271278321743,nonsig
ITGB6,ITGB2,cd4t_stim8hr,10.293902900069952,nonsig
CLEC17A,CLEC4E,cd4t_stim8hr,2.4980275630950928,nonsig
SP4,SP2,cd4t_stim8hr,2.5759383784607053,nonsig
SP1,SP4,cd4t_stim8hr,5.243363104760647,nonsig
SP4,SP1,cd4t_stim8hr,3.4450139151886106,nonsig
ITGB8,ITGB7,cd4t_stim8hr,2.353110395371914,nonsig
MTRR,NDOR1,cd4t_stim8hr,2.2444704435765743,nonsig
SLCO5A1,SLCO4A1,cd4t_stim8hr,2.6045675724744797,nonsig
TNRC6C,TNRC6A,cd4t_stim8hr,2.5328185008838773,nonsig
EPB41L1,EPB41L5,cd4t_stim8hr,3.1891304701566696,nonsig
CLEC7A,KLRF1,cd4t_stim8hr,2.033608829602599,nonsig
KLRG1,CLEC7A,cd4t_stim8hr,4.1135857701301575,nonsig
SMAD7,SMAD3,cd4t_stim8hr,2.1595360673964024,nonsig
KLF4,KLF3,cd4t_stim8hr,2.649619609117508,nonsig
ITGAD,ITGA1,cd4t_stim8hr,2.4682946242392063,nonsig
ITGA1,ITGAM,cd4t_stim8hr,2.544799180701375,nonsig
TIMP4,TIMP1,cd4t_stim8hr,2.458146035671234,nonsig
ING4,ING1,cd4t_stim8hr,2.3896710202097893,nonsig
SEMA3A,SEMA4A,cd4t_stim8hr,2.233673945069313,nonsig
CAPNS2,CAPN1,cd4t_stim8hr,2.4468153342604637,nonsig
MEIS2,PBX3,cd4t_stim8hr,3.0580936037003994,nonsig
SLC2A12,SLC2A13,cd4t_stim8hr,6.068762069568038,nonsig
SLC2A13,SLC2A11,cd4t_stim8hr,2.036597535945475,nonsig
ACYP1,ACYP2,cd4t_stim8hr,2.188416201621294,nonsig
ZNF711,ZFX,cd4t_stim8hr,3.603982836008072,nonsig
TMED7,TMED10,cd4t_stim8hr,3.18783999979496,nonsig
TMED9,TMED10,cd4t_stim8hr,3.203138716518879,nonsig
BRSK2,TSSK6,cd4t_stim8hr,2.20283155888319,nonsig
BMP6,BMP8A,cd4t_stim8hr,2.8052904941141605,nonsig
TGFB2,BMP6,cd4t_stim8hr,2.3135518189519644,nonsig
GALNT14,GALNT18,cd4t_stim8hr,2.0828984081745148,nonsig
GPBP1,GPBP1L1,cd4t_stim8hr,2.0815556943416595,nonsig
RBMXL2,HNRNPA2B1,cd4t_stim8hr,3.2355571687221527,nonsig
EHMT1,EHMT2,cd4t_stim8hr,2.204759191721678,nonsig
PEX6,PEX1,cd4t_stim8hr,3.0457907915115356,nonsig
AICDA,APOBEC3H,cd4t_stim8hr,3.395840361248702,nonsig
PNMA6A,PNMA1,cd4t_stim8hr,2.8514037132263184,nonsig
ID4,ID1,cd4t_stim8hr,8.77756803482771,nonsig
KLHL33,KLHL9,cd4t_stim8hr,2.355531210079789,nonsig
TMBIM6,TMBIM4,cd4t_stim8hr,2.082941461354494,nonsig
GMEB1,GMEB2,cd4t_stim8hr,6.943546809256077,nonsig
GMEB2,GMEB1,cd4t_stim8hr,5.145055815577507,nonsig
STMN3,STMN1,cd4t_stim8hr,2.0588950365781784,nonsig
PLCL2,PLCG1,cd4t_stim8hr,3.6818640679121017,nonsig
GALNT6,GALNT12,cd4t_stim8hr,2.0733228772878647,nonsig
CPSF6,CPSF7,cd4t_stim8hr,3.0743560940027237,nonsig
YJU2B,YJU2,cd4t_stim8hr,3.0872322618961334,nonsig
GNAZ,GNA15,cd4t_stim8hr,2.7114906311035156,nonsig
GNA13,GNA15,cd4t_stim8hr,2.6762030348181725,nonsig
SAFB2,SAFB,cd4t_stim8hr,5.97188463807106,nonsig
PWWP2A,PWWP2B,cd4t_stim8hr,2.4043993200175464,nonsig
CA13,CA10,cd4t_stim8hr,3.6419619619846344,nonsig
ZHX2,ZHX3,cd4t_stim8hr,4.865291029214859,nonsig
LZTS3,LZTS2,cd4t_stim8hr,2.020460654050112,nonsig
RARG,NR1H2,cd4t_stim8hr,2.6280598249286413,nonsig
PLCH1,PLCG1,cd4t_stim8hr,3.249801062513143,nonsig
PLCH2,PLCG1,cd4t_stim8hr,3.229554682970047,nonsig
PLCD1,PLCG1,cd4t_stim8hr,3.649168461561203,nonsig
KIF4B,KIF27,cd4t_stim8hr,2.003034843597561,nonsig
ZNF174,ZKSCAN2,cd4t_stim8hr,2.0812111385166645,nonsig
