paralog_gene,mean_dz,max_dz,n_pairs
ABCC3,0.099392065157493,3.737940803170204,18
GRAMD1A,0.09938972443342209,0.2898789905011654,3
ZNF101,0.09934372333809734,2.659031108021736,40
VPS13C,0.09933386192292881,0.3456146717071533,5
DLGAP1,0.09926708353062474,0.6841790284961462,3
UBP1,0.09900503077879586,1.6192701943218708,20
DHRS7,0.0989027416324352,1.7228328064084053,8
GSC,0.09884185964862507,2.1597913317382336,12
SMURF2,0.0987863220484027,2.161235824227333,41
IQSEC1,0.09862161865117103,1.629463380202651,16
PLCH1,0.09861163911409677,3.249801062513143,12
RAET1L,0.09860193061952797,3.864216968417168,18
S100A9,0.09859749473010498,3.53718646755442,24
ARID3B,0.0985278579379014,0.4948546141386032,9
CYP2C8,0.09849594447475217,2.019873607903719,13
CC2D1A,0.09840979842984884,0.3501463979482651,4
DBI,0.0977316382483881,1.2568552941083908,11
GNB5,0.09768274447156328,1.0962091460824013,9
HERPUD2,0.0975896332282516,1.0128922159783542,4
BOD1L1,0.09736175825203405,0.2836223635822534,4
CMPK1,0.09714389624596474,2.8541530072689056,15
SLC37A3,0.09714338318414932,0.2326143085956573,4
FTSJ1,0.09702118923882397,0.7131865173578262,7
OSR2,0.09652966354042286,1.0904569290578363,3
ACADSB,0.0963937975004957,1.4415482794865966,27
PAK4,0.09637915979285062,1.2167832031846046,14
DPYSL4,0.09632315983374913,0.7994454056024551,3
GBGT1,0.0963059288440754,0.0963059288440754,1
SCFD1,0.09627630177988028,0.8324400037527084,4
PPT1,0.09623202252747418,0.8816705383360386,4
TNFRSF10B,0.09621628542304705,2.03784853965044,7
JUNB,0.09590260588701134,0.7781934849917889,8
PSMB6,0.09561225381126275,2.2899104058742523,25
GPR4,0.09559388088625076,1.5498150438070295,24
POLR2J3,0.09555059857365969,0.1817514232402705,2
EDEM3,0.09520200354804531,0.9945319294929504,16
SH3BGR,0.09518312083350285,0.7889978587627411,9
LSR,0.09510336567958194,0.8604676425457001,3
ECI1,0.0950987985541291,0.8866288252174854,7
MAP2K5,0.09504422368958002,1.4130873009562492,22
P2RY10,0.09477233834978607,1.8782093087211251,27
EPHA2,0.09473790302872659,1.5763525813817978,10
POGLUT3,0.09473178625772657,0.921842411160469,5
KDM1A,0.0946647811618409,1.5223486945033071,4
TMEM170A,0.09461285608510178,0.5158977163955569,3
OSBPL3,0.09444812141619717,1.4875269010663033,19
PALS2,0.09439333260525017,1.5554890781641006,12
INTS11,0.09430078885338371,0.5060621591951322,6
FAM3A,0.09404285171998114,0.931937988847494,7
DUSP5,0.0940288518788293,3.209274433553219,40
EHD1,0.09387341641565251,0.6033805757761002,7
GNG5,0.09386925022502736,1.1636240826919677,24
ZDHHC2,0.09382594841874194,1.1312127597630024,16
MKRN2,0.0936958729452989,0.8892968399450183,10
B3GNT4,0.09360716887749732,1.7115289941430092,18
CLIC1,0.09351655221578137,1.968437343835831,19
TXN,0.0934970365495308,0.1483624973923786,2
HOOK3,0.09336090435840601,0.8906771764159203,16
TP63,0.09328105939286094,1.0325447022914886,7
SLK,0.09320485923232955,2.8634508149698377,26
YPEL5,0.09312955586743815,2.056497924029827,16
F11R,0.09295878140255805,1.4166150838136673,12
TCF7,0.0929272468655001,1.289438309147954,12
CTSA,0.09273248305629897,0.6700955852866173,7
DLC1,0.0925932895929854,0.0925932895929854,1
GALNS,0.09227089965716004,2.43268321454525,20
CYSLTR1,0.09213913157582282,1.033596258610487,30
GCNT1,0.0921128628154596,1.2757725901901722,6
FKBP14,0.09203619060568256,1.817114196717739,30
PARD6B,0.09183004250129063,1.154817022383213,6
TESK2,0.09176753544145161,0.7454909384250641,9
BTRC,0.09171558306516814,0.690237432718277,6
SHOX2,0.09164083831545014,4.946684919297695,40
EGR4,0.09118010103702544,1.260803684592247,9
CAPN11,0.091159600764513,1.8075917102396488,24
FERMT1,0.09091844303267342,1.4297857284545898,7
ZNF564,0.09083550448218979,1.3940448127686975,15
GCDH,0.090815426415502,1.262052170932293,27
SLC6A17,0.09080236149020493,1.6187975478824228,12
EVA1A,0.09075683106978737,0.8360982649028301,3
ZNF385C,0.09068656578246093,3.155499152839184,9
CD81,0.09062445818761995,0.509645227342844,4
TTLL13,0.09042232483625412,0.7474125698208809,6
TRIM33,0.09041750676603724,1.531259227078408,11
SLFN11,0.09041093041499455,2.4009719118475914,12
FUT11,0.09038078050389665,1.317924551665783,7
SLC41A3,0.09024326627453166,0.4957503974437713,6
ARF4,0.08985335056258362,1.458504781126976,7
ZDHHC7,0.08976458618990504,2.730580046772957,30
PLXNB2,0.08955890370103027,1.3079319316893816,13
POLR2I,0.08948720190503351,0.5064284652471542,4
CAVIN4,0.08936197393470341,1.4214430749416351,9
TMEM120A,0.08928968384861946,0.2462414242327213,3
GPSM3,0.08921226137744326,2.2343346998095512,8
CUL1,0.08916811174951918,1.665929276496172,23
SLC5A1,0.08909532789968785,2.0972864255309105,9
SCARF2,0.08877289046843849,0.6992488950490952,3
SLC35A1,0.08866797612211365,1.148896601051092,15
ZSCAN5C,0.08839167888675419,7.649331599473953,35
ZNF791,0.08828823861837254,3.0914054634049535,55
ELOVL1,0.08827793190918247,1.0163304284214971,16
SEMA4D,0.0881111389491707,2.479897117242217,30
PROX2,0.08803933300077915,0.8389338310807943,3
ZNF18,0.08795317470733273,1.495992198586464,38
FOXJ3,0.08795156995152695,0.397726334631443,4
E2F3,0.08768597929811417,2.4844524413347244,22
MAFG,0.08747711374537544,0.6753676235675812,21
TWF1,0.08745795905601998,0.5194161273539066,4
ARAF,0.08742728689281246,1.218694104347378,8
SPRED2,0.08737365279964099,0.1169570373867252,2
GALNT3,0.08723767140569787,1.5628872960805893,24
GBP1,0.08721398258126842,1.9649578258395195,25
FAM120C,0.08721334176758926,0.9233688935637474,3
RNF144A,0.08718211163385686,1.5796006321907043,11
CDK20,0.08709615468978882,0.5876535028219223,3
CELSR3,0.08699675401051836,0.9922212213277816,3
IRF9,0.08666230800251166,2.5755900517106056,18
FHL3,0.0862775440416752,0.5304012633860111,4
TRAF3,0.08624394436148702,1.9056455679237845,18
TBX19,0.08601086117367884,1.4261543117463589,57
INHBE,0.08595073409378529,4.3840372590348125,12
GPX7,0.0857880317739078,0.5721913352608681,7
PPP3CA,0.08571147830849311,1.7865436002612114,48
TIGD5,0.08529678142197672,2.1653831601142883,38
MYRF,0.08489434490991576,0.4964868277311325,4
RCAN3,0.0848803532620271,1.514305666089058,6
DNAJB6,0.08475211844690453,1.538363754749298,33
HERPUD1,0.08474855591853585,1.0260800793766975,4
GPS1,0.08471164581997159,0.4799677616993495,3
ALCAM,0.0846958539138238,0.4702939912676811,3
ABLIM1,0.0844778170188268,1.0786790885031223,6
NONO,0.08438813417576252,0.8401043526828289,7
MPP7,0.08418398267692989,1.0209452658891678,9
DUSP16,0.08413245354313402,1.5480024218559263,28
FLII,0.08410309193294346,1.0206059217453003,11
DUSP9,0.08407507361897099,2.257532015442848,44
ACHE,0.08379267075409494,1.759168904274702,15
TMSB4Y,0.0837332916756471,1.1092586368322372,3
TSC22D4,0.08366014783426756,1.0950891089159995,11
ADAMTS15,0.08362055818239851,1.530273970216513,12
NFS1,0.08345303553523795,0.80862046033144,4
MPV17L,0.08344985793034236,0.8444075584411621,6
PTGR3,0.08344119459035848,2.251721877604723,21
HS3ST3B1,0.08329073629445499,1.5994853228330612,9
PDE4D,0.08314107079058883,1.232691565528512,14
WWP2,0.082873008231184,1.3150612227618694,27
PITPNC1,0.08282642024444839,1.3185972273349762,15
LVRN,0.08277898331483202,2.9569807089865208,15
NLRP2,0.08276536036127582,0.7052992731332779,8
CLGN,0.08250682377371588,2.1309554018080235,7
DNASE1L1,0.08248146157711746,1.2835624441504478,3
DOCK2,0.08245941577479242,0.7424464821815491,6
AHR,0.08243788902958234,0.635143730789423,3
ZDHHC8,0.08227428967576189,0.3167443946003914,4
TM7SF2,0.08222943800083624,0.4816389232873916,8
KIF14,0.08207783403610029,1.514948308467865,21
ZNF667,0.0820732756724788,2.154608780518174,9
SLC44A2,0.08194680396508644,1.1168353352695704,13
BCAP31,0.08185635748526784,0.3806985573553575,4
ZIC5,0.08183892071247102,1.629191655665636,12
RASAL2,0.08168689875553053,1.339083220809698,6
KIF16B,0.0815698214836289,1.5855694636702538,30
GNB1,0.08121241183911301,1.449706417508423,11
ZDHHC9,0.081127631381438,1.0640312172472477,13
MAPKAPK5,0.08098995440870604,1.5298080146312714,19
FBXW7,0.08091375266852599,1.9370648488402369,7
GNB2,0.0807499457927976,1.204824581742287,11
BMP10,0.08061120121015444,2.3017086423933506,18
P2RY1,0.08039995779593788,0.8111605271697044,3
RAD51AP1,0.08031961182721903,0.5460488349199295,4
DNAJB4,0.08026446409657541,1.1084927842020988,33
FBXO27,0.08006020221445298,2.573864847421646,9
EXOSC8,0.07999775100557138,1.2112986892461777,9
RBM3,0.07974687950643504,1.8331983238458631,12
MXD3,0.07973815208520098,0.911991074681282,16
CABP5,0.07970154924939078,3.262419644743204,30
VCAN,0.0795942406790952,1.2475906275212765,3
DHFR2,0.0794652399109998,0.0794652399109998,1
SIK3,0.07943338164399776,1.9999334402382376,29
ACTR1B,0.07927689006801196,1.2069439142942429,15
REL,0.07922678647773554,4.075954474508762,16
WRN,0.07916093108864061,0.902232140302658,4
PLEKHO2,0.07912535717089968,0.3867567330598831,3
TNIK,0.07910473708752527,1.2758718244731426,39
PLD3,0.07908371339241667,0.6530185714364052,3
HIGD1A,0.07870441664916797,0.5320762991905212,4
BATF,0.07865904395778972,2.195494331419468,24
CD164,0.07864956808972728,1.4054265394806862,4
PPP2R2D,0.07851925383697095,1.6812558947131038,8
ST6GALNAC4,0.07846396726866561,0.7527654469013214,9
SEMA7A,0.0783189566185077,1.422914832830429,18
HSPA1A,0.07829678425431313,7.450057432055473,52
CPXM1,0.07826078576757627,1.9771815314888952,11
CDK5,0.07808811465899143,0.1511220186948776,3
DDX6,0.0780796643106905,1.7870125770568848,39
BACH2,0.0778221736351649,0.3612001091241836,3
CDKN1A,0.07774024456739424,0.6690229810774326,3
CDC25A,0.07739815587640489,1.607729822397232,8
FGD6,0.07733299955725675,1.0373131036758425,4
PRMT3,0.077272137411533,1.1479722708463669,15
LEPROTL1,0.0772170837870082,0.0772170837870082,1
ABCC5,0.07713338825558154,1.3589442456141114,21
VAT1,0.07665200831022058,2.327735308557749,24
CLIC4,0.07657614044339951,2.600110612809658,19
DLAT,0.07655466999685323,0.9726873487234116,9
BRD1,0.07616440318462424,2.502186708152294,11
B4GALT5,0.0759540878440891,1.3523347824811935,20
ZNF808,0.07575847730040548,0.8324176073074341,15
DMTN,0.07554361689835783,0.7125779390335083,3
CELF4,0.07522004669798277,0.9961370825767516,7
DHX33,0.07519203395391798,2.57547590136528,54
EFHC1,0.07511017968257268,0.7939353622496128,3
UST,0.07505011931061743,0.705662913620472,3
RTL5,0.07483607489201757,2.4367122650146484,9
HADH,0.07447807378349831,0.533279225230217,7
IGFALS,0.07427447749715711,1.920345531310886,9
HSPA13,0.07415891478159659,3.1612556001733254,37
PRKCH,0.07413075491300938,1.2880453243269585,24
UBE2Q2,0.07412624198115413,2.0927789285779,33
LRCH4,0.0741172874825238,0.5218094643205404,7
GDPD3,0.07400988787412645,1.906873445957899,3
ENG,0.07392938186724983,0.4043174684047699,3
CAPNS1,0.0736872045707383,1.6190007438417524,26
ANGPTL4,0.07363662449643016,0.8346223011612892,9
TIMM17B,0.07346743673410838,0.4323056638240814,4
RASGEF1B,0.07345840707421299,0.39678605645895,3
MYO19,0.073427097229089,1.3440821543335917,13
TSSK4,0.07336081081518418,2.6057492569088936,27
OTUD7B,0.07335338337967788,1.0094986744225023,3
POLR1C,0.07310761297599998,0.180417544071679,3
ATP8B3,0.07294943335000426,2.4045504480600357,32
RNPEP,0.0728577739026456,1.0820796862244606,9
INSRR,0.07274742303416135,1.4304981119930744,10
ATP2A2,0.07272265651769563,2.1194148808717728,23
KATNAL1,0.07266327852614539,1.7801359602017328,27
TMPRSS11E,0.07253400681333409,4.846735246479511,18
SFT2D2,0.07245863639162349,0.8931922684423625,8
KCNRG,0.0724520946542422,1.118293583393097,15
SCRN1,0.07242914227147901,1.0312702357769012,6
USP28,0.07242744249363169,0.4978876179084182,4
HOXB9,0.07223924166102176,1.890953004360199,37
MAML2,0.07213546304653089,1.5139910741709173,6
TIGD6,0.07165377028286454,1.629014402627945,24
MAP3K7,0.07142902165651321,0.3030983805656433,3
YWHAZ,0.07137636468921082,1.0003851987421513,23
SYT3,0.07127115937570731,0.4493831861764192,3
GZF1,0.07107674941849425,2.3051133141852915,63
FRK,0.07094850018620498,1.39805680885911,3
ANKRD55,0.07085888025661309,1.4688581302762032,6
PPP2R3A,0.07069629306594531,0.9869177490472794,3
HSPA1L,0.07054478422339472,2.577857732772827,28
KAT6A,0.07035793130710755,2.836523012025282,17
FAHD2B,0.07032109656954248,2.360992409288883,12
TPM3,0.0702825665694144,0.0989594005268481,2
ITGA7,0.07020127016938092,1.892550490796566,33
TMX3,0.07011222451603674,0.9923689290881156,4
COPS3,0.07002915324685267,0.4561019406542865,3
NIPSNAP2,0.0699341136136323,0.903782457113266,8
EIF2AK3,0.06979113630950451,1.084183648228645,3
ERGIC2,0.06976089635456567,2.712006915360689,8
LMO1,0.069580251397565,3.7854895293712616,40
SCMH1,0.06945834867172343,1.137083001434803,19
SLC22A17,0.06943323959906893,1.648627087473869,6
RAD23A,0.06937127589129588,0.6904663071036339,4
JUP,0.06937024457795965,2.1073054522275925,4
NUDT16L1,0.06914985000244052,0.994287557899952,4
NFKB1,0.06897093637666812,2.1745685106143355,16
KDM5B,0.06895911813460309,1.699663907289505,12
ITGA10,0.06891680988624241,2.8846442624926567,33
GANAB,0.06861817558731355,0.945298969745636,8
WNT5A,0.06852830420359086,2.722724873572588,21
CD46,0.0684855268611453,0.0684855268611453,1
ITGA2B,0.06840101281801858,1.0983479246497154,15
ZNF446,0.06832261735230293,2.21139632165432,38
TMEM50A,0.06825473371675014,0.668710702797398,4
BCOR,0.06757407928932954,0.6197764128446579,4
DLL1,0.06754619752367337,1.4836254343390465,3
TNFRSF9,0.06748253852128981,0.1837825179100036,3
ISOC2,0.06737809455289995,0.502999559044838,4
SLC9A1,0.06725977802028259,0.935436863452196,15
CTSZ,0.06708244384211162,2.1917030587792397,27
MTM1,0.06704684146269062,1.8066726922988892,34
TBXA2R,0.06699763891720223,2.411943331360817,16
CAMK2A,0.06698578198750815,2.9517016001045704,15
TKT,0.0669282754853817,0.0669282754853817,1
LZTS2,0.06674363464117052,0.910143282264471,6
PLEKHA5,0.06666664779186246,0.269819363951683,3
PHKB,0.06666270686835597,1.0033967783674598,7
MAN2B1,0.06652807326284531,0.9234726428985596,11
DVL1,0.06622139876849553,1.184524655342102,8
CDC42BPA,0.06611836043903503,0.970959573984146,19
IFI44L,0.06566968684395154,1.0091998726129532,3
TPST1,0.0656462783614795,0.497594989836216,3
GPAT4,0.06530285005768137,0.3764937818050384,3
AMPD2,0.0652251907934745,0.5755577050149441,3
PRKAR1A,0.06517985373811437,1.5758828707039356,12
KPNA1,0.06513567575055063,1.5715524765124562,22
WNT11,0.0650661350893123,4.139556877315044,21
MAOB,0.065055251121521,1.174271447584033,6
ADRB1,0.06501890781025094,0.4224015101790428,3
ADAMTS4,0.0649412299195925,1.4338121637701988,12
SLC5A12,0.06486860352257894,1.767960799857974,12
PTPRU,0.06484587406296108,1.8685640320181849,21
SBNO1,0.0645056965384775,0.0645056965384775,1
CAVIN1,0.06389104823271437,1.8961078226566317,6
DOCK6,0.06377157320578893,3.0732116103172302,15
EHD4,0.06377023386034689,1.1329754292964935,7
ZNF674,0.06373200193047523,0.7743910998106003,3
FAM234B,0.06365758366882801,0.3194641154259443,3
FOXL1,0.06338019296526913,1.4490555748343468,6
MSC,0.06325317936993781,1.4958181381225586,21
ARHGAP44,0.06275040159622829,2.4393343031406403,6
THAP8,0.0623708069324493,0.0623708069324493,1
GP1BB,0.06220222761233648,1.4406051635742188,3
OLFM1,0.06210024654865265,0.717022716999054,3
TEAD4,0.06203450968780538,1.2330125495791435,14
ASCC3,0.06199900278980556,0.2416581125551601,3
MCEE,0.0619816751657133,0.0619816751657133,1
SLC39A4,0.061908893632251834,0.3631827748325064,6
LDHB,0.06186831918440032,0.9187278002500534,8
NDST2,0.061643797161903206,1.130187287926674,9
SIRT5,0.06157482744497884,0.6039300030097365,11
LPAR6,0.06151735577732324,1.0306139253079891,30
ATP13A2,0.06139202092813048,0.8092413358390331,8
SULT4A1,0.06131349100420872,2.544032633304596,12
SLC22A31,0.06129464051789705,1.3542570546269417,9
COPS6,0.06126405598610491,0.5557920907126364,6
PPP1R16B,0.06116090965224432,1.2814473403268494,3
CPNE7,0.06108533885944348,1.7098776139318943,18
MRC2,0.06093341608842213,0.3734413087368011,3
KBTBD11,0.0607419361670812,1.001194179058075,6
MANEA,0.0606389346784135,0.0606389346784135,1
NEK3,0.06042883079499006,0.8441145978868008,18
ANKRD13D,0.06035581693417291,0.6986542418599129,12
CAPNS2,0.06001060025855191,2.4468153342604637,21
THRA,0.06000711700522524,2.2242708392441273,69
OSBP2,0.05996317129868727,3.5147613286972046,13
SLC23A1,0.0598301825424035,1.8704952374100683,6
IL18RAP,0.059818061689535774,1.75761510245502,12
SEMA3A,0.05964490398764608,2.233673945069313,30
PJA1,0.05951594468206167,0.8075651498511434,3
CCR3,0.059142500162124634,0.8954040557146072,3
PIK3CB,0.05901551722975226,1.655151791870594,25
FYN,0.058951670504663926,0.6634439434856176,8
UAP1,0.05882296776493985,0.6118567287921906,7
RHOBTB1,0.05879062983792191,3.2365711107850075,43
MRPL13,0.0587458939625252,0.1164324312318835,3
NUMBL,0.05861703523745141,0.8038750439882278,3
EDEM1,0.0585577302684805,1.5463825445622206,23
OSBPL8,0.05850759731561688,1.382103495299816,11
RHOT2,0.05847336740484291,0.9409967586398124,21
ZNF721,0.05843286527025726,0.143853423871875,5
VILL,0.058314113955323925,1.2342897141352296,12
BCKDK,0.05820468522767007,1.1858025789260864,14
PDLIM4,0.05803565727546811,1.2888211607933044,12
FBXW11,0.058012047029955084,0.8739934414625168,5
GAB1,0.05784513552983602,1.0795920491218567,6
HIVEP1,0.057782426407549756,0.1402195306426425,2
KDM7A,0.05760215719540916,1.6568355783820152,9
CRELD1,0.05750342213746985,0.3782062167301774,4
DNM1,0.05741240105302701,1.939300113895891,19
GANC,0.05740331051250299,1.0246117673814297,6
ZFP90,0.057364583015441895,0.3846118599176407,3
DNM3,0.0570203305920586,1.20598965883255,10
NINJ1,0.05699117295444011,0.7161262407898903,3
PRDX6,0.05691943686587497,1.4592110887169838,16
SRPK1,0.05664544092521433,1.97714501619339,19
TEAD3,0.05658917956882053,1.2542232125997543,9
TPTE2,0.056357554218266125,1.8798932360950855,4
SLC25A52,0.05627245475382853,0.2031113877892494,3
STAT5B,0.05624915564915096,1.7371538393199444,25
SNX27,0.056022952991186425,1.0178173556923866,4
WSB1,0.056006036700646494,0.3862138614058494,4
MCM5,0.05591991085072188,1.7437983544868068,23
POU3F2,0.05583033658193543,4.866536852903664,38
USP12,0.05579362453576105,0.3163702115416527,4
MPP1,0.05579082873111785,1.6412305757403374,10
AFAP1L1,0.05569238526125747,1.093928225338459,6
ALDH1B1,0.05541342166558597,1.060945376753807,31
ECH1,0.0553872600091975,1.5124143324792385,13
ACBD7,0.05517584996090995,1.2039388865232468,9
ADORA3,0.05497297334174315,1.9815927762538197,6
ZNF574,0.05495396950335402,1.976064628455788,37
LURAP1L,0.0542954990720877,0.0542954990720877,1
FAM184A,0.05426293859879174,0.4382676184177398,3
ARHGAP15,0.05421343473717569,2.0947230756282806,10
OXCT2,0.05418651923537252,0.3191654458642006,3
MTMR3,0.05407415625328819,3.1021459102630615,24
SNAI2,0.05400288415451848,2.7201828733086586,12
SLC37A2,0.05399376091857755,1.378948986530304,6
SORBS3,0.0538275713721911,0.2215052992105484,3
PPIL6,0.05376638223727545,2.276755854487419,12
DHX34,0.05374332455903717,2.2663754299283028,50
TIGD2,0.05372809246182442,2.4297032430768013,21
PPIL1,0.053613939741342695,2.077072709798813,20
TMCC1,0.05335509218275547,0.434821754693985,6
IVD,0.053326785032238276,2.016854874789715,21
NUDCD3,0.05315861287123521,0.3408489890712732,3
CBS,0.052972650401310495,0.7869869135320187,6
NARF,0.0529387439869774,0.0529387439869774,1
NECAP1,0.052679811720476366,1.0434219427406788,4
CNIH4,0.05264152142839912,0.5963357165455818,7
DYRK2,0.05251113221907565,1.519808828830719,37
TRAM1L1,0.05242316673199332,1.586101360619068,6
VAMP1,0.052310995524749174,1.252672128379345,16
KIF1C,0.05225610168886855,3.64836660027504,26
ZMYM2,0.052243912980242044,1.2247112393379211,16
MYNN,0.0521310750550934,1.8960454612970352,4
TFPI2,0.05200996374090517,1.1353159099817276,6
CDC37,0.05191724002361294,0.4668635949492454,3
SOX18,0.051432788419122556,1.820183515548706,39
KDM5C,0.05116046536547289,0.5234067887067795,11
SLC9A3,0.05104274488985541,3.726409582421184,18
PVR,0.05094095195333163,0.6217317283153534,9
RHOF,0.05084862139938146,2.053000286221504,29
PHKG2,0.050793596237575685,2.173723004758358,22
VPS37C,0.05071094383796056,0.7479729875922203,3
ARRB1,0.0506326872922214,0.8277998678386211,3
AICDA,0.05056189016128584,3.395840361248702,24
DYRK3,0.05046225517189099,1.8001351952552795,33
PIP4K2C,0.050373426681211565,1.6699210349470377,19
UQCRC1,0.05028217440548649,1.7451465129852295,16
SEPTIN6,0.05012947725199464,0.2925078472900953,7
SLC2A4RG,0.05010153534125042,0.6768547822721303,8
NIPSNAP3A,0.05009575052740071,0.8457947131246328,8
ZNF592,0.049873470648843704,0.4205304961651563,6
BMI1,0.04987276611295821,1.9286431092768908,20
DEDD2,0.04980649023444783,1.41533631272614,4
CREB3L3,0.04971018359065058,1.8191988170146944,10
PRKCQ,0.04967587053245731,1.3728948906064034,19
GABARAPL2,0.04951575897458907,0.1130324273290606,3
PTP4A3,0.049455401107579594,1.5280941277742386,16
ABCC9,0.04942289535843194,3.3119254782795906,21
STK38L,0.0494175875377877,0.2489413898438215,4
NDEL1,0.0493457351500789,0.1558657810091972,3
UBE2E2,0.04926180037801384,1.8537356853485107,29
CCT2,0.04910543032868447,1.370836763528983,27
CUL5,0.04869849526391736,2.120468738065913,21
DUSP14,0.04826700772605121,1.6012280387803912,38
LIG1,0.04824158045047133,1.2027880400419235,4
PNPLA1,0.048206859578688956,1.6237958148121834,6
THAP3,0.04814825102163031,0.8806095719337463,8
ADAM15,0.04801738068795694,1.1419714614748957,22
UBE2K,0.04798397835773501,2.0309705063700676,53
CKAP2L,0.047706335081826284,0.5781081765890121,4
CORO1B,0.04768208433801835,1.1398601308465004,19
TTBK2,0.04762929066044625,0.79447922645,11
MZT2A,0.0475404287459086,0.0475404287459086,1
PNMA1,0.04746222431513239,2.3610287830233574,16
MYO18B,0.0474249328045462,0.1983389854431152,4
NLK,0.04735820719747878,1.8448079004883768,41
RSBN1,0.04734841414847595,0.224260713905096,4
SRD5A2,0.047150111446778005,1.6087067648768425,6
PEF1,0.04699659109146551,1.7201460152864456,17
RPL22,0.0469446290249197,0.0469446290249197,1
CUL4A,0.04676765102918523,2.8596605882048607,22
UEVLD,0.0467049038692493,0.0467049038692493,1
PRDM5,0.04641743004322052,2.5255222246050835,3
BRSK1,0.046376363436381005,1.5144761614501476,30
KCNH4,0.046126714597145645,1.8853060193359852,6
MRPL38,0.0460582358616854,0.0460582358616854,1
FLT4,0.04601454362273218,1.5756203010678291,12
POU4F1,0.04596096708658997,1.5648939907550812,45
SLC16A8,0.04588043485723798,5.185130978003144,21
FCGR3B,0.045835636556148605,3.013994596898556,12
CDK12,0.04552656273824689,0.4908468276262283,4
CLIC5,0.04540287067784982,2.271961197257042,17
SEC24B,0.04532969767417225,0.908212784677744,8
NXT1,0.04524194053890349,0.607886912766844,7
LHFPL3,0.04523492977023125,0.6883419156074524,3
EFL1,0.04516923224415086,0.9031504677659876,7
PNPLA2,0.045166874078641395,0.3894407600164413,4
KLC2,0.045128266753939265,1.2945059314370155,12
CDC42EP4,0.045091194526792555,1.1433549970388412,8
KDM2B,0.044820212507931015,2.2624875642359257,13
ING1,0.044790354700452166,1.2765083573758602,18
GGA2,0.04458022701137727,1.2762255426496267,11
GNAS,0.04455328666217996,0.0877098789306767,5
ACSM3,0.044517538949868735,0.5931174457073212,11
RBM23,0.0443746544541555,0.2291672259716926,3
ACER3,0.044315927972396196,0.6680047735571861,6
NHLH1,0.04424881997207799,1.9040325731039047,12
TCF7L2,0.04408291616378442,1.084641695022583,12
DNAH6,0.044017193348784206,3.3023193143308163,19
THAP2,0.043911789219245434,1.4565836526453495,8
EXOSC5,0.04389261399487205,1.1699316169823084,7
ZNF202,0.043663250384625145,3.2602614015340805,41
DAB2IP,0.04360230701665083,0.8149837888777256,6
PIK3CA,0.04348899834298019,1.1200785636901855,25
AKAP8L,0.043383674060909205,0.7610274013131857,8
PTPN22,0.0433708521295393,0.4099914953112602,9
CDC42SE2,0.04333630568032826,0.7242184355854988,4
BATF3,0.043237743278344475,2.4209756702184677,18
PLA2G4A,0.04309354225794474,0.5479341745376587,3
ZNF609,0.043075784140091875,0.4258281234651804,4
ZNF142,0.04305136948823929,1.6822764854878187,3
AOC3,0.042971440901358925,1.7027337215840816,3
MSRB2,0.04276577630209155,0.2874619849026203,6
MRPS12,0.042745691983545164,0.3437205009470019,3
TNRC18,0.0427239483708175,0.0427239483708175,1
RTL6,0.04248239348332087,0.5778606534004211,6
NIPAL4,0.04241250430544217,1.1662946194410324,15
ACOXL,0.04226309561636299,0.4576473161578178,6
SPTBN1,0.041861589403039946,0.9789401069283484,5
MYO1D,0.0418159247653172,2.394961583428085,8
ATP8B2,0.04178665104805869,1.8384898181539029,37
ESR1,0.04162905598059297,1.1139862723648548,12
HSPA5,0.041520391877943263,5.202050407149139,48
PTPRF,0.04138503838495331,2.4807520508766174,24
ANKRD17,0.0411590256292311,0.0411590256292311,1
WWP1,0.0411399792759216,2.347545290365815,31
APBB3,0.041027466456095375,0.629111398011446,6
POC1B,0.0408361350569961,3.3584775030612946,15
SERPINC1,0.04069105163216591,0.5932579338550568,3
HMGN1,0.040677110147367,1.3426585495471954,14
HAPLN2,0.04058459540829066,0.4589582532644272,3
SOX1,0.04052665421710203,4.129007086157799,37
NQO2,0.0404944344092282,0.6119761541485786,4
DDR1,0.040443934500217424,0.33186986297369,3
CDK3,0.04041347404321035,0.7905441746115685,6
OXSR1,0.04041165456495485,1.9918442703783512,63
RGS17,0.040135165452957165,2.9577773362398148,25
DNAJB14,0.039549790360889216,1.2441931925714016,12
VRK3,0.039377383821646746,1.3636968936771154,8
ZNF280B,0.03935670156125354,1.9047349393367767,12
ELOVL6,0.039244274395187954,1.098086655139923,18
CSTA,0.03874168793360392,0.702846571803093,3
PPP1R12C,0.03869414922542935,0.8847159892320633,10
PNRC1,0.038662394959070125,0.4481927901506424,4
ITGAV,0.03865433925300897,1.6877094358205795,32
ZNF34,0.03858658981819946,1.2464061230421066,12
L3MBTL2,0.038579045765827776,0.8405399024486542,15
CELF5,0.03847199498808811,0.4751914511434734,7
RNF38,0.03836583346128466,0.5346133410930634,3
HLF,0.0382908587343991,0.2852257825434208,6
GPC5,0.038244372233748436,1.635191522538662,6
SPARCL1,0.03816407732665539,0.723485391587019,3
PROX1,0.037929537395636224,0.2680157199501991,3
APOBEC3D,0.037812136645827964,2.586545553058386,21
ARPC5,0.03770388640694934,0.1750876456499099,4
FGD1,0.037695073655673435,1.5479027032852173,7
CSTF2,0.03761618190746732,1.6982953157275915,10
FKBP9,0.037254900154140264,1.197559056803584,18
