paralog_gene,mean_dz,max_dz,n_pairs
ZCCHC14,1.3698182577888172,1.5399182280525563,3
NEURL1B,1.3467746538420517,1.6567832380533218,3
CLEC17A,1.337678333123525,2.4980275630950928,3
CELF1,1.3353612336627434,2.957751803100109,4
XKR6,1.3346683730681737,2.0007423758506775,3
OTOF,1.3326254189014435,1.7906878888607023,6
SLC38A2,1.3304193930653656,11.064835861325264,16
CPN2,1.3298676311969757,4.2454219944775105,3
PDIA6,1.3231238328073542,3.6098358035087585,8
MAS1L,1.3186862176128973,4.199779622256756,3
LIPJ,1.2896367957194648,2.867045655846596,3
GAD2,1.2894250164778593,7.920047677063849,6
RNF40,1.2869944663408848,4.605650253593922,6
ADORA1,1.2837927558769782,8.436304487287998,6
ARHGAP23,1.2834995140631993,2.08912356197834,3
ARSH,1.2797042691197835,25.734862233512104,19
HNRNPC,1.2718516620481486,2.4033473134040833,4
RFTN2,1.2696403103570144,4.672564785927534,3
NINJ2,1.2643694654107094,1.5801620036363602,3
PSMD2,1.2635044077360327,2.9008255255122353,3
RSBN1L,1.2571754524993968,2.142326032742858,4
HNRNPH3,1.2557560131872694,7.01378458016552,20
P4HA2,1.2554193263252575,1.676852710545063,3
GIGYF1,1.2549857724815683,2.102147653698921,4
UBC,1.2442410635088832,2.992610737681389,13
NMNAT2,1.2429524092003703,4.06138351932168,3
NAV2,1.2427485665927331,5.114570118486881,3
RUNX1,1.2321745065496201,2.4742661137133837,8
HINT1,1.2308326009196044,2.5314449667930603,8
TAF4B,1.2303028022870421,1.5410662721842527,2
PRKAR2B,1.2265277939852084,5.826538726687431,12
UCHL3,1.2255580437263132,3.400175519287586,5
PSMC6,1.2241566700768796,6.129113391041756,19
E2F8,1.2218537317590896,2.101479582488537,4
ROR2,1.220544089873632,1.4449330866336825,3
PCDH7,1.214508220553398,1.214508220553398,1
RAB11FIP4,1.2139193477729957,2.506511624902487,3
PDCD1LG2,1.2086725383996964,1.9718036875128744,3
GAB3,1.206671729683876,1.2450159713625908,3
BMAL2,1.2060694430644314,2.8721162443980575,6
PHF13,1.205524846891033,2.06269296631217,4
FEZ1,1.1932303723159647,2.0426753386855125,4
RAB31,1.1920052214636037,4.576144360005856,5
GAS2,1.1898407265543938,1.2375050112605095,3
FERD3L,1.1888815779238942,15.508739510551097,12
FXYD5,1.1876956108026206,1.534365686122328,3
COL8A2,1.1872957368743502,7.043453703634441,9
CCAR2,1.1849682591350292,4.291078843176365,6
SATB1,1.179554283618927,1.440916687250137,3
TNK1,1.1754763374725978,1.420151174068451,3
GLS2,1.1753783449530602,1.2545635849237442,3
MANEAL,1.168395860774937,2.0143383592367172,4
HNRNPUL1,1.1682025546752237,7.476175758987665,9
NOP56,1.167132766900483,2.916831645285796,3
LARP1B,1.1653039190883132,2.1868460327386856,4
STMN3,1.1594851887294808,2.0588950365781784,4
ELL3,1.1575267401834328,4.453742131590843,6
SYTL5,1.1559401747460167,7.440889749675989,6
MAP3K6,1.1513651460409164,1.6576128154993055,3
SLC23A3,1.1506383779148261,2.579745762050152,6
SH3RF2,1.1501369774341583,1.3930328488349917,3
CREM,1.148065519154861,3.133121408522129,8
TMEM39B,1.1442587671955673,2.2355443462729454,3
PTGDR,1.140521981070439,7.598062694072723,15
DEPTOR,1.1388361255327861,2.345373570919037,3
OSGIN1,1.13362767547369,1.5718653202056885,3
CCL27,1.1333643992741902,1.2012028843164444,3
BACH1,1.1269569392636682,1.9986343830823896,4
USF2,1.1261151668055827,2.7646889239549637,4
EPS8L2,1.1239868827785056,1.4356856970116496,3
PDS5A,1.123735034748888,2.568840302526951,5
CPS1,1.117539560808412,4.129665061831474,3
UPF3A,1.1174015890196978,2.109344556927681,3
TNFRSF10D,1.1156611666083336,2.1312824450433254,6
TSPAN33,1.1131722678740819,1.6179417669773102,3
ZFP36L1,1.1129231513248017,3.1118823774158955,7
BCL9,1.1113514204819996,1.7283250018954277,3
YJU2B,1.1082294868926208,3.0872322618961334,3
GDF6,1.100475627463311,14.007160109002143,12
