kd_gene,gene_set_library,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
KBTBD11,MSigDB_Hallmark_2020,prerank,Myc Targets V1,-0.30524904944897857,-0.9026314733237348,0.714527027027027,1.0,1.0,76/199,23.77%,IMPDH2;PSMA1;UBE2E1;SRPK1;EIF3D;CNBP;SNRPA;GSPT1;RRP9;STARD7;RSL1D1;PWP1;G3BP1;EXOSC7;CDK2;CDC45;CDC20;YWHAE;PSMD3;TCP1;VDAC3;XRCC6;RACK1;SNRPD3;IARS1;HNRNPA1;SNRPB2;CBX3;DDX21;PRPF31;PSMD7;KPNB1;PA2G4;NOLC1;EIF4A1;PTGES3;CUL1;PSMA2;RPL22;PSMC6;HNRNPC;RPL6;CCT5;PCBP1;HDDC2;APEX1;YWHAQ;PSMD14;HPRT1;RPS2;MCM6;TRA2B;CDK4;SMARCC1;POLD2;COX5A;PSMA4;MCM2;PCNA;EIF2S1;KARS1;BUB3;SRSF3;RPL34;CYC1;RNPS1;HNRNPR;FAM120A;ODC1;HDGF;MRPL23;NCBP1;SERBP1;RPS5;RAN;POLE3
KBTBD11,MSigDB_Hallmark_2020,prerank,Spermatogenesis,0.3057555591742899,0.902480261977302,0.7064439140811456,1.0,1.0,28/135,11.72%,DDX4;SHE;PACRG;HSPA2;MLLT10;CHFR;LDHC;LPIN1;NEFH;SYCP1;CCNA1;HSPA1L;GSG1;POMC;YBX2;STRBP;RPL39L;PSMG1;MEP1B;PIAS2;ACE;AGFG1;MTNR1A;PHF7;ELOVL3;EZH2;GMCL1;GRM8
KBTBD11,MSigDB_Hallmark_2020,prerank,Xenobiotic Metabolism,-0.29810785543722895,-0.8953021690765715,0.7868561278863233,1.0,1.0,56/199,19.97%,SERPINA6;RETSAT;GCKR;CCL25;CFB;UPB1;HRG;HACL1;PTGDS;GART;F10;ANGPTL3;TMEM176B;DCXR;TGFB2;DHRS7;HSD17B2;XDH;SLC46A3;IRF8;IL1R1;GAD1;APOE;ACOX2;ACOX3;GCH1;NPC1;DDT;POR;RAP1GAP;PTGES;CSAD;ALDH2;PTGES3;ASL;SLC12A4;TTPA;CDO1;ABCC2;SLC6A6;SLC1A5;GCLC;AP4B1;ETFDH;ABHD6;MT2A;MAN1A1;HPRT1;MCCC2;TPST1;PYCR1;FAH;NQO1;GSS;IGFBP4;MTHFD1
KBTBD11,MSigDB_Hallmark_2020,prerank,Epithelial Mesenchymal Transition,-0.2949072765476539,-0.8932577225563498,0.7750439367311072,1.0,1.0,51/200,20.24%,AREG;TNFRSF11B;COL7A1;ANPEP;FMOD;INHBA;IL32;EMP3;MXRA5;CXCL1;TPM2;IGFBP3;ABI3BP;GAS1;TIMP1;SGCG;FUCA1;ADAM12;CDH11;PLOD1;NT5E;SERPINH1;GADD45B;LAMC2;SCG2;PDGFRB;VEGFC;COL6A3;SNAI2;PLOD3;LRP1;COL11A1;MATN2;ENO2;CALU;GEM;SNTB1;BDNF;DAB2;ECM2;CD59;CXCL12;PVR;SDC4;GPC1;COPA;THBS2;IGFBP4;FERMT2;MAGEE1;TGFB1
KBTBD11,MSigDB_Hallmark_2020,prerank,Apoptosis,-0.30074409797302804,-0.8796396869918014,0.7669565217391304,1.0,1.0,44/161,18.53%,RETSAT;SQSTM1;CASP9;TIMP1;PTK2;SOD1;AIFM3;WEE1;ATF3;HGF;GADD45B;BMP2;ADD1;F2;TGFB2;SC5D;PDGFRB;IL1A;CDK2;GUCY2D;MGMT;LMNA;BAX;CASP7;GCH1;IER3;TAP1;ENO2;SATB1;PAK1;BCL10;HMGB2;PSEN2;BCL2L1;GPX1;BCL2L10;MADD;ERBB3;DNAJC3;DAP;GSN;F2R;BID;CTH
KBTBD11,MSigDB_Hallmark_2020,prerank,Reactive Oxygen Species Pathway,-0.3540763226330078,-0.8794955946716063,0.6704761904761904,1.0,1.0,24/49,26.57%,SOD1;SCAF4;PTPA;TXNRD2;HHEX;EGLN2;SBNO2;JUNB;GCLM;MSRA;GCLC;CDKN2D;NDUFB4;SRXN1;NQO1;GPX3;TXNRD1;HMOX2;ATOX1;IPCEF1;GPX4;FTL;PFKP;PRDX4
KBTBD11,MSigDB_Hallmark_2020,prerank,KRAS Signaling Up,0.279566358173201,0.8685170485742135,0.8755656108597285,1.0,1.0,52/200,16.60%,IL1RL2;MMP10;IL33;KCNN4;TPH1;MPZL2;LIF;MALL;HKDC1;TSPAN13;MAP3K1;ARG1;MAFB;FCER1G;CBX8;EMP1;CD37;TFPI;TNFAIP3;CBR4;NIN;RELN;HSD11B1;TRAF1;GNG11;AVL9;TOR1AIP2;TNFRSF1B;ACE;SPRY2;LCP1;SOX9;SCN1B;ADGRA2;SPARCL1;PTPRR;PRKG2;ANKH;H2BC3;PLAUR;AKAP12;CROT;MMD;RBM4;MYCN;ERO1A;KLF4;NGF;PLAT;PSMB8;KIF5C;CCSER2
KBTBD11,MSigDB_Hallmark_2020,prerank,Myc Targets V2,-0.3387286646295509,-0.8673296166957715,0.7121212121212122,1.0,1.0,17/57,18.78%,MAP3K6;RRP9;SLC29A2;NDUFAF4;TFB2M;TBRG4;WDR74;EXOSC5;PPAN;CBX3;PA2G4;NOLC1;RABEPK;SORD;PES1;GRWD1;CDK4
KBTBD11,MSigDB_Hallmark_2020,prerank,Interferon Gamma Response,0.2788045081246618,0.8549982574285865,0.9229024943310657,1.0,1.0,63/199,21.59%,GBP6;CD69;IRF5;OASL;IL15RA;IL6;TNFAIP2;IRF7;PTPN1;USP18;IRF2;NLRC5;BANK1;IRF1;TRIM25;TNFAIP3;RIPK1;NAMPT;C1R;MVP;PSMB10;ARID5B;NOD1;NFKB1;LGALS3BP;CD40;PSMA3;IL7;B2M;SP110;MARCHF1;MTHFD2;TRIM21;EIF2AK2;TXNIP;SRI;PLA2G4A;LATS2;HELZ2;RNF31;STAT2;LYSMD2;GPR18;PSMB8;ST8SIA4;STAT4;NUP93;HERC6;PTPN6;PARP12;PNP;SOCS3;WARS1;IDO1;STAT1;LCP2;PML;LAP3;HIF1A;RNF213;HLA-A;CD38;RIPK2
KBTBD11,MSigDB_Hallmark_2020,prerank,Oxidative Phosphorylation,-0.2864755864332804,-0.851276158871703,0.8982758620689655,1.0,1.0,69/200,22.35%,RETSAT;NDUFB7;ECHS1;TIMM10;MRPL35;ATP6AP1;COX6A1;SLC25A4;ABCB7;COX8A;IDH3G;SLC25A6;UQCRC2;VDAC3;LRPPRC;BAX;MRPS15;UQCRB;CPT1A;DLST;SLC25A11;CASP7;ATP5MF;PMPCA;MRPS12;FH;TIMM9;NDUFB6;POR;HSD17B10;PDHB;ACADVL;LDHB;TIMM13;SLC25A12;MFN2;ETFDH;GLUD1;OGDH;ATP5F1A;NDUFA5;OXA1L;ATP5MC3;MTRF1;ISCA1;ATP5PD;ATP5PB;NDUFB4;NNT;ATP1B1;NDUFA8;ACAA1;SDHC;ATP5F1E;NDUFA7;COX5A;ATP5F1D;ATP6V0B;MTX2;UQCRH;FXN;IDH3A;MRPL11;ATP6V1H;ACADSB;CYC1;NDUFS6;SURF1;ATP5ME
KBTBD11,MSigDB_Hallmark_2020,prerank,UV Response Up,-0.2897418036915731,-0.8426393104928487,0.8838821490467937,1.0,1.0,54/158,21.05%,ABCB1;PARP2;CXCL2;SQSTM1;APOM;YKT6;SPR;ATF3;BMP2;SLC25A4;RAB27A;FOSB;UROD;TST;CDK2;LYN;EIF2S3;NPTX2;JUNB;SIGMAR1;GCH1;FOS;TAP1;DDX21;WIZ;ENO2;STARD3;HLA-F;CCNE1;CDO1;ASNS;GRINA;OLFM1;PDAP1;BID;GLS;CDC34;BTG1;NXF1;PSMC3;E2F5;BAK1;ACAA1;CHRNA5;SELENOW;NTRK3;GPX3;MGAT1;POLG2;CYB5B;STIP1;ARRB2;GAL;AMD1
KBTBD11,MSigDB_Hallmark_2020,prerank,E2F Targets,0.27352441196103056,0.8413931153835752,0.9438775510204082,1.0,1.0,65/200,20.98%,PDS5B;NUP153;KIF4A;PAICS;RPA3;AK2;NASP;RFC1;RANBP1;SYNCRIP;MCM3;MMS22L;MXD3;EED;PSMC3IP;NCAPD2;NAA38;DSCC1;TACC3;MYBL2;ORC2;ORC6;TCF19;NUP205;LYAR;CHEK1;EZH2;MYC;ATAD2;GINS1;HMGB3;MTHFD2;POLD3;SHMT1;HELLS;DEK;MLH1;TUBB;USP1;SMC6;PSIP1;E2F8;MELK;HNRNPD;TFRC;UBE2T;AURKB;RRM2;SSRP1;DLGAP5;RFC3;DCTPP1;BRCA2;POP7;CKS1B;PRKDC;POLE4;IPO7;AURKA;SLBP;PMS2;DUT;XPO1;UBR7;GINS4
KBTBD11,MSigDB_Hallmark_2020,prerank,Complement,-0.27668361741807357,-0.8250939902395293,0.9505962521294719,1.0,1.0,34/200,13.31%,SRC;F7;F5;CTSS;TMPRSS6;CXCL1;CFB;CASP9;SIRT6;TIMP1;CR1;WAS;GATA3;APOBEC3G;F10;ADRA2B;CALM3;F2;CTSB;ITGAM;STX4;LYN;DOCK9;KCNIP2;RCE1;PLSCR1;LRP1;LCK;PIK3R5;GNB4;PHEX;CASP7;KLK1;CSRP1
KBTBD11,MSigDB_Hallmark_2020,prerank,Wnt-beta Catenin Signaling,0.32656381929774403,0.8225799705886626,0.7755555555555556,1.0,1.0,10/42,16.27%,DKK1;WNT5B;NOTCH4;TCF7;DVL2;PPARD;MYC;CTNNB1;KAT2A;HDAC2
KBTBD11,MSigDB_Hallmark_2020,prerank,PI3K/AKT/mTOR  Signaling,-0.2933070992026401,-0.8185244164486208,0.8822495606326889,1.0,1.0,37/105,21.20%,PRKAR2A;SQSTM1;IRAK4;AKT1S1;TRIB3;CDK2;GNA14;FGF22;NCK1;LCK;PIN1;TSC2;HSP90B1;MKNK1;PDK1;MAP2K3;PRKCB;RIT1;RALB;ITPR2;CFL1;ECSIT;AP2M1;SFN;THEM4;CDK4;ATF1;E2F1;UBE2D3;NFKBIB;PRKAG1;CAB39;MKNK2;ACTR2;YWHAB;PPP1CA;PIKFYVE
KBTBD11,MSigDB_Hallmark_2020,prerank,heme Metabolism,-0.2669095344633117,-0.8120588416910539,0.9889908256880734,1.0,1.0,67/199,23.03%,HBQ1;CLIC2;GYPB;HBZ;TFDP2;TENT5C;ADD1;CLCN3;PPOX;TNRC6B;EPOR;CTSB;UROD;PIGQ;OPTN;TRIM58;KDM7A;GCLM;XK;CCDC28A;ACSL6;PSMD9;ALDH1L1;OSBP2;MAP2K3;RHD;RAP1GAP;GYPC;EIF2AK1;BCAM;MKRN1;NR3C1;SLC30A10;CTNS;CROCCP2;EPB41;ASNS;MPP1;EZH1;CDR2;GCLC;YPEL5;ERMAP;BLVRA;ANK1;ISCA1;MFHAS1;MBOAT2;XPO7;NNT;UBAC1;SEC14L1;ATP6V0A1;DAAM1;SLC7A11;SNCA;SPTB;KEL;SLC22A4;IGSF3;TOP1;CDC27;LRP10;LPIN2;GAPVD1;HTATIP2;HDGF
