kd_gene,gene_set_library,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
ERICH1,MSigDB_Hallmark_2020,prerank,KRAS Signaling Dn,-0.28920466080390367,-0.8685394117244666,0.8550185873605948,1.0,1.0,44/199,19.92%,CAPN9;CHRNG;HTR1B;KRT15;SLC12A3;SYNPO;CNTFR;C5;SNCB;NOS1;FGF16;FGFR3;PAX3;CPA2;EFHD1;FGGY;CKM;BRDT;KLK7;RGS11;SOX10;MAST3;RYR1;PNMT;EGF;GPR19;EPHA5;BARD1;SLC6A3;MTHFR;GTF3C5;SLC16A7;ENTPD7;ZBTB16;SELENOP;NR4A2;GPRC5C;CDKAL1;HTR1D;CYP39A1;GPR3;TGFB2;CALCB;RYR2
ERICH1,MSigDB_Hallmark_2020,prerank,Pperoxisome,0.3015940642592747,0.8511819195844976,0.8269662921348314,1.0,1.0,38/104,19.62%,TTR;ACSL5;HSD17B4;SULT2B1;NUDT19;PEX11A;HSD17B11;STS;ECI2;DHCR24;GNPAT;ATXN1;FADS1;ACSL1;CRABP1;IDH2;LONP2;PEX5;IDI1;DIO1;ACOX1;SCP2;EPHX2;ABCD1;HSD11B2;CLN6;ABCB9;CAT;SEMA3C;VPS4B;SLC23A2;PEX14;CADM1;DLG4;ACAA1;IDE;SMARCC1;TSPO
ERICH1,MSigDB_Hallmark_2020,prerank,Complement,0.276890541065742,0.8469344059686976,0.9311111111111111,1.0,1.0,44/200,17.41%,C1QA;PRSS36;CPQ;TNFAIP3;IRF7;IL6;MMP12;CTSO;CCL5;CR2;PDGFB;PRCP;FCER1G;C3;GPD2;SCG3;PCLO;RASGRP1;GMFB;DOCK10;CPM;CTSH;APOBEC3F;PDP1;FYN;SERPINE1;VCPIP1;F8;MMP15;GP1BA;GRB2;CA2;LTA4H;CTSL;USP8;CD36;MAFF;PLA2G4A;IRF2;C2;GNG2;PPP2CB;PLAT;GNAI2
ERICH1,MSigDB_Hallmark_2020,prerank,Estrogen Response Early,-0.2792300133186946,-0.8442521670197294,0.9345955249569707,1.0,1.0,65/198,20.88%,AREG;KRT15;ALDH3B1;JAK2;FCMR;CCND1;SLC27A2;AQP3;HES1;SFN;ESRP2;ELOVL2;DHRS3;RAPGEFL1;TIPARP;ELF3;PTGES;STC2;ABAT;DLC1;SLC24A3;TTC39A;SCNN1A;ELOVL5;ELF1;RAB31;IGF1R;MICB;MYB;RBBP8;SLC22A5;ARL3;SYBU;OLFM1;SLC7A2;FKBP4;MYC;ABHD2;MYOF;CELSR1;PDZK1;KLF4;TMEM164;CISH;MINDY1;TGM2;SIAH2;RARA;CD44;XBP1;RAB17;IL17RB;CXCL12;BCL11B;CALB2;MAPT;NBL1;MED24;PRSS23;ASB13;THSD4;RETREG1;BLVRB;SLC2A1;GJA1
ERICH1,MSigDB_Hallmark_2020,prerank,TNF-alpha Signaling via NF-kB,-0.2780954455522894,-0.8320165607545045,0.948306595365419,1.0,1.0,69/199,22.93%,AREG;BMP2;TNFAIP6;CXCL2;SERPINB8;DUSP2;IL23A;F3;IFIT2;CCND1;HES1;SIK1;IER3;ICOSLG;EGR2;FOSB;ATF3;CD83;DNAJB4;TIPARP;ATP2B1;PTGER4;DUSP5;GADD45B;NFKB2;FOSL1;CEBPB;JAG1;BIRC2;ZC3H12A;TUBB2A;CEBPD;NFIL3;CXCL6;MYC;G0S2;DUSP1;ZFP36;INHBA;CXCL1;JUNB;KLF4;SPHK1;CD44;SOD2;GEM;SLC2A3;RIPK2;PPP1R15A;NR4A2;SPSB1;TRIP10;NFAT5;IER2;STAT5A;IRS2;NFKBIE;PDLIM5;IER5;ETS2;CCL2;SDC4;BTG1;SNN;DRAM1;TNFAIP8;ABCA1;IRF1;VEGFA
ERICH1,MSigDB_Hallmark_2020,prerank,Notch Signaling,-0.36670932090933794,-0.8320036306431935,0.7429111531190926,1.0,1.0,8/32,15.39%,DTX1;CCND1;HES1;NOTCH1;HEYL;PSENEN;JAG1;SKP1
ERICH1,MSigDB_Hallmark_2020,prerank,Adipogenesis,0.27366097788810156,0.8316540626057501,0.9515418502202643,1.0,1.0,63/200,20.27%,PTGER3;ADCY6;DLD;ACADS;REEP6;C3;SLC27A1;BCL6;GPD2;LTC4S;CS;IFNGR1;NDUFAB1;DECR1;IMMT;CD302;SORBS1;ACADL;FZD4;ATP5PO;BCKDHA;DBT;TOB1;GBE1;PHLDB1;DRAM2;PHYH;CYC1;COX7B;RTN3;HADH;ITIH5;UQCRC1;TKT;ACOX1;SCP2;ATL2;CD36;EPHX2;SLC5A6;SOWAHC;CMBL;PTCD3;PRDX3;TANK;BCL2L13;STOM;CAT;PPARG;LPL;ACLY;PEX14;SAMM50;PFKFB3;UQCR11;UQCR10;AGPAT3;LIFR;SUCLG1;PGM1;ACADM;AIFM1;GRPEL1
ERICH1,MSigDB_Hallmark_2020,prerank,mTORC1 Signaling,0.27194133597905945,0.8243795854722218,0.9645232815964523,1.0,1.0,72/199,21.33%,BHLHE40;FGL2;CXCR4;SERP1;TUBA4A;TCEA1;TMEM97;UCHL5;HMBS;SKAP2;ABCF2;GSK3B;STC1;IGFBP5;PLOD2;MTHFD2L;PSPH;DHCR24;TPI1;IMMT;FADS1;HPRT1;ASNS;SLA;SDF2L1;GBE1;CCNF;IDI1;COPS5;FADS2;PDK1;PSME3;TBK1;LTA4H;BCAT1;CD9;GSR;PIK3R3;HK2;MTHFD2;STIP1;VLDLR;CALR;EGLN3;PSMC4;SLC6A6;PLK1;HSPA4;ACLY;FKBP2;INSIG1;PGK1;LDHA;EBP;LGMN;CTSC;UBE2D3;ARPC5L;PSMG1;GPI;BTG2;ACACA;CDC25A;ACSL3;PGM1;MAP2K3;M6PR;DHCR7;SQLE;PNO1;TXNRD1;UFM1
ERICH1,MSigDB_Hallmark_2020,prerank,Apoptosis,0.2784627917843892,0.8232989041551371,0.9573991031390134,1.0,1.0,53/161,22.14%,CD69;DPYD;IL6;TNFSF10;BIRC3;BGN;CD38;RHOB;GUCY2D;PLPPR4;H1-0;ANXA1;SAT1;IFNGR1;EMP1;FAS;DFFA;TAP1;GSN;BCL2L10;JUN;RNASEL;ERBB3;DNM1L;CDC25B;HGF;IGFBP6;DNAJC3;GSR;PPP2R5B;SMAD7;PLAT;BMF;SPTAN1;EBP;CASP6;MMP2;BTG2;TSPO;BNIP3L;BCL2L11;CTNNB1;PSEN2;ERBB2;BRCA1;CAV1;TXNIP;DAP;RELA;PDGFRB;RETSAT;KRT18;DAP3
ERICH1,MSigDB_Hallmark_2020,prerank,Inflammatory Response,0.27564602413138967,0.8217317555124841,0.9503386004514672,1.0,1.0,35/200,14.17%,RTP4;CD69;IRF7;IL6;TNFSF10;TNFSF15;CHST2;CCL5;OPRK1;P2RX7;NFKB1;CSF1;SEMA4D;PROK2;IL18R1;TLR2;RASGRP1;IL15RA;BEST1;EBI3;ITGA5;PDE4B;PTAFR;HAS2;SERPINE1;TACR1;GPR183;ADRM1;CD82;GP1BA;SGMS2;IL15;TAPBP;ACVR2A;AHR
