dep_gene,paralog_gene,mean_identical_score,delta_z,group,rank,rank_pct
CRAT,CPT2,30.39275,0.2343481520221182,Non-significant background,318,3.27936475198515
LNPEP,NPEPPS,27.55105,0.2343152656774987,Non-significant background,319,3.2896772197586883
PSMA3,PSMA5,31.07315,0.2342809489965001,Non-significant background,320,3.2999896875322268
PPP3CB,PPP1CB,33.5239,0.2340444150313627,Non-significant background,321,3.3103021553057643
ATP11C,ATP11A,63.19075,0.233783760312306,Non-significant background,322,3.3206146230793028
MAN1A2,EDEM3,20.2743,0.2316683008126269,Non-significant background,323,3.330927090852841
RDH14,DHRSX,37.7976,0.2315989235501873,Non-significant background,324,3.3412395586263792
PPIE,PPID,29.8236,0.2315845459816046,Non-significant background,325,3.3515520263999177
UBE2R2,UBE2F,23.057,0.230634470479329,Non-significant background,326,3.3618644941734557
TNFAIP8L2,TNFAIP8L1,57.29895,0.2304033762031845,Non-significant background,327,3.372176961946994
RNF169,RNF168,20.56435,0.2297000586504214,Non-significant background,328,3.3824894297205326
STT3A,STT3B,57.31425,0.2295425131897597,Non-significant background,329,3.39280189749407
TMED2,TMED9,22.15305,0.2292700635890943,Non-significant background,330,3.4031143652676086
PSMA1,PSMA2,29.0728,0.2290933946831625,Non-significant background,331,3.4134268330411466
UBE2I,UBE2R2,33.172,0.2289763107341883,Non-significant background,332,3.423739300814685
TBL1XR1,TBL1X,83.13695,0.2289451125148299,Non-significant background,333,3.4340517685882235
HNRNPU,HNRNPUL2,40.9405,0.2286054067000245,Aneuploidy vulnerability,334,3.444364236361761
SLC38A5,SLC38A7,20.77325,0.2281444331371866,Non-significant background,335,3.4546767041352995
DIMT1,TFB1M,24.6445,0.2278195775552298,Non-significant background,336,3.464989171908838
MICA,HLA-C,26.1365,0.2274231106625436,Non-significant background,337,3.475301639682376
TMED10,TMED9,33.08075,0.2259078698854429,Non-significant background,338,3.4856141074559144
DDX3X,DDX19B,20.51005,0.2257229329112461,Non-significant background,339,3.4959265752294524
GBF1,CYTH2,22.372665,0.225242124620823,Non-significant background,340,3.506239043002991
TRMT10B,TRMT10C,20.04315,0.2252162496190547,Non-significant background,341,3.5165515107765293
TFE3,MITF,50.23575,0.2250021994037307,Non-significant background,342,3.526863978550067
LYL1,TAL1,33.62215,0.2247046176859567,Non-significant background,343,3.5371764463236053
UBE2J2,UBE2K,21.2664,0.2246794367176739,Non-significant background,344,3.5474889140971433
MCM4,MCM5,27.85865,0.2241008135353555,Non-significant background,345,3.5578013818706817
TAF15,FUS,45.9562,0.2237005845743702,Non-significant background,346,3.56811384964422
SSBP3,SSBP2,80.36765,0.2236974918669334,Non-significant background,347,3.5784263174177577
HNRNPA0,HNRNPDL,24.0535,0.2233550748790307,Non-significant background,348,3.588738785191296
PSMA4,PSMA5,36.3126,0.223168780565218,Non-significant background,349,3.5990512529648346
ECI1,AUH,23.47915,0.2227908928150201,Non-significant background,350,3.6093637207383726
CBX6,CBX3,20.9129,0.2225025320611011,Non-significant background,351,3.619676188511911
PLCL2,PLCG2,21.14055,0.2221642233155101,Non-significant background,352,3.629988656285449
ZNF799,ZNF700,52.3977,0.2217433048353498,Non-significant background,353,3.6403011240589875
KLF8,KLF3,34.3886,0.2217369231730241,Non-significant background,354,3.650613591832526
UBE2V2,UBE2W,20.95455,0.2211438156225699,Non-significant background,355,3.6609260596060635
DHRS7,DHRS7B,32.84595,0.2208033776275403,Non-significant background,356,3.671238527379602
XRN2,XRN1,26.20505,0.2205149616157082,Non-significant background,357,3.68155099515314
ALDH1A1,ALDH1L2,38.3389,0.220331655516805,Non-significant background,358,3.6918634629266784
CBFA2T2,CBFA2T3,56.05055,0.2201957124287265,Non-significant background,359,3.702175930700217
KLHL12,KLHDC8B,20.86365,0.2200532890579406,Non-significant background,360,3.7124883984737544
ZNF888,ZNF761,58.628,0.2197021933652696,Non-significant background,361,3.722800866247293
TUFM,HBS1L,23.0567,0.2194400796354994,Non-significant background,362,3.733113334020831
TGFBR1,BMPR1A,49.8942,0.2191931548884786,Non-significant background,363,3.7434258017943693
PSMA6,PSMA3,29.15115,0.2189171373681464,Non-significant background,364,3.753738269567908
NKTR,PPIG,29.14865,0.2186529947966302,Non-significant background,365,3.764050737341446
CMTM3,PLP2,22.93955,0.2184723654377839,Non-significant background,366,3.7743632051149842
DHX15,DHX8,39.2654,0.2183591868021201,Non-significant background,367,3.7846756728885227
SMARCA2,SMARCA1,22.5927,0.2180164675509868,Non-significant background,368,3.7949881406620602
RPS27A,UBL4A,21.7255,0.217623837349407,Non-significant background,369,3.8053006084355987
UBE2R2,UBE2A,33.959,0.2175696821056287,Non-significant background,370,3.8156130762091367
PRKCB,PRKCA,79.85135,0.2175650930159494,Non-significant background,371,3.825925543982675
FAF1,FAF2,24.796,0.2166448165816563,Non-significant background,372,3.8362380117562136
PUS7,PUS7L,25.2788,0.2163142189358631,Non-significant background,373,3.846550479529751
PIK3CA,PIK3CB,39.6633,0.2161109253262671,Non-significant background,374,3.8568629473032896
NQO2,NQO1,43.48355,0.2158035037195823,Non-significant background,375,3.8671754150768276
MAGOH,MAGOHB,97.9637,0.2156584121201547,Aneuploidy vulnerability,376,3.877487882850366
HELLS,INO80,25.4285,0.215549721314099,Non-significant background,377,3.8878003506239045
TRNAU1AP,TIA1,25.21125,0.2155393046158033,Non-significant background,378,3.8981128183974425
SNX5,SNX2,20.46945,0.2154766263753677,Non-significant background,379,3.908425286170981
MXD1,MXD4,50.2717,0.2149129354235772,Non-significant background,380,3.9187377539445194
UBE2F,UBE2S,20.31535,0.2145987516693954,Non-significant background,381,3.929050221718057
PSMB4,PSMB7,20.34445,0.2145162586799104,Non-significant background,382,3.9393626894915954
BCL2L2,BAK1,21.32945,0.2145041416828524,Non-significant background,383,3.9496751572651334
MAP2K5,MAP3K3,22.21165,0.2141671991637911,Non-significant background,384,3.959987625038672
GRINA,TMBIM1,38.4205,0.2140198943697704,Non-significant background,385,3.9703000928122103
TAF6,TAF6L,24.0616,0.2139551896811736,Non-significant background,386,3.980612560585748
VEZF1,MAZ,32.52815,0.2139372689559912,Non-significant background,387,3.9909250283592863
PABPC4,PABPC1,76.56945,0.2137104531652821,Non-significant background,388,4.001237496132824
GATA6,GATA2,28.04185,0.2133081540596197,Non-significant background,389,4.011549963906362
STARD3,STARD3NL,44.34075,0.2128615572464525,Non-significant background,390,4.021862431679901
PUM1,PUM2,74.3818,0.2122698231592016,Non-significant background,391,4.032174899453439
FCHO1,FCHO2,46.0088,0.2120259197246612,Non-significant background,392,4.042487367226977
AGO2,AGO1,82.40105,0.2119086794227334,Non-significant background,393,4.052799835000516
DOCK11,DOCK8,29.91485,0.2113250061342192,Non-significant background,394,4.063112302774054
VAMP7,YKT6,21.2121,0.2107814804813277,Non-significant background,395,4.073424770547592
HNRNPH2,HNRNPH3,56.2908,0.2105384647734781,Non-significant background,396,4.08373723832113
METTL6,METTL8,34.67315,0.2102407490934591,Non-significant background,397,4.094049706094668
RPL26,RPL26L1,98.6207,0.2102074907527456,Non-significant background,398,4.104362173868207
NPAS3,HIF1A,21.6834,0.210085277273143,Non-significant background,399,4.114674641641745
EEF2,GFM2,20.69575,0.2098366235853491,Non-significant background,400,4.124987109415283
CYBRD1,CYB561,36.28075,0.2097855818103929,Non-significant background,401,4.135299577188821
ABI1,ABI2,70.8286,0.2097227581432034,Non-significant background,402,4.145612044962359
