dep_gene,paralog_gene,mean_identical_score,delta_z,group,rank,rank_pct
PPP3CC,PPP4C,31.78375,0.1166027145682133,Non-significant background,1162,11.983087552851398
SBNO1,SBNO2,47.19555,0.1164853910252279,Non-significant background,1163,11.993400020624936
PPP6C,PPP2CA,58.6344,0.1164672822946718,Non-significant background,1164,12.003712488398474
RPL13A,MRPL13,22.6698,0.1164324312318835,Non-significant background,1165,12.014024956172012
HNRNPH3,GRSF1,26.6083,0.1164132391821128,Non-significant background,1166,12.02433742394555
HLA-B,FCGRT,25.0348,0.116410641234172,Non-significant background,1167,12.03464989171909
ZDHHC6,ZDHHC3,23.35145,0.1164100144193537,Non-significant background,1168,12.044962359492626
DDX49,DDX19A,21.22845,0.1163885953323654,Non-significant background,1169,12.055274827266164
ATP6V0A1,TCIRG1,47.1514,0.116306719578602,Non-significant background,1170,12.065587295039704
IKBKB,CHUK,50.23585,0.1162942849699871,Non-significant background,1171,12.075899762813242
ZNF564,ZNF567,38.0669,0.1162870294033374,Non-significant background,1172,12.08621223058678
PPP4R1,PPP2R1A,21.5908,0.1162437418244284,Non-significant background,1173,12.096524698360318
SEC11A,SEC11C,77.18375,0.116235892915537,Non-significant background,1174,12.106837166133856
USP51,USP22,61.2578,0.1162150050269173,Non-significant background,1175,12.117149633907394
ZNF100,ZNF675,42.9064,0.1160839456163892,Non-significant background,1176,12.127462101680932
KLF1,KLF16,21.87475,0.1159959635537109,Non-significant background,1177,12.137774569454471
STX1A,STX16,21.6122,0.1159810676633949,Non-significant background,1178,12.14808703722801
ZBTB5,ZBTB7A,20.2529,0.1159206039373987,Non-significant background,1179,12.158399505001546
ABI2,ABI1,70.8286,0.1157358415416117,Non-significant background,1180,12.168711972775085
ZNF764,ZNF689,40.33585,0.1157313551121932,Non-significant background,1181,12.179024440548623
HSP90AA1,HSP90AB1,86.40375,0.1156978928165994,Non-significant background,1182,12.189336908322161
UBE2D1,UBE2D2,88.4354,0.1156153413438751,Non-significant background,1183,12.1996493760957
ELK3,FEV,24.3042,0.1155856802912317,Non-significant background,1184,12.209961843869237
SYNGR2,SYNGR1,49.47215,0.1155517056108125,Non-significant background,1185,12.220274311642775
RBX1,RNF7,44.3666,0.1155406803941915,Non-significant background,1186,12.230586779416313
CAPN2,CAPN1,62.38235,0.1154911459667377,Non-significant background,1187,12.240899247189853
AK2,AK4,39.0078,0.1153462682434125,Non-significant background,1188,12.251211714963391
TSPAN31,TSPAN14,22.0106,0.1152458495545654,Non-significant background,1189,12.26152418273693
CLK2,CLK3,61.27905,0.1152096707816882,Non-significant background,1190,12.271836650510467
HOXD10,HOXB7,20.76105,0.1151930025240663,Non-significant background,1191,12.282149118284005
USP44,USP22,20.51735,0.115026151271324,Non-significant background,1192,12.292461586057543
TMED4,TMED7,26.6087,0.1148242693693809,Non-significant background,1193,12.302774053831083
ZFAND6,ZFAND3,25.79635,0.1148058771930881,Non-significant background,1194,12.31308652160462
MTMR2,MTMR12,20.402,0.1147961124061391,Non-significant background,1195,12.323398989378157
DHX37,DHX38,22.50265,0.1147585654636107,Non-significant background,1196,12.333711457151697
EXOG,ENDOG,31.0304,0.1146432416170037,Non-significant background,1197,12.344023924925235
VAMP8,VAMP7,33.0,0.1144124435792472,Non-significant background,1198,12.354336392698773
YKT6,VAMP7,21.2121,0.1142972166250254,Non-significant background,1199,12.364648860472311
SLC25A33,SLC25A37,20.95475,0.1141969638293545,Non-significant background,1200,12.374961328245849
ABCC10,ABCC1,31.431,0.1141676705614434,Non-significant background,1201,12.385273796019387
RNF115,RNF126,44.88385,0.1141306784038798,Non-significant background,1202,12.395586263792925
CLK1,DYRK4,22.95345,0.114070767070899,Non-significant background,1203,12.405898731566465
TMED1,TMED9,20.3524,0.114003956566332,Non-significant background,1204,12.416211199340003
ATP6V0A2,TCIRG1,50.07125,0.1139635268820307,Non-significant background,1205,12.426523667113539
ABCC5,ABCC4,32.85635,0.1139533028266249,Non-significant background,1206,12.436836134887079
AP2S1,AP1S2,44.52905,0.1138315593994184,Non-significant background,1207,12.447148602660617
ABCD4,ABCD3,26.92475,0.1138033024626425,Non-significant background,1208,12.457461070434155
ZDHHC7,ZDHHC12,24.12265,0.1137554136904739,Non-significant background,1209,12.467773538207695
HSPA4,HSPA14,23.1901,0.1137513460500392,Non-significant background,1210,12.47808600598123
ESRRG,ESRRA,56.84345,0.1137307699180196,Non-significant background,1211,12.488398473754769
CSE1L,IPO7,21.12855,0.1136750882974698,Non-significant background,1212,12.498710941528307
MEX3C,MEX3A,39.04995,0.1136709401976831,Non-significant background,1213,12.509023409301845
GANC,GAA,25.6269,0.1136651395945949,Non-significant background,1214,12.519335877075385
COX18,OXA1L,20.64215,0.1136524532249488,Non-significant background,1215,12.529648344848923
CIB2,PPP3R1,26.3904,0.1136420158803056,Non-significant background,1216,12.53996081262246
MCM4,MCM6,25.19385,0.1136130063318942,Non-significant background,1217,12.550273280395999
VASP,EVL,45.9689,0.1136042720777826,Non-significant background,1218,12.560585748169537
ZHX1,ZHX3,32.7629,0.1135825298059533,Non-significant background,1219,12.570898215943075
SMARCA4,SMARCA5,22.9766,0.1133941590216589,Non-significant background,1220,12.581210683716613
RRAGB,RRAGD,24.2558,0.1133724394562091,Non-significant background,1221,12.591523151490152
PAK4,PAK1,35.26905,0.1131424411845743,Non-significant background,1222,12.60183561926369
FOSB,ATF3,21.2086,0.1131125630405268,Non-significant background,1223,12.612148087037228
DNAJB12,DNAJB4,24.78975,0.1130576608993578,Non-significant background,1224,12.622460554810766
GABARAP,GABARAPL2,57.265,0.1130324273290606,Non-significant background,1225,12.632773022584304
FAM120A,FAM120B,20.0332,0.1129828528067676,Non-significant background,1226,12.64308549035784
KAT6A,KAT6B,52.5046,0.1129390189884719,Non-significant background,1227,12.653397958131382
MTFR2,MTFR1,29.1221,0.1129019440782956,Non-significant background,1228,12.66371042590492
SGK1,SGK3,57.58385,0.1128810053075361,Non-significant background,1229,12.674022893678458
PDLIM4,PDLIM1,44.00615,0.1128769354056654,Non-significant background,1230,12.684335361451996
SEPTIN6,SEPTIN9,28.33885,0.1128457170667606,Non-significant background,1231,12.694647829225532
DHX29,DHX16,20.1238,0.1128377580405914,Non-significant background,1232,12.70496029699907
TRAM1,TRAM2,52.6897,0.1127521918293558,Non-significant background,1233,12.715272764772608
HSPA1B,HSPA8,85.62675,0.1126745332574563,Non-significant background,1234,12.72558523254615
LAPTM4B,LAPTM4A,44.01895,0.112544246357832,Non-significant background,1235,12.735897700319686
PIK3CA,PIK3C2A,21.02995,0.1123614989594222,Non-significant background,1236,12.746210168093224
IFITM3,IFITM2,90.56735,0.112304203363476,Non-significant background,1237,12.756522635866762
MFN1,MFN2,62.3569,0.1121987648469965,Non-significant background,1238,12.7668351036403
CHD3,CHD4,67.3654,0.1120370660056424,Non-significant background,1239,12.777147571413838
KIF1C,KIF1A,42.55725,0.1120321511013237,Non-significant background,1240,12.787460039187378
PIK3CG,PIK3C2A,20.78275,0.1119680859521628,Non-significant background,1241,12.797772506960916
ZNF496,ZNF274,21.99785,0.1119409249241774,Non-significant background,1242,12.808084974734454
PER3,PER2,33.1145,0.1119180150254446,Non-significant background,1243,12.818397442507992
DDX39A,DDX19A,26.8255,0.1119147526519111,Non-significant background,1244,12.82870991028153
RNF115,RNF181,23.08975,0.111897082607218,Non-significant background,1245,12.839022378055068
RHOT1,RHOT2,57.8513,0.1118694324022493,Non-significant background,1246,12.849334845828606
ITGAV,ITGA4,22.88595,0.1118019980561949,Non-significant background,1247,12.859647313602146
SMARCA4,CHD1,20.3229,0.1117982439365204,Non-significant background,1248,12.869959781375684
DDX46,EIF4A1,20.24905,0.1117159292085193,Non-significant background,1249,12.880272249149222
VPS33B,VPS33A,33.31585,0.1116577785265627,Non-significant background,1250,12.89058471692276
MAPK3,MAPK12,38.88405,0.1115330068078659,Non-significant background,1251,12.900897184696298
B4GALT3,B4GALT5,34.0603,0.1115199479161519,Non-significant background,1252,12.911209652469836
DIS3L2,DIS3,27.0636,0.1114759151552929,Non-significant background,1253,12.921522120243376
PTPRH,PTPN7,20.57795,0.1113763998569791,Non-significant background,1254,12.931834588016914
GABARAPL2,GABARAPL1,60.6838,0.1113680774946975,Non-significant background,1255,12.942147055790452
ADAM10,ADAM9,20.97475,0.1113546230258125,Non-significant background,1256,12.95245952356399
ZC3H4,ZC3H8,21.01945,0.111295614511488,Non-significant background,1257,12.962771991337526
CYTH3,ARFGEF2,26.98512,0.1110979746354878,Non-significant background,1258,12.973084459111064
ZKSCAN2,ZNF496,20.3959,0.1110922744224528,Non-significant background,1259,12.983396926884602
HOXA10,HOXB7,22.9038,0.111048138367224,Non-significant background,1260,12.993709394658143
MAD2L1,MAD2L2,24.5243,0.1110089113848889,Non-significant background,1261,13.004021862431681
LDHA,LDHB,75.37605,0.1110058273705549,Non-significant background,1262,13.014334330205218
MYB,MYBL2,36.8884,0.110973931328293,Non-significant background,1263,13.024646797978756
ANP32A,ANP32B,71.2011,0.1109265061061029,Non-significant background,1264,13.034959265752294
UBE2K,UBE2V2,25.5776,0.1107550386393653,Non-significant background,1265,13.045271733525832
KLF6,KLF1,28.0172,0.1106107763456515,Non-significant background,1266,13.055584201299371
UBA52,UBL4A,23.40015,0.1105910754403393,Non-significant background,1267,13.06589666907291
CHD3,HELLS,21.0818,0.1104407857436861,Non-significant background,1268,13.076209136846447
RND2,CDC42,37.1174,0.1104378607711639,Non-significant background,1269,13.086521604619985
ARF1,ARF4,79.779,0.1102930900445765,Aneuploidy vulnerability,1270,13.096834072393523
PHF19,MTF2,43.82465,0.1102775641924723,Non-significant background,1271,13.107146540167061
ATP8B2,ATP11B,33.6301,0.1102604555024797,Non-significant background,1272,13.1174590079406
PPP6C,PPP1CC,41.43535,0.1101333631275711,Non-significant background,1273,13.12777147571414
SLC35E2B,SLC35E3,20.3905,0.1100876361529669,Non-significant background,1274,13.138083943487677
KDM4A,KDM4B,49.27005,0.1099899259216797,Non-significant background,1275,13.148396411261215
TM2D3,TM2D2,24.8562,0.1099508633614036,Non-significant background,1276,13.158708879034753
ILKAP,PPM1N,20.72555,0.1098888302199903,Non-significant background,1277,13.169021346808291
SLC27A5,SLC27A4,35.7534,0.1098337318758185,Non-significant background,1278,13.179333814581828
PKN3,PKN2,50.4234,0.1098224100235921,Non-significant background,1279,13.189646282355369
GALNT7,GALNT6,31.9238,0.1097532789454669,Non-significant background,1280,13.199958750128907
VAMP2,VAMP7,35.3448,0.1097119281600024,Non-significant background,1281,13.210271217902445
SLC7A5,SLC7A11,44.64445,0.1096619912648561,Non-significant background,1282,13.220583685675983
AMHR2,BMPR2,25.32535,0.1096069138752332,Non-significant background,1283,13.23089615344952
STX7,STX16,23.48835,0.1094408511578674,Non-significant background,1284,13.241208621223057
MECR,TP53I3,22.20275,0.109393602338271,Non-significant background,1285,13.251521088996595
ORAI1,ORAI3,54.7035,0.1093898842405253,Non-significant background,1286,13.261833556770137
RPS6KA4,RPS6KB1,32.00095,0.1093376531533829,Non-significant background,1287,13.272146024543673
HSPA4,HYOU1,26.4073,0.1093203357672597,Non-significant background,1288,13.282458492317211
KPNA6,KPNA3,46.74545,0.109290166419675,Non-significant background,1289,13.292770960090749
ATP2B4,ATP2C1,24.9342,0.1091695607454778,Non-significant background,1290,13.303083427864287
SLC7A8,SLC7A1,21.27275,0.1091179363885257,Non-significant background,1291,13.313395895637825
OSBPL6,OSBP,25.639,0.1090878262492513,Non-significant background,1292,13.323708363411365
CETN3,CALM2,38.0983,0.1090862175473733,Non-significant background,1293,13.334020831184903
SAE1,UBA1,21.09445,0.1090433452924008,Non-significant background,1294,13.344333298958441
CD63,TSPAN31,22.85715,0.1090127272755514,Non-significant background,1295,13.354645766731979
CBR1,DHRS11,21.62315,0.1089163430140584,Non-significant background,1296,13.364958234505517
MTMR9,MTMR12,20.54115,0.1088898583530233,Non-significant background,1297,13.375270702279055
FAM98B,FAM98C,31.30755,0.1088360818375835,Non-significant background,1298,13.385583170052593
MCM7,MCM2,27.0926,0.1087243157906585,Non-significant background,1299,13.395895637826133
SH3GLB2,SH3GLB1,62.20215,0.108664333819746,Non-significant background,1300,13.40620810559967
RANBP1,RANBP2,25.00671,0.1086320768131846,Non-significant background,1301,13.416520573373209
VRK1,VRK3,26.651,0.1086031553251783,Non-significant background,1302,13.426833041146747
PIN4,PIN1,31.6677,0.108564775242606,Non-significant background,1303,13.437145508920285
GCAT,SPTLC1,21.8289,0.1085616639063546,Non-significant background,1304,13.447457976693823
CTSV,CTSL,77.06165,0.108514701392806,Non-significant background,1305,13.457770444467362
S100A6,S100A13,30.907,0.1081862255403362,Non-significant background,1306,13.4680829122409
CDC25C,CDC25B,32.43365,0.1081467656964564,Non-significant background,1307,13.478395380014438
YWHAG,YWHAQ,69.91985,0.1081289054330515,Non-significant background,1308,13.488707847787976
MAPK1,NLK,33.896,0.1080242083269664,Non-significant background,1309,13.499020315561513
PTP4A1,CDC14B,20.2498,0.1080226927731508,Non-significant background,1310,13.50933278333505
FAM118B,FAM118A,45.48345,0.1078881009402744,Non-significant background,1311,13.519645251108589
ZFP36L2,ZFP36L1,49.08125,0.1078675159506905,Non-significant background,1312,13.52995771888213
ANXA11,ANXA7,49.51345,0.1077751684789625,Non-significant background,1313,13.540270186655668
ANKRD13C,ANKRD13A,29.40975,0.1076990309052475,Non-significant background,1314,13.550582654429205
ZBTB34,ZBTB37,45.48165,0.1076701358370144,Non-significant background,1315,13.560895122202743
OSBPL3,OSBPL2,26.4885,0.1075033670337199,Non-significant background,1316,13.57120758997628
MCM8,MCM6,23.36245,0.1073437748932574,Non-significant background,1317,13.581520057749819
PIK3R1,PIK3R3,61.2446,0.1072720107272825,Non-significant background,1318,13.591832525523358
LCLAT1,AGPAT5,24.33075,0.1071796347521211,Non-significant background,1319,13.602144993296896
DENND4A,DENND4B,41.5106,0.1071761567308517,Non-significant background,1320,13.612457461070434
BAIAP2L1,BAIAP2,40.59385,0.1071414992141982,Non-significant background,1321,13.622769928843972
DNM1L,DNM1,38.9996,0.1070864864597176,Non-significant background,1322,13.63308239661751
SNX6,SNX5,63.951,0.1070409214497458,Non-significant background,1323,13.643394864391048
CERS6,CERS5,63.4088,0.10703409931436,Non-significant background,1324,13.653707332164586
EXTL3,EXT2,31.50735,0.1070168628124022,Non-significant background,1325,13.664019799938126
EIF4A3,DDX21,23.7455,0.1069456006786597,Non-significant background,1326,13.674332267711664
SMARCD2,SMARCD3,65.6303,0.1068339821156442,Non-significant background,1327,13.684644735485202
DDX3X,DDX55,21.12865,0.1068262849118248,Non-significant background,1328,13.69495720325874
HSPA5,HSPA9,48.62925,0.1068236195126102,Non-significant background,1329,13.705269671032278
ERAP1,NPEPPS,30.86455,0.1068121388178337,Non-significant background,1330,13.715582138805814
TCF3,TCF12,52.2823,0.1068049927752412,Non-significant background,1331,13.725894606579356
ZNF92,ZNF430,68.0061,0.1067365017479646,Non-significant background,1332,13.736207074352894
IRF8,IRF3,22.27435,0.1066370163483019,Non-significant background,1333,13.746519542126432
ZNF181,ZNF785,20.04715,0.1065867297702596,Non-significant background,1334,13.75683200989997
SLC4A5,SLC4A7,44.01355,0.1065744776380209,Non-significant background,1335,13.767144477673506
ANKRD13A,ANKRD13C,29.40975,0.1065635338474391,Non-significant background,1336,13.777456945447044
HNRNPA2B1,HNRNPA0,47.20545,0.1064406393623699,Non-significant background,1337,13.787769413220582
U2AF2,UHMK1,21.3365,0.1063532553049858,Non-significant background,1338,13.798081880994124
SP1,SP2,31.0857,0.1063497097630319,Non-significant background,1339,13.80839434876766
ZFPM2,ZFPM1,29.1535,0.1062496712444246,Non-significant background,1340,13.818706816541198
GNG10,GNG7,50.0,0.1062480402635411,Non-significant background,1341,13.829019284314736
TNFAIP8L2,TNFAIP8,51.90215,0.1061828792690755,Non-significant background,1342,13.839331752088274
UBE2D4,UBE2L3,41.2183,0.1060899596706508,Non-significant background,1343,13.849644219861812
USP4,USP11,44.95175,0.1060148299679669,Non-significant background,1344,13.859956687635352
ATP5MC2,ATP5MC3,74.9126,0.1059256724592867,Non-significant background,1345,13.87026915540889
SLK,MAP4K2,20.29225,0.1058880128597857,Non-significant background,1346,13.880581623182428
RAC3,RHOBTB3,26.01095,0.1058769665077889,Non-significant background,1347,13.890894090955966
UBE2W,UBE2T,23.98225,0.1057641208896206,Non-significant background,1348,13.901206558729504
HOXB9,HOXC10,26.3111,0.1057146773027837,Non-significant background,1349,13.911519026503042
MCM3,MCM2,28.59455,0.1057069051547103,Non-significant background,1350,13.92183149427658
KLC2,APPBP2,21.22955,0.1056054538927314,Non-significant background,1351,13.93214396205012
CSTF2,CSTF2T,73.3391,0.1054798752288809,Non-significant background,1352,13.942456429823658
NR1D2,THRA,25.20515,0.105453057550456,Non-significant background,1353,13.952768897597196
TM7SF2,LBR,48.8231,0.1053969052043348,Non-significant background,1354,13.963081365370734
PPP6R2,PPP6R1,41.2698,0.1052990503596369,Non-significant background,1355,13.973393833144272
SH3BGRL2,SH3BGRL3,39.19205,0.1052551935774146,Non-significant background,1356,13.98370630091781
MTCH1,MTCH2,42.85845,0.1051339075599128,Non-significant background,1357,13.99401876869135
DHX34,DHX33,26.6706,0.1050225616825597,Non-significant background,1358,14.004331236464887
UBE2L6,UBE2E3,27.28045,0.1049124208297361,Non-significant background,1359,14.014643704238425
RDH10,HSD17B11,39.1618,0.1049043447992719,Non-significant background,1360,14.024956172011963
CUL5,CUL1,28.2778,0.104783610750734,Non-significant background,1361,14.0352686397855
RHOC,RHOH,35.9385,0.1047817701660892,Non-significant background,1362,14.045581107559038
HSPA14,HSPA1A,31.7223,0.1047718236514896,Non-significant background,1363,14.055893575332576
FBXW11,BTRC,80.7551,0.1046629048709043,Aneuploidy vulnerability,1364,14.066206043106117
SP9,KLF11,20.2972,0.1046410743737668,Non-significant background,1365,14.076518510879655
TNIK,STK3,28.13535,0.1046375546249925,Non-significant background,1366,14.086830978653191
SEPTIN6,SEPTIN7,38.4311,0.1046174302972797,Non-significant background,1367,14.09714344642673
ZSCAN1,ZNF274,20.70835,0.1045577571804945,Non-significant background,1368,14.107455914200267
ACAD9,GCDH,23.55515,0.1045375815990707,Non-significant background,1369,14.117768381973805
CRYAB,HSPB1,41.3101,0.1043927694338627,Non-significant background,1370,14.128080849747345
SDF4,RCN1,26.2712,0.1043462267158947,Non-significant background,1371,14.138393317520883
DHX9,DHX30,22.99265,0.1042108777839328,Non-significant background,1372,14.148705785294421
TGIF1,TGIF2,46.9805,0.104149056850827,Non-significant background,1373,14.15901825306796
PRKCA,PKN2,28.8001,0.1041344281796437,Non-significant background,1374,14.169330720841497
UBE2B,UBE2G2,32.86285,0.1040748003510306,Non-significant background,1375,14.179643188615035
GANAB,GAA,27.42665,0.1040338336615962,Non-significant background,1376,14.189955656388573
PPP3CC,PPP1CC,32.31425,0.1039086116550979,Non-significant background,1377,14.200268124162113
PPIL4,PPIL1,22.96135,0.1039049462230704,Non-significant background,1378,14.210580591935651
RPS6KL1,RPS6KC1,27.4578,0.1038596756854811,Non-significant background,1379,14.220893059709189
UBE2G1,UBE2V1,22.19885,0.1038252092658251,Non-significant background,1380,14.231205527482727
HOXD3,HOXC8,20.63055,0.1037870665158167,Non-significant background,1381,14.241517995256265
CTNND1,ARVCF,45.9072,0.1037455607582486,Non-significant background,1382,14.251830463029801
MFSD3,SLC33A1,21.03095,0.1036531465022096,Non-significant background,1383,14.262142930803343
TFAP2B,TFAP2A,73.0098,0.1036502021711128,Non-significant background,1384,14.27245539857688
AP1G1,AP2A1,23.9949,0.1035097512459575,Non-significant background,1385,14.282767866350419
BNIP3,BNIP3L,57.353,0.1035042532050532,Non-significant background,1386,14.293080334123957
HNRNPA3,HNRNPA2B1,69.7257,0.1034800778636007,Non-significant background,1387,14.303392801897493
MNT,MXD1,20.2901,0.1034253053195499,Non-significant background,1388,14.313705269671031
ZSCAN32,ZNF274,24.61875,0.1034004361446326,Non-significant background,1389,14.324017737444569
PPP3CC,PPP3CA,79.19285,0.1033078724158942,Non-significant background,1390,14.33433020521811
FAHD2B,FAHD2A,98.0892,0.1032633153492839,Non-significant background,1391,14.344642672991647
ANXA1,ANXA7,37.0153,0.1032544765477148,Non-significant background,1392,14.354955140765185
PPP1CA,PPP2CA,45.11915,0.1031890512699297,Non-significant background,1393,14.365267608538723
TLE3,TLE5,39.85335,0.1031576286336709,Non-significant background,1394,14.37558007631226
CSNK1D,CSNK1E,83.9953,0.1030661402558686,Non-significant background,1395,14.385892544085799
ZNF766,ZNF761,42.94385,0.1030436510600385,Non-significant background,1396,14.396205011859339
VRK2,CSNK1D,23.64195,0.103028736966853,Non-significant background,1397,14.406517479632877
LSG1,GNL1,22.17045,0.1030225806612855,Non-significant background,1398,14.416829947406415
PAQR8,ADIPOR2,20.579,0.1030112801006254,Non-significant background,1399,14.427142415179953
BRD4,BRD2,42.62705,0.1028546034461922,Non-significant background,1400,14.43745488295349
CUL4B,CUL3,36.29105,0.1028273052290185,Non-significant background,1401,14.447767350727029
CMTM7,CMTM4,22.09615,0.1027942655625719,Non-significant background,1402,14.458079818500567
HOXC10,HOXC9,26.065,0.1027727383517751,Non-significant background,1403,14.468392286274106
CDC42,RHOT1,24.64865,0.1027613970436131,Non-significant background,1404,14.478704754047644
TPD52L2,TPD52L1,43.4157,0.1027022119514737,Non-significant background,1405,14.489017221821182
ALDH9A1,ALDH1B1,38.0677,0.1026771373317589,Non-significant background,1406,14.49932968959472
GMPR2,GMPR,79.36655,0.1026585950964786,Non-significant background,1407,14.509642157368258
FAM53B,FAM53C,25.8336,0.1025783827995511,Non-significant background,1408,14.519954625141796
SLC39A14,SLC39A6,24.50625,0.1025492606070648,Non-significant background,1409,14.530267092915336
NPM3,NPM1,27.05805,0.1024783129863536,Non-significant background,1410,14.540579560688874
MCM8,MCM5,25.4011,0.1024466085111131,Non-significant background,1411,14.550892028462412
MAP4K1,MAP4K3,45.44675,0.102372054191888,Non-significant background,1412,14.56120449623595
ORMDL1,ORMDL2,83.0065,0.102357817012354,Non-significant background,1413,14.571516964009486
KATNA1,SPAST,28.5483,0.1023576833837084,Non-significant background,1414,14.581829431783024
TGIF2LY,TGIF1,25.88335,0.1022967811103494,Non-significant background,1415,14.592141899556562
PLOD3,PLOD2,56.96205,0.1022948525683912,Non-significant background,1416,14.602454367330104
RPRD1A,RPRD1B,67.11695,0.1022688746364771,Non-significant background,1417,14.612766835103642
IGF2BP1,IGF2BP3,73.3566,0.1022637598486583,Non-significant background,1418,14.623079302877178
RBMXL1,HNRNPA2B1,23.91045,0.1022483627804784,Non-significant background,1419,14.633391770650716
TET1,TET2,21.966,0.1022012029445887,Non-significant background,1420,14.643704238424254
ROCK1,CDC42BPA,24.34145,0.1021368722003603,Non-significant background,1421,14.654016706197792
MAP3K2,MAP2K2,20.57755,0.1021150969864868,Non-significant background,1422,14.66432917397133
GAA,GANAB,27.42665,0.1020912072236624,Non-significant background,1423,14.67464164174487
AP2A2,AP1G1,24.86845,0.1020905814656707,Non-significant background,1424,14.684954109518408
RNF130,RNF13,22.30035,0.1020781897868972,Non-significant background,1425,14.695266577291946
WBP1L,WBP1,31.7142,0.1020629465195573,Non-significant background,1426,14.705579045065484
CALM2,CALML4,41.7292,0.1020051501904396,Non-significant background,1427,14.715891512839022
CSNK1E,CSNK1G2,43.56205,0.1018851678698566,Non-significant background,1428,14.72620398061256
PSMA6,PSMA5,26.28615,0.1017777002453366,Non-significant background,1429,14.7365164483861
RAD51AP1,NUCKS1,29.11125,0.1016297212139326,Non-significant background,1430,14.746828916159638
PTPN7,PTPN1,21.3218,0.1015796077087831,Non-significant background,1431,14.757141383933176
TMED2,TMED4,20.6369,0.1015465693198329,Non-significant background,1432,14.767453851706714
CALM1,CALM3,100.0,0.1015283729497972,Non-significant background,1433,14.777766319480252
PCGF1,RNF2,20.51155,0.1015277254863335,Non-significant background,1434,14.788078787253788
STK40,TRIB2,24.2465,0.1014617622352372,Non-significant background,1435,14.798391255027326
FAM98A,FAM98C,32.85145,0.1013991209019908,Non-significant background,1436,14.808703722800868
HSD11B1L,DHRS7,22.8846,0.101322098445191,Non-significant background,1437,14.819016190574406
DYRK3,DYRK2,59.3847,0.10115474759214,Non-significant background,1438,14.829328658347944
SMARCAD1,INO80,20.3784,0.1011356701389815,Non-significant background,1439,14.83964112612148
SP140,SP100,38.3602,0.1011258507648166,Non-significant background,1440,14.849953593895018
PTGER3,TBXA2R,28.76765,0.1010935755766944,Non-significant background,1441,14.860266061668556
KAT2A,KAT2B,69.98265,0.1009933363555024,Non-significant background,1442,14.870578529442097
VILL,GSN,36.39465,0.1009304352276675,Non-significant background,1443,14.880890997215634
NTRK1,TYRO3,20.11,0.1009117679796321,Non-significant background,1444,14.891203464989172
MAPK11,MAPK1,43.0952,0.1007935449859422,Non-significant background,1445,14.90151593276271
DUSP14,STYX,25.26725,0.1006935577389125,Non-significant background,1446,14.911828400536248
BCAP31,BCAP29,48.05435,0.1006579438606391,Non-significant background,1447,14.922140868309786
P4HB,TXNDC5,23.1299,0.100624171144622,Non-significant background,1448,14.932453336083324
SMAD5,SMAD1,90.3226,0.1005514401121676,Non-significant background,1449,14.942765803856863
AP2S1,AP3S2,35.44845,0.1005303963708691,Non-significant background,1450,14.953078271630401
B9D2,MKS1,23.63505,0.1005059980688396,Non-significant background,1451,14.96339073940394
YWHAE,YWHAQ,64.4258,0.1004932002600359,Non-significant background,1452,14.973703207177477
STX1A,STX5,21.06855,0.1004507376636531,Non-significant background,1453,14.984015674951015
SOX11,SOX4,41.36525,0.1004054653826199,Non-significant background,1454,14.994328142724553
ZNF497,ZNF764,23.8879,0.1002500065571641,Non-significant background,1455,15.004640610498093
UBE2G1,UBE2S,21.8124,0.1000650516204719,Non-significant background,1456,15.014953078271631
MLXIPL,MLX,22.6699,0.1000585364481547,Non-significant background,1457,15.02526554604517
KLHDC3,KLHDC2,21.3396,0.1000256749831436,Non-significant background,1458,15.035578013818707
KLHDC2,KLHDC10,20.0834,0.0999782773311365,Non-significant background,1459,15.045890481592245
GRHPR,PHGDH,24.62475,0.0999196083437523,Non-significant background,1460,15.056202949365783
MTRF1L,MTRF1,40.98165,0.0999019035735564,Non-significant background,1461,15.06651541713932
TXNRD1,DLD,27.6932,0.099880713401223,Non-significant background,1462,15.076827884912861
TMTC4,TMTC3,30.3645,0.0998448766382042,Non-significant background,1463,15.087140352686399
CBX5,CBX1,63.84605,0.0998189485427036,Non-significant background,1464,15.097452820459937
GNA11,GNAI2,50.42175,0.0998157347821875,Non-significant background,1465,15.107765288233473
GALNT2,GALNT5,28.996,0.0997786557311829,Non-significant background,1466,15.118077756007011
ADAM10,ADAM17,23.33695,0.099723515067942,Non-significant background,1467,15.12839022378055
ZBTB8A,ZBTB10,23.2266,0.0997199028590719,Non-significant background,1468,15.13870269155409
GPN1,GPN2,21.23855,0.0997120033135701,Non-significant background,1469,15.149015159327629
DCUN1D4,DCUN1D1,27.3212,0.099660068768789,Non-significant background,1470,15.159327627101165
VAMP3,VAMP2,68.89655,0.0996485209680047,Non-significant background,1471,15.169640094874703
STK32C,SGK1,21.5752,0.0996306997871479,Non-significant background,1472,15.179952562648241
SDSL,CBS,21.11665,0.099564638726462,Non-significant background,1473,15.190265030421779
TNIK,MAP4K5,23.77485,0.0993554515396463,Non-significant background,1474,15.200577498195317
CALML4,CALM3,41.7292,0.0993350561325135,Non-significant background,1475,15.210889965968857
YTHDF3,YTHDF1,69.96625,0.0992809382061828,Non-significant background,1476,15.221202433742395
LRP8,LDLR,46.22545,0.0992217423966573,Non-significant background,1477,15.231514901515933
CARM1,PRMT6,26.51515,0.0992192271281467,Non-significant background,1478,15.24182736928947
