dep_gene,paralog_gene,mean_identical_score,delta_z,direction,paralog_ctrl_mean_z
KIF1B,KIF1C,42.2611,3.6483666002750397,g2_to_g1,-0.1730147898197174
HYOU1,HSPA4L,25.65685,-0.06323140999302268,g2_to_g1,0.003315375652164221
HYOU1,HSPA6,25.05085,0.0,g2_to_g1,-0.37414512038230896
EEF2,GFM1,22.099,0.020431220531463623,g1_to_g2,0.46310392022132874
EEF2,EFL1,33.5512,-0.5439743846654892,g1_to_g2,0.04111205041408539
EEF2,GFM2,20.69575,-0.1926877498626709,g1_to_g2,0.7086008191108704
FGD4,FGD2,42.673,-1.9821380972862244,g1_to_g2,1.5506685972213745
HNRNPA2B1,CIRBP,20.15855,-1.3913142681121826,g2_to_g1,-0.6227805614471436
BAX,BCL2A1,22.9375,0.0,g2_to_g1,-0.16332340240478516
RHOT1,RHOT2,57.8513,0.3787327706813812,g2_to_g1,-0.42100638151168823
RIMBP2,TSPOAP1,29.5907,0.7308510094881058,g2_to_g1,0.08317600190639496
TARDBP,PABPC4,20.24265,-0.008419707417488098,g2_to_g1,-0.20150965452194214
CALB1,SCGN,36.52755,-0.17735642194747925,g2_to_g1,0.6324213147163391
KIF1B,KIF3C,20.65335,0.14108309149742126,g2_to_g1,0.3417476415634155
CELF1,CELF6,44.471,0.7083019018173218,g2_to_g1,1.3806880712509155
PVR,NECTIN4,21.7943,0.0,g2_to_g1,-0.1606823205947876
PRKAG2,PRKAG3,43.53815,,g1_to_g2,
HNRNPA2B1,HNRNPA3,69.7257,-0.1948244273662567,g1_to_g2,0.6781266331672668
HNRNPA2B1,RBMXL1,23.91045,-0.025473833084106445,g1_to_g2,-0.848154604434967
HNRNPA2B1,MSI1,28.1902,1.186030626296997,g1_to_g2,0.35811948776245117
HNRNPA2B1,HNRNPA0,47.20545,-0.9026091694831848,g1_to_g2,0.31531262397766113
TARDBP,PABPC1,20.3377,-1.591299057006836,g2_to_g1,0.507622241973877
GSR,TXNRD1,31.4545,-0.520881399512291,g2_to_g1,0.3420637547969818
HEXA,HEXB,54.7805,1.2900458574295044,g1_to_g2,-1.8372066020965576
PRRC2C,PRRC2A,29.35485,-1.2485151886940002,g2_to_g1,0.5995438098907471
WWOX,HSD17B7,22.46165,-1.0536708533763885,g1_to_g2,0.48681923747062683
AP2A2,AP2A1,82.26565,-0.7151482999324799,g1_to_g2,0.3024581968784332
DNM2,DNM1L,39.3775,-0.02566361427307129,g2_to_g1,0.5509562492370605
ATP1A3,ATP1A2,86.76935,0.0,g1_to_g2,-0.35945871472358704
ATP1A3,ATP1A4,77.18395,0.0,g1_to_g2,-0.1867685467004776
ATP1A3,ATP2B4,25.52945,-2.6943405866622925,g1_to_g2,1.589884877204895
ATP1A3,ATP2A3,29.22605,0.0,g1_to_g2,-0.33695197105407715
ATP1A3,ATP2B2,26.69595,-1.2458825707435608,g1_to_g2,0.9508883357048035
ATP1A3,ATP4A,63.9722,0.0,g1_to_g2,-0.3663075864315033
ATP1A3,ATP2B1,26.4702,-1.2209497094154358,g1_to_g2,0.7603124380111694
CALB1,CALB2,57.9152,0.8506553173065186,g2_to_g1,0.38443005084991455
CELF1,CELF3,44.0327,0.6449865996837616,g1_to_g2,-0.2609861195087433
MAPT,MAP2,21.93525,-0.3517834097146988,g1_to_g2,-0.2465457171201706
ARID1B,ARID1A,49.5771,-0.9635802954435349,g1_to_g2,0.1393197625875473
HYOU1,HSPA1B,24.8423,1.6018943041563034,g1_to_g2,-0.2023746222257614
HYOU1,HSPA8,25.7448,-0.4750952795147896,g1_to_g2,0.037341125309467316
PVR,NECTIN1,25.1274,-0.995339572429657,g2_to_g1,0.5861530303955078
DNM2,DNM3,80.20905,1.20598965883255,g1_to_g2,-0.40385758876800537
RHOT1,RHOC,20.431325,0.09352540969848633,g1_to_g2,0.5344062447547913
RHOT1,CDC42,24.64865,1.4247227311134338,g1_to_g2,-0.5652740597724915
THAP1,THAP3,25.7489,-0.857100622728467,g1_to_g2,-0.005675656720995903
RGS2,RGS20,26.2217,0.6505791395902634,g2_to_g1,-0.5085629224777222
KIF1B,KIF1A,70.81015,0.36196112632751465,g2_to_g1,0.8945708274841309
RGS2,RGS16,39.2438,0.05230291187763214,g2_to_g1,-0.18094943463802338
RGS2,RGS8,41.17955,0.1608806848526001,g2_to_g1,-0.7384624481201172
KIF1B,KIF14,20.5449,0.7505614385008812,g1_to_g2,-0.08992733806371689
RGS2,RGS13,35.8431,2.202566981315613,g2_to_g1,-0.9084053039550781
RGS2,RGS4,36.5461,0.5731032192707062,g1_to_g2,-0.9895874857902527
