,cluster_id
B4GALT1,383
NFATC2IP,103
PDK3,46
PLP1,575
SLC12A4,584
EZR,-1
ABCC5,-1
IRF2BP1,-1
MPHOSPH9,-1
SSBP4,-1
XPR1,483
CTU2,567
POTEF,-1
AKTIP,-1
SURF2,-1
KBTBD4,-1
RBMX,460
ERICH2,20
AKIP1,397
PPP1R9B,-1
NPTX1,382
GNPDA2,-1
SNAPC5,-1
RNF6,316
SELENOT,-1
DMWD,452
TRO,-1
MT-CO1,90
AGGF1,-1
ILK,248
PCYT1B,-1
ADA2,-1
NR2C1,360
PCMT1,402
MINK1,448
ADAT1,517
DCAF11,465
IREB2,-1
ESPNL,428
STEEP1,149
TPRX2,597
FEZ2,323
OLA1,25
DHDDS,121
NOTCH1,-1
MMGT1,-1
LRRC8E,-1
ASB8,-1
SLFN5,-1
BCL2L2,222
SBDS,-1
CYREN,415
LRRC8B,-1
NMRAL1,-1
SLC43A2,-1
TAGLN3,-1
ST6GAL2,429
F12,-1
ZMPSTE24,-1
N4BP2L2,539
PELI3,1
TMEM200B,-1
INTS10,-1
ACP5,391
ARHGAP23,-1
CPT1C,-1
DNAJC8,-1
PURA,269
COX7C,412
RPS4Y1,-1
CPEB4,458
EGR3,-1
HMGCR,340
OXCT1,24
GOLGA8A,-1
MT-ND2,-1
HDLBP,-1
HELZ,-1
JARID2,-1
NT5DC3,95
NRTN,-1
UBLCP1,149
FAM50A,-1
LTBR,-1
WDR59,46
VAT1L,-1
ACADSB,146
MED16,-1
PPP1CA,533
TNFRSF21,-1
DBR1,-1
TRIL,-1
EPB41,598
WDR73,491
CARMIL3,-1
SMAD7,-1
COQ6,570
MIEF1,471
KLK1,219
STK38,-1
MAP2K7,38
APOBEC3B,-1
HTATSF1,-1
TNNT2,47
PANX1,-1
H2AC21,604
CCNDBP1,600
PTPRJ,609
ZFP36L1,-1
SPEF1,-1
SAFB,-1
INSIG2,-1
SLC22A23,82
MRPL50,-1
ALKAL2,-1
LONP1,597
DPCD,-1
RBM38,317
TOX,-1
PPIL3,55
C2orf81,323
MAP7D3,465
ZDHHC13,-1
ADRA2A,122
FUBP1,-1
TBC1D1,-1
NUDT21,483
SPEN,-1
CERS6,-1
KLF7,-1
FGF4,-1
TMEM191B,113
RAPH1,280
ZBTB10,359
PHYHD1,-1
ANKRD24,-1
TTC39C,-1
OS9,-1
RGMB,-1
TBC1D3L,175
FAM83H,-1
PNMA8A,-1
KLKB1,-1
HIP1R,31
LENG9,-1
PAFAH2,-1
DAAM1,-1
TMEM89,41
RAD17,-1
PTF1A,-1
PLCB3,122
WFDC2,-1
CXCL3,524
ZCCHC3,-1
CHST1,-1
UCHL3,280
LRRC37B,133
HSD3B7,56
ILF2,453
SPSB4,-1
SCNN1A,-1
SUGP2,-1
MTRF1,-1
RAB34,597
UQCR10,-1
CHD3,282
EID2B,-1
FAM171A2,274
NXF1,-1
EMC4,454
NDUFAF7,-1
WDR11,85
FAM3C,-1
TBC1D20,437
MON2,-1
NBDY,477
WHRN,215
TM9SF1,-1
CIP2A,-1
CWC15,-1
JAM3,160
PPP2R3C,-1
KDELR2,-1
NRBP1,-1
FUT2,-1
DCTN1,480
CEP41,-1
RBFA,-1
NMT2,-1
PPP1R13B,-1
NGLY1,291
GLB1L2,-1
CST3,183
C13orf42,-1
CHD6,-1
ARHGAP5,-1
CELSR2,-1
CCDC136,-1
PDXP,185
SARM1,369
RRAGA,176
CEP250,-1
SLC25A27,-1
ZNF789,458
PYCARD,350
RBM43,-1
SLC25A45,140
S1PR3,-1
PUS7,20
PIGO,-1
DBNL,280
ZNF296,630
GAS2L3,-1
TMEM11,-1
UQCRQ,470
C6orf141,-1
MPC1,408
HSF5,-1
RIMS4,-1
NCOR2,335
AQP11,-1
B3GNT4,-1
ADAMTS16,104
DCAF12L2,-1
ONECUT1,-1
CSRNP3,-1
CMC4,-1
HNRNPA1,602
RO60,471
ZNF703,-1
TCAP,-1
SUDS3,-1
REM2,-1
KHDC1,-1
GGA1,265
TRIAP1,597
ARL11,-1
NTS,525
POLDIP3,-1
HINT3,463
CLK4,-1
METAP2,464
GMIP,518
AURKC,374
ATP1B3,587
NLGN2,111
TNPO2,-1
GGCX,-1
ORC1,58
EDC4,-1
NXPE3,24
LAMC2,-1
COQ10B,-1
TRIP6,-1
RNF126,202
APIP,-1
SDHA,-1
CLBA1,52
RABL6,-1
DIXDC1,261
SOS1,-1
LMCD1,410
UBE2I,-1
CCIN,-1
MRPL45,548
SOD1,-1
SART3,324
DLX4,-1
AP1G1,-1
NOL4L,574
MBTPS1,-1
TPSD1,-1
RIC1,-1
RER1,-1
PRADC1,64
RWDD1,-1
MRPL42,-1
GLO1,391
PERP,-1
LRRC55,-1
APAF1,5
SECISBP2,-1
CTAGE9,-1
GABARAP,182
DNAJC13,-1
ACOT7,576
IGF2BP3,-1
P3H3,347
WDR24,-1
PCDHB9,343
TLE1,-1
IRS2,324
WDR18,-1
NOTO,-1
ANXA6,-1
LRRC34,37
AP4M1,-1
ERP29,-1
BTN3A1,-1
FBXO33,-1
SMG6,-1
SARDH,527
RNF38,-1
PREP,-1
TJP1,-1
HEATR5A,-1
CDC42BPG,-1
PSMD13,192
KPTN,366
MLLT3,-1
TMCO3,-1
IGFLR1,-1
CYP27B1,136
SNPH,198
PEAK1,218
KLC2,190
ELN,52
PPP3CB,-1
THOC6,-1
PROM1,-1
BBS7,-1
MRPL55,-1
PSAP,-1
EVL,166
CA14,-1
TRAM2,-1
SPRN,-1
VWA5A,-1
ZFAND3,293
ERP44,-1
GULP1,408
TMEM199,297
ADAM9,-1
LPCAT4,-1
CHTF18,615
C2CD3,409
HEATR5B,163
HACD1,-1
MAN1A2,25
PRKACB,-1
GCNT2,-1
EWSR1,-1
DARS2,-1
ESYT3,-1
CHTF8,-1
DYRK1B,149
CACNA2D2,30
RAB22A,140
TMEM238,-1
TRMT13,-1
ZNF283,405
IFT140,41
AMBRA1,338
TMEM265,446
SETD1B,-1
LRRC75A,-1
KLHDC8A,-1
TRIM14,-1
FBXL18,576
RHOU,158
HLA-B,15
ACSM1,376
P2RX4,-1
EPS8L2,287
PNCK,-1
PTGFRN,-1
CFAP410,-1
ATP13A2,177
LRP6,-1
PSMF1,65
EIF4EBP2,-1
COL27A1,-1
PCNX4,621
SRSF7,416
HSFX3,512
HMGCL,-1
MMACHC,-1
FKBP3,277
BEST2,132
POLR3E,-1
ARMC5,286
RHEB,-1
UBA1,513
SYT4,185
ZDHHC6,-1
CEP164,452
EPPK1,-1
PIGA,108
TRIM68,65
PMEL,3
ATP5F1A,278
C8orf58,6
C1orf43,-1
SRY,-1
CD248,-1
PDE5A,287
PRSS22,-1
HCST,96
RBM41,14
CGRRF1,-1
TSPAN17,-1
FAM117B,494
TAOK2,-1
KCNMB4,-1
SOCS7,-1
OSBP,-1
PPP4R2,-1
C18orf25,363
SIN3A,58
PLOD2,-1
ZNG1B,-1
LRRC20,122
LYRM4,-1
GNG3,8
MAF,-1
KAT14,-1
PYCR3,-1
LRRC10B,423
REXO1,261
CD1D,-1
HS3ST3B1,353
SLC6A6,-1
CRIPT,-1
RPUSD3,-1
MAP3K14,354
CEP20,-1
SF3B4,-1
GPR180,337
BTN2A2,-1
SPATA25,393
OBI1,283
IGSF8,-1
ERCC4,-1
LYRM2,214
AATF,-1
LRRC42,401
PABPN1,-1
DESI1,-1
ANKRD12,5
MPV17L,358
FOSL2,-1
GNRH2,-1
RTF1,-1
MTAP,-1
SRGAP2,368
CXCL2,136
MRPS28,114
MRPL9,328
C11orf24,318
ARHGAP39,-1
ZNF74,-1
TMEM92,428
AP1AR,-1
TMEM132B,369
PDRG1,-1
PCDHB11,357
ASB6,-1
MFAP2,-1
CENPW,-1
APLP2,-1
YJEFN3,-1
SEC14L1,515
HSPB6,136
MED12,-1
LRR1,-1
DIP2B,-1
TSPYL1,262
FAM91A1,-1
KMT2C,-1
RGS5,2
XYLT1,-1
ESRRB,340
MYC,-1
PFDN5,-1
IP6K2,310
PEBP1,-1
ZMYND11,-1
ZDHHC2,177
CLK1,-1
LITAF,210
TET3,-1
JMY,-1
SLC8B1,-1
VLDLR,-1
GTF3C2,-1
AIDA,-1
METTL21A,-1
METAP1,-1
MOB3C,-1
DRAP1,-1
ANKRD35,82
H3C11,421
CDC25C,-1
DPY19L1,-1
MRPL41,-1
BBIP1,-1
C1orf210,-1
ELMOD3,-1
APEX1,551
NTF4,-1
EML4,-1
CD9,-1
MRPS12,560
BLACAT1,588
PRPH2,39
RAB11A,543
WNT5A,9
IFNLR1,509
DCAKD,583
ZNF593,-1
NSL1,-1
LSM12,-1
EPN3,41
DHX38,-1
COQ8B,-1
BRWD3,-1
UNC45A,310
STK17B,402
GARRE1,-1
ZNG1A,-1
TBCEL,-1
TRAF3IP1,-1
MED10,-1
CBS,245
FAHD2A,132
NCBP2AS2,423
BRK1,-1
MGAT4B,-1
ARMC1,-1
HOXD3,630
PRR35,-1
ZNF234,-1
CISD2,-1
KATNBL1,-1
MMP17,-1
ANKRD34B,-1
SPAG7,293
PSIP1,-1
AP2M1,-1
LINGO1,-1
MTERF2,-1
DDAH1,621
MTCL1,205
CAPG,-1
MEF2D,-1
EDA2R,14
SLC25A51,-1
PCNA,-1
ATG4C,281
RPRD1A,-1
DCAF17,-1
SLC43A1,441
HAND1,431
ACP1,411
THAP2,596
WDR82,373
COL2A1,-1
CNOT3,-1
NIPSNAP1,435
WIPF3,607
TMEM185A,-1
C2orf68,7
RAB3GAP1,227
MAPK15,113
ORMDL2,545
NOP9,-1
DNAAF5,468
EAPP,-1
PABPC4,-1
VPS9D1,-1
SRSF10,-1
GTPBP10,-1
LMNTD2,623
TNFRSF10D,-1
DCAF12,193
KLRG2,582
RRM2,-1
B4GALT5,-1
AGL,-1
USP54,-1
ABI2,460
MPRIP,446
PCDHB10,418
STARD7,-1
MMAB,-1
C10orf95,-1
NACAD,137
SYNGR3,347
HSPA4,402
PARD6B,211
FLAD1,-1
ADCY6,-1
PAK1,-1
ABCC1,-1
SKIC3,-1
MID1,-1
EYA1,-1
USP51,-1
DCAF7,224
ZSWIM1,-1
CYB5RL,568
USP24,-1
MRGBP,363
AFTPH,368
MAPK1IP1L,-1
MGST3,285
STK17A,275
CMTM7,-1
BCAP29,163
HERPUD1,42
LGALS8,-1
DROSHA,-1
UBA3,-1
C12orf4,-1
MAPRE2,568
STAG2,104
ACAD10,14
POU6F1,418
PNPLA2,-1
GALR3,-1
DNALI1,478
CHAC2,-1
CCDC22,-1
INSYN1,-1
RPL7L1,-1
WBP1L,-1
PPME1,377
WDR4,429
PYGL,535
CMAS,-1
HSPA2,-1
IL11RA,498
ABRACL,-1
PTGR3,-1
PRDX5,623
FBXL5,-1
SIAH2,-1
RDH5,384
CUTA,290
STAP2,-1
GID4,-1
CAPS,595
EIF2AK3,611
GCH1,-1
NOCT,-1
MTDH,-1
RNF121,469
MAP3K21,-1
TWNK,-1
LCN10,5
RPL21,100
MPND,-1
ARHGEF10,-1
ARHGAP17,-1
CIAO1,-1
PLIN2,115
ADISSP,41
HCN3,-1
PHAX,625
CCNA1,-1
CYB5D1,363
CLN5,-1
B3GNT5,521
MSL2,-1
MRPS10,-1
SLC16A2,461
SERPINB4,354
TAF5,-1
GNG12,-1
NDUFV3,-1
COMMD2,-1
GABRA5,234
NUDT15,-1
PROCR,-1
SPRR2F,-1
ACTR2,65
OSGEPL1,548
TLDC2,-1
BUD31,-1
BTG1,272
PFKFB2,-1
SPTSSA,490
SRSF8,-1
CHRDL1,532
NOA1,-1
RPUSD4,-1
TAF6,-1
DNM2,118
ACOX1,242
ARPC3,343
ZNF771,-1
CS,38
COCH,-1
KLHL26,189
UBXN2A,-1
GPR50,577
UNC13B,-1
NANS,-1
AP1S1,-1
PALM,119
HBA2,441
NLK,603
KIF12,-1
DNAJC9,143
UCHL1,-1
SCD,-1
ZNF722,-1
MBD3L1,144
MYOZ3,104
PTRHD1,-1
KIF21B,-1
MAP9,-1
STX3,132
ZMYM4,-1
L3HYPDH,-1
UNC5CL,-1
MEGF6,-1
BOD1L1,-1
OTUD7B,291
RAD52,338
TFR2,489
RALY,-1
CFLAR,369
CSAD,534
XRCC6,-1
RAD51B,356
UNC119,382
AP2A2,403
DENND4C,566
ZNF804A,-1
LSM14A,-1
TSPAN31,-1
TM9SF3,289
GIT2,283
ALAD,-1
ZNF681,-1
NKG7,-1
CIAO3,371
MOB3A,-1
C17orf58,-1
TCF4,-1
MOV10,187
KCNK17,166
TLCD1,-1
PPL,189
USP31,122
KRIT1,-1
BLTP2,513
HMMR,-1
PUM3,-1
RNF149,-1
CAT,-1
DGKK,-1
RCHY1,96
MRPS35,-1
CYB5B,123
BRI3BP,-1
PTCH1,-1
CA11,-1
BRI3,453
PHRF1,277
CMTR1,-1
MFAP4,-1
TCTN2,143
MUTYH,-1
NUMA1,-1
SECISBP2L,71
ZDHHC21,143
PRKACA,372
DNAJC30,-1
ING3,-1
CUL9,571
GARIN1B,-1
RABGEF1,-1
BBLN,568
ING4,-1
ALDH2,-1
GTF3C1,-1
UBE2Q1,575
KIAA1671,-1
DDHD2,36
PRR15,-1
ELMO3,-1
USP53,-1
TMEFF1,-1
CXCL12,-1
SLC66A2,347
MTMR11,443
ZNF281,-1
GGN,-1
GMFB,-1
UVSSA,-1
UBE2A,575
PTTG2,-1
COA8,401
DPAGT1,109
KATNA1,-1
SIM1,-1
HTR1A,-1
HSP90AB1,-1
ARGLU1,39
DPY19L4,-1
TAS2R5,-1
RAD50,-1
ATG101,612
GART,-1
SLC25A17,-1
UBAC2,339
ATP1A1,561
MRTFA,127
DAP3,-1
ZFAND6,-1
IFNAR1,-1
ACOT1,131
B3GAT1,479
ABHD10,-1
PRPSAP2,538
NLGN4X,11
AZIN1,313
ATRN,-1
NRL,-1
FAM177A1,-1
SLC25A34,512
CASKIN1,-1
LAMTOR2,545
ADGRE5,-1
NUTM2B,-1
FOXRED1,-1
CCHCR1,8
ARHGAP21,141
PMS2,428
PYDC1,-1
SLC6A9,115
INHA,-1
RYR1,-1
WBP2,541
PRRG2,-1
SMTN,205
ESCO2,-1
PCDHB6,-1
GGT7,327
CFAP68,627
STT3A,-1
HNRNPM,-1
NIBAN1,23
TSEN34,-1
TBC1D4,569
LPCAT3,-1
WDR44,238
MFSD14B,-1
ATP1B1,207
SHISAL1,-1
RILPL2,-1
RPS6KB1,-1
RNF169,-1
PIP4P1,-1
CDKN1B,126
EIF4E3,123
ATPAF2,42
RTBDN,-1
LETM1,248
NDOR1,-1
MUSTN1,-1
M6PR,-1
PARL,-1
TXNDC9,-1
NDUFB3,11
FEM1B,-1
SPEGNB,42
SMAGP,-1
LMBR1,-1
NEK3,-1
ICE2,-1
NICN1,611
DBT,-1
ALG8,497
LPIN3,-1
IST1,-1
RND1,-1
EEF1D,-1
C10orf88,509
MAP1A,-1
C17orf97,454
KBTBD6,-1
AGPS,536
MED20,-1
FAM229A,500
PROM2,-1
ACP6,-1
GJC1,-1
IQSEC1,-1
MTO1,-1
NDRG2,-1
CRABP2,-1
HLA-DRB1,497
CCDC47,237
SELENBP1,536
EMP3,-1
TLN1,-1
SDR39U1,-1
SYNDIG1L,11
ZCCHC8,-1
PLEKHH1,-1
PPP6R3,-1
TPP2,-1
AQP5,433
NDUFC1,-1
GDI2,-1
TJP3,-1
GSDMB,-1
EIF4A2,403
RPS26,-1
IFIT1,-1
SYCE1L,14
POU3F2,584
BCCIP,385
TDRD7,-1
RASSF8,133
NAALADL1,-1
PRR5,-1
PIK3C2A,-1
BLOC1S3,-1
RAD51D,622
KIF2A,-1
ABHD14B,273
PRSS16,287
BARD1,-1
SLC2A12,-1
ELF5,49
PTPA,-1
SPP1,-1
TLCD5,-1
PABPC1L,-1
PCM1,-1
COL5A2,-1
LMBR1L,-1
CYB5D2,137
ETF1,-1
SUCO,39
AK6,-1
KCNK12,-1
MORC3,285
ELOVL1,-1
TIMP1,89
KCNAB3,-1
MAPKAPK5,-1
FAM124B,531
FAM104B,-1
TXNDC11,-1
ATXN2,391
STX2,-1
TEK,409
CDC37L1,-1
SFXN3,-1
PELI2,-1
STRADA,-1
GCA,-1
INO80B,-1
NUDT2,-1
CNPPD1,119
IPPK,-1
MDH1,369
H2BC11,-1
BUB1B,294
AP1M2,-1
MDFI,-1
UAP1,-1
ALKBH5,135
TNIK,-1
PPA1,-1
TDRP,-1
ZNF667,469
NR2F6,319
MRPL43,271
WDR26,-1
RNASEH2C,-1
SRR,-1
TMEM165,3
MRPL32,-1
REEP2,124
ATP5MGL,599
CNTNAP1,221
TPR,465
SLC35E3,-1
ADAM33,609
GDE1,-1
EGLN1,439
TMEM259,600
AGPAT4,-1
RASIP1,-1
DKK3,489
KANSL2,204
NOMO2,-1
UBL3,464
MGAT5,314
SLAIN1,-1
PKD2,301
BGN,-1
INTS15,220
OCIAD1,-1
ANKIB1,21
UTP14C,-1
CHST12,-1
MCTS1,-1
OTOL1,437
STX4,-1
TTC30A,-1
PDCD4,-1
ATAD2B,-1
TCL1B,612
ARFGAP2,-1
HAX1,-1
C3orf14,-1
SLFN12,208
ABCB6,-1
RCN2,468
ENSG00000230707,-1
KRTAP13-4,287
ADAMTSL4,-1
TNFRSF13C,11
LRRC8D,-1
SLC45A4,-1
XPNPEP3,215
NT5C2,-1
TCEAL8,183
KIF13A,-1
WDR81,-1
SCGB3A2,40
EME1,-1
TMEM104,-1
MRPL3,-1
FAIM,281
DMAC1,497
ARFGEF3,-1
POLK,-1
TMBIM4,190
ZFYVE9,206
NOS3,-1
ZDHHC19,52
SEC14L4,-1
MAP3K6,-1
LCMT1,-1
LUC7L2,-1
MARCHF9,-1
RAB11FIP4,-1
GAL3ST1,-1
NUDT13,-1
CENPQ,-1
MFNG,-1
ZRANB2,198
UQCC5,-1
DDX18,-1
DUT,281
SSR1,594
PHLDA1,601
BRD8,-1
UPF1,-1
ANKRD46,-1
CHCHD10,47
TMEM131L,-1
THAP9,-1
RAB11FIP1,-1
CCNG1,492
RNASEK,-1
PPP1R3D,-1
PEA15,600
KAT5,-1
NUDT5,512
PREB,-1
E2F1,-1
C1QTNF4,19
CCDC50,97
EIF4EBP3,9
RNF215,383
CAMK2N1,-1
ESYT1,411
VAMP7,386
GPRASP3,569
STX12,-1
ROCK2,279
ATP6V0D1,-1
RNF166,-1
GTF3A,-1
MGAT1,577
PRKAR1B,-1
ACAP2,317
PITPNA,74
ACKR1,572
ATP8B3,-1
NELFE,578
AP5M1,41
SSC4D,-1
MRPL16,-1
DCHS1,222
H1-7,-1
AIMP2,-1
BRME1,-1
SKIDA1,-1
SETDB1,447
SERPINE1,-1
GTPBP4,171
ANKRD54,-1
ARL14EP,-1
WDR5B,-1
RNF145,236
MFAP3L,293
RAB33A,550
DGAT1,-1
CSTF2T,340
COX4I1,-1
TPSG1,403
ASPM,-1
EPDR1,243
SYF2,-1
SOD3,-1
PGRMC2,-1
CSNK1E,369
KIF21A,-1
BEST4,-1
AKAP10,-1
KIAA0753,-1
VCX3A,65
PMM2,-1
RHEBL1,277
ULK3,-1
ORC6,-1
BTN3A2,521
VCX3B,363
GLCCI1,354
FAM219A,129
CLSTN3,-1
ISG20L2,232
CACTIN,-1
PTMA,-1
MAGEE1,-1
HSPA13,-1
ADPRM,-1
C11orf54,-1
SLC39A8,-1
HSCB,-1
MYO1E,-1
ZNF793,468
CLCN4,-1
ECHS1,52
PPIH,-1
IRS1,462
BTG3,-1
BTD,-1
SGO2,35
SMIM7,524
SLC4A2,-1
FHL2,-1
BDH2,-1
GPSM3,-1
DDAH2,-1
MLLT11,69
RUSC2,305
CDK16,273
TFPT,-1
PCDHB7,233
NAA20,386
WDR48,356
OSGIN2,339
GUCA1A,108
SPIN4,-1
UBE2F,25
INKA2,129
MRPS21,-1
INSIG1,-1
MCM3AP,378
PAX7,-1
EIF5A2,304
PNMA2,-1
CFAP20,-1
CUL5,-1
PRICKLE1,385
STK36,-1
HSDL2,37
PRR3,-1
RNF168,-1
CCM2,393
SEC24B,96
BCL10,339
TEP1,74
GOLM1,-1
HLA-E,53
BBS4,-1
RPRM,468
KLHL11,113
PKN2,-1
COA1,-1
RASAL1,64
PPP2CB,-1
TMEM186,490
KNDC1,-1
ZC3H18,448
CDCA4,-1
EHD4,-1
PRODH,287
MAGED1,-1
SDHAF2,-1
ID1,-1
NDUFC2,171
DR1,405
NPR2,220
MAP1LC3A,569
ABHD5,-1
ASNSD1,-1
HNRNPCL1,47
CHD4,-1
DNAJC10,-1
ACLY,-1
POC1A,428
STON2,538
SLC1A1,-1
CAMK2G,-1
MTLN,-1
TRIM39,-1
CHST10,506
CDKN2AIP,-1
DEPDC7,-1
CEP76,11
PRAF2,-1
PSMD10,-1
POLR3H,-1
ADD3,471
RASL11B,60
SLC16A9,-1
CETN3,341
OGT,-1
SNRPB,297
APC,-1
GNPTG,-1
KHK,-1
IMMT,-1
CISH,-1
FMNL2,-1
LMAN2,300
TMEM14A,-1
MRPS18C,198
C1QL1,-1
SUSD2,237
ALYREF,-1
NAGS,-1
APEH,60
FNDC8,285
SLC16A8,-1
NEURL2,-1
MAGEB17,604
KIF20A,374
KIDINS220,-1
PF4,390
RNF7,-1
NOC2L,-1
KCNK1,132
PRDM10,-1
MYO5C,137
CHFR,428
UQCC6,304
CORO1C,415
ANKRD17,354
SMAD5,-1
CDX2,-1
TCEAL7,-1
TEX10,532
TUBB,-1
TONSL,112
TMEM51,-1
MOCS3,-1
FOXI3,-1
POU5F1,617
LRRC14,-1
RMI1,-1
RBM48,261
YES1,274
STOM,-1
KDM1A,-1
GPR173,-1
RDX,195
KIF15,177
MLST8,-1
DAD1,-1
PRC1,506
PCYT1A,-1
TEX15,-1
DLG5,-1
SEC23B,-1
KCTD13,544
COQ9,42
EIF1AD,-1
FAU,391
DES,-1
TMEM184A,392
PTPRG,546
TROAP,-1
RLN2,-1
B9D2,-1
F8A2,-1
API5,-1
KDELR3,-1
ABHD2,-1
GNE,-1
TXN,569
USHBP1,-1
TNRC18,-1
NEU3,450
EMC6,574
DNAJB4,-1
PIM2,608
CCDC90B,-1
LKAAEAR1,618
ALG9,-1
MTMR1,533
SH3BGRL2,143
GPS1,-1
SF3A3,-1
ZEB2,-1
PABPC1,-1
TOR1AIP2,183
MTPAP,-1
DCAF4L1,-1
SMC5,-1
ZNF507,-1
TRIM33,535
PDGFB,517
SLC25A33,-1
GALNT3,-1
C12orf76,-1
ALG6,-1
TSG101,-1
SFT2D1,470
PES1,616
TSSK3,-1
SPACA6,-1
PKIB,532
SNX6,436
RTKN,-1
TUBA4A,510
NUB1,447
MCM4,81
ELAC2,558
SAP30BP,541
RPS15,506
AFMID,634
CNNM4,-1
CNOT9,487
ACACA,-1
PTRH2,156
PHKA2,-1
MINDY1,-1
FAM76A,-1
NPIPB13,-1
ZFR2,546
NDUFS5,80
TGFBI,159
DCAF10,195
COX7A1,70
AGAP9,-1
TJP2,-1
KRTCAP2,-1
CBLL1,561
ZSWIM8,558
MMUT,115
TFIP11,531
ARHGAP19,-1
MSS51,515
CORO1A,-1
AGA,200
AKIRIN2,432
ARAP1,554
MARCHF2,-1
KIF14,-1
TAF13,380
WDR13,-1
PPP1R3E,152
SPOUT1,-1
BIRC6,347
RPL35A,-1
CDK20,537
CNEP1R1,-1
SPTLC2,-1
SAYSD1,317
HMGCS1,-1
OIP5,-1
KIF4A,488
IKZF3,294
MMP23B,11
F8A1,632
KANK1,134
CRB3,-1
RNF40,247
MRPL27,-1
NDEL1,333
TAX1BP1,-1
KLHL5,395
YEATS2,309
PTGES3,340
SC5D,354
FHL1,140
DDX56,562
TRIM44,286
ABCD3,-1
C2orf74,-1
MOB1B,279
PRDM14,-1
HNRNPR,-1
SIT1,378
NOP14,-1
CRBN,263
TTL,-1
MAPK9,-1
NUP214,320
ACTL10,-1
APBB2,-1
NR2F1,255
STRA6,-1
CNNM3,255
STBD1,-1
C11orf71,-1
SFPQ,-1
PTK2,-1
B3GALT9,-1
PRDM15,-1
TMEM88B,-1
SHISA9,494
TBC1D24,38
SYNRG,-1
HSD17B10,336
MTARC1,-1
GPATCH2L,11
PAXBP1,-1
PDIA6,476
VPS37B,-1
NCAPH2,-1
ANKRD13C,64
MT1X,-1
MYSM1,-1
DUSP12,199
PDHX,630
ARHGEF7,-1
PPP2R1A,281
ETFRF1,208
FUNDC1,556
SMIM19,-1
TMED5,81
CTSK,214
FIBIN,-1
RNF170,416
GAB1,23
YY1AP1,163
RAB18,-1
DHFR2,-1
SMURF2,413
ERAP1,36
VEZT,-1
DLAT,-1
NPDC1,204
ACTN3,-1
PPP1R3C,-1
COL8A2,-1
RBM10,121
H2AZ1,137
EEF2,-1
PDCD1,-1
CENPH,-1
FANCF,606
C8G,-1
SWSAP1,-1
LAMTOR4,-1
GOLIM4,-1
CCNK,364
CIBAR1,-1
ANO6,395
POLR3G,-1
RAB11FIP3,-1
CLDND1,-1
LRP12,-1
ENTPD7,133
TMEM125,612
DLG4,140
CAPZB,272
GRPR,460
TAF11,-1
SALL4,-1
EPHB4,297
FIGNL1,-1
NAGPA,281
GPR108,-1
SHD,-1
SHOC2,-1
AGPAT1,558
RECQL,-1
COL16A1,-1
MYOD1,-1
COX20,9
C2CD4C,465
TAOK1,-1
ZNF148,-1
TTC3,-1
PIK3IP1,-1
KCNA5,-1
TPRG1L,-1
PTPRU,215
MKNK1,563
JPH3,-1
RHOBTB2,-1
ARL10,-1
BIN1,-1
ATP6V0C,-1
FBXO21,-1
VIPR1,-1
CHGB,-1
RIPOR2,86
MDM4,535
RMND5A,275
UBAP1,218
SEC61A1,240
COG1,-1
C12orf43,507
BCAR1,-1
SUSD3,-1
CIB2,-1
FUBP3,-1
VRK3,327
YKT6,-1
NDUFS3,-1
SEMA3G,128
METTL27,-1
HIF1AN,-1
MXRA7,-1
SELENOV,395
ADAMTS10,82
LARP7,-1
MYL5,-1
NSMCE3,-1
MPHOSPH6,-1
ANKRD23,173
SLC10A3,516
RILP,404
NMT1,613
RAPGEFL1,-1
SLC24A1,379
KIF26A,-1
MAU2,222
WAC,213
SCN1B,165
BRAT1,-1
VPS26A,101
MAPK8IP3,-1
NFU1,295
ARMCX3,-1
CLCN6,98
SYT2,-1
PRXL2C,-1
TM4SF18,-1
NTPCR,-1
FICD,76
CDK11B,300
SLC29A3,-1
REPS1,136
PSMB8,64
ARHGAP12,-1
TMEM242,-1
ARL4A,440
SIKE1,191
CAPZA1,-1
SLC5A3,232
NBPF1,374
PHF20,617
GTF2E2,-1
TMEM102,518
PAQR6,-1
CRYZ,317
WDR74,-1
MEGF10,65
DCLRE1B,-1
FAM236B,216
THEM5,15
DRG2,-1
CTHRC1,-1
DGKA,-1
C19orf53,100
CDCP1,-1
SEMA3B,-1
PUF60,-1
CCDC92B,-1
TIMM8A,-1
CGNL1,-1
MRPL38,-1
GIGYF2,-1
SPRTN,206
SOWAHB,-1
ENTPD1,-1
PCDHAC2,219
PIKFYVE,69
HBA1,-1
SLC7A11,82
MRPS15,50
POLI,250
ALG5,471
TATDN3,483
MSI2,-1
ESPN,-1
COMMD4,-1
BICDL1,-1
DYNC1LI1,116
PPIP5K1,-1
TMED3,-1
ACBD6,294
STYXL1,-1
CENPL,-1
ANKRD49,-1
FAM133B,-1
LANCL2,601
LIMS1,-1
TES,-1
PSMB5,256
PRMT7,-1
SDHD,216
PPP1CB,-1
H2BC15,153
CACNB1,159
TIMM17B,-1
COX7B,-1
NPIPB11,-1
TRMT2B,-1
MTREX,-1
ATG2B,-1
CCDC66,189
POLR1A,135
TADA2A,-1
UBA52,306
DCLRE1A,-1
RCC1L,411
DVL1,21
LGI4,-1
PAK4,474
TMA7,190
SLC12A2,-1
IQGAP3,-1
ANKRD33,-1
